Time,ECEF_velocity_Y
4.73,4.51
4.958,4.52
5.08,4.66
5.208,4.61
5.316,4.79
5.458,4.83
5.566,4.99
5.708,5
5.816,5.04
5.957,5.23
6.066,5.32
6.207,5.42
6.316,5.65
6.457,5.75
6.566,5.79
6.707,5.72
6.816,5.78
6.957,5.67
7.066,5.52
7.207,5.68
7.332,5.66
7.457,5.69
7.566,5.58
7.707,5.51
7.832,5.35
7.957,5.55
8.066,5.27
8.207,5.08
8.316,5.13
8.457,5.04
8.566,4.83
8.707,4.61
8.832,4.64
8.957,4.25
9.082,3.99
9.207,3.63
9.332,3.46
9.457,3.44
9.566,3.12
9.707,2.8
9.816,2.34
9.957,1.99
10.066,1.8
10.207,1.47
10.332,1.05
10.457,0.71
10.566,0.54
10.707,0.43
10.832,0.64
10.957,0.55
11.066,0.6
11.207,0.6
11.332,0.59
11.457,0.73
11.566,1.08
11.707,1.37
11.832,1.44
11.957,0.85
12.066,1.02
12.207,0.91
12.316,1.24
12.457,0.75
12.566,0.64
12.707,0.64
12.816,0.7
12.957,0.82
13.066,1.14
13.207,1.1
13.316,1.02
13.457,0.82
13.566,0.87
13.707,0.83
13.816,0.73
13.957,0.73
14.066,0.96
14.207,1.04
14.316,1.05
14.457,1.08
14.566,1.13
14.707,0.96
14.816,0.78
14.957,0.64
15.066,0.27
15.207,0.38
15.316,0.7
15.457,0.93
15.566,0.86
15.707,0.94
15.816,2.09
15.957,2.06
16.066,2.4
16.207,2.49
16.316,2.3
16.457,2.17
16.566,1.77
16.706,1.59
16.816,1.6
16.956,1.39
17.066,1.13
17.206,0.87
17.316,0.92
17.456,0.9
17.566,1
17.706,1.15
17.816,1.05
17.956,0.91
18.066,0.92
18.206,1.1
18.316,1
18.456,0.99
18.566,1.18
18.706,1.09
18.816,0.99
18.956,1.06
19.066,1.07
19.206,0.86
19.316,1.04
19.456,1.27
19.566,1.26
19.706,1.34
19.816,1.4
19.956,1.16
20.066,1.27
20.206,1.15
20.316,0.81
20.456,1.05
20.566,1.11
20.706,1.05
20.816,1.09
20.956,1.15
21.066,1.2
21.206,1.22
21.316,1.42
21.456,1.19
21.566,1.3
21.706,1.25
21.816,1.18
21.956,1.21
22.066,1.19
22.206,1.19
22.316,1.05
22.456,1.06
22.566,1.09
22.706,1.12
22.816,0.93
22.956,1.05
23.066,0.96
23.206,1.05
23.316,1.06
23.456,0.92
23.566,0.81
23.706,1.21
23.816,1.47
23.956,1.82
24.066,2.36
24.206,3.16
24.316,4.04
24.456,4.88
24.566,5.74
24.706,6.34
24.816,6.83
24.956,7.62
25.066,8.31
25.206,8.8
25.316,9.29
25.456,9.72
25.566,10.09
25.706,10.6
25.816,10.99
25.956,11.78
26.066,12.21
26.206,12.73
26.316,13.15
26.456,13.69
26.566,14.23
26.706,14.8
26.816,15.14
26.956,15.65
27.066,16.1
27.206,16.61
27.316,16.95
27.456,17.23
27.566,17.73
27.705,17.91
27.816,18.4
27.955,18.89
28.066,19.38
28.205,20.1
28.316,20.3
28.455,21
28.566,21.41
28.705,21.91
28.816,22.2
28.955,22.69
29.066,23.22
29.205,23.73
29.316,24.1
29.455,24.54
29.566,24.75
29.705,24.47
29.816,24.27
29.955,23.94
30.066,23.73
30.205,23.5
30.316,23.22
30.455,22.86
30.566,22.64
30.705,22.37
30.816,22.08
30.955,21.79
31.066,21.57
31.205,21.32
31.316,21.02
31.455,20.71
31.566,20.23
31.705,19.76
31.816,19.31
31.955,18.83
32.066,18.21
32.205,17.62
32.316,16.96
32.455,16.26
32.566,15.53
32.705,14.85
32.816,14.08
32.955,13.29
33.066,12.53
33.205,11.74
33.316,10.83
33.455,9.97
33.566,8.87
33.705,7.71
33.816,6.39
33.955,5.22
34.066,3.96
34.205,2.91
34.316,1.86
34.455,0.77
34.566,-0.32
34.705,-1.51
34.816,-2.56
34.955,-3.52
35.066,-4.51
35.205,-5.42
35.316,-6.24
35.455,-7.05
35.566,-7.86
35.705,-8.57
35.816,-9.18
35.955,-9.86
36.066,-10.39
36.205,-11.07
36.316,-11.64
36.455,-12.09
36.566,-12.52
36.705,-13.12
36.816,-13.66
36.955,-14
37.066,-14.25
37.205,-14.58
37.316,-14.8
37.455,-14.87
37.566,-15.11
37.705,-15.11
37.816,-15.18
37.955,-15.37
38.066,-15.11
38.204,-14.85
38.316,-14.58
38.454,-14.27
38.566,-14.03
38.704,-13.78
38.816,-13.46
