Time,ECEF_velocity_Y
38.954,-13.25
39.066,-13
39.204,-12.77
39.316,-12.6
39.454,-12.36
39.566,-12.31
39.704,-12.28
39.816,-12.64
39.954,-13.1
40.066,-13.69
40.204,-14.4
40.316,-14.94
40.454,-15.65
40.566,-16.46
40.704,-17.23
40.816,-17.88
40.954,-18.65
41.066,-19.31
41.204,-19.97
41.316,-20.08
41.454,-19.86
41.566,-19.49
41.704,-18.93
41.816,-18.31
41.954,-17.64
42.066,-16.98
42.204,-16.24
42.316,-15.48
42.454,-14.68
42.566,-13.97
42.704,-12.98
42.816,-12.19
42.954,-10.82
43.066,-9.9
43.204,-8.04
43.316,-7.5
43.454,-6.3
43.566,-4.96
43.704,-3.8
43.816,-2.76
43.954,-1.84
44.066,-0.67
44.204,0.47
44.316,1.08
44.454,1.51
44.566,1.52
44.704,1.08
44.816,0.29
44.954,-0.33
45.066,-1.23
45.204,-2.14
45.316,-3.11
45.454,-4.41
45.566,-5.2
45.704,-5.82
45.816,-6.55
45.954,-7.37
46.066,-7.8
46.204,-8.35
46.316,-8.78
46.454,-9.24
46.566,-9.68
46.704,-9.97
46.816,-10.18
46.954,-10.17
47.066,-9.98
47.204,-9.52
47.316,-8.71
47.454,-8.06
47.566,-7.41
47.704,-6.94
47.816,-6.41
47.954,-5.68
48.066,-4.77
48.204,-3.86
48.316,-2.83
48.454,-1.7
48.566,-0.57
48.704,0.56
48.816,1.46
48.953,2.67
49.066,3.96
49.203,5.3
49.316,6.18
49.453,7.73
49.566,8.33
49.703,9.25
49.816,9.8
49.953,10.43
50.066,11.09
50.203,11.89
50.316,12.6
50.453,12.72
50.566,13.06
50.703,13.14
50.816,13.1
50.953,12.78
51.066,12.45
51.203,12.05
51.316,11.25
51.453,10.6
51.566,9.47
51.703,8.57
51.816,7.56
51.953,6.62
52.066,5.37
52.203,4.21
52.316,3.15
52.453,2.21
52.566,1.34
52.703,0.72
52.816,0.3
52.953,0.13
53.066,0.14
53.203,0.07
53.316,0.22
53.453,0.49
53.566,1.03
53.703,1.59
53.816,2.31
53.953,3.29
54.066,4.76
54.203,6.12
54.316,7.59
54.453,8.19
54.566,9.07
54.703,9.59
54.816,10.76
54.953,11.47
55.066,12.79
55.203,14.91
55.316,16.18
55.453,17.2
55.566,18.84
55.703,19.54
55.816,20.62
55.953,22.05
56.066,22.55
56.203,22.94
56.316,23.53
56.453,23.7
56.566,23.46
56.703,23.62
56.816,23.66
56.953,23.33
57.066,22.85
57.203,22.38
57.316,21.88
57.453,21.62
57.566,20.87
57.703,20.36
57.816,19.85
57.953,19.32
58.066,18.98
58.203,18.14
58.316,17.61
58.453,17.06
58.566,16.62
58.703,15.84
58.816,15.11
58.953,14.1
59.066,13.28
59.203,12.3
59.316,11.06
59.452,9.57
59.566,8.4
59.702,6.94
59.816,5.31
59.952,4.01
60.066,2.28
60.202,0.96
60.316,-0.82
60.452,-2.84
60.566,-4.2
60.702,-5.94
60.816,-7.4
60.952,-8.43
61.066,-9.68
61.202,-11.12
61.316,-12.15
61.452,-13.02
61.566,-13.99
61.702,-14.18
61.816,-14.59
61.952,-14.63
62.066,-14.52
62.202,-14.3
62.316,-14.11
62.452,-13.71
62.566,-12.99
62.702,-12.22
62.816,-11.52
62.952,-10.75
63.066,-10.46
63.202,-10.11
63.316,-10.2
63.452,-10.61
63.566,-10.9
63.702,-11.54
63.816,-11.93
63.952,-12.38
64.066,-12.67
64.202,-12.99
64.316,-13.11
64.452,-13.22
64.566,-13.12
64.702,-13.02
64.816,-13.19
64.952,-13.11
65.066,-13
65.202,-12.86
65.316,-12.28
65.452,-11.79
65.566,-11.02
65.702,-10.11
65.816,-9.13
65.952,-7.9
66.066,-6.78
66.202,-5.75
66.316,-5.05
66.452,-3.72
66.566,-2.81
66.702,-2.18
66.816,-2
66.952,-1.22
67.066,-0.38
67.202,1.09
67.316,2.89
67.452,4.24
67.566,6.38
67.702,7.92
67.816,9.76
67.952,11.42
68.066,13.08
68.202,14.96
68.316,16.66
68.452,18.25
68.566,19.36
68.702,20.69
68.816,21.84
68.952,22.76
69.066,23.69
69.202,24.24
69.316,24.04
69.452,23
69.566,22.16
69.702,21.37
69.816,20.19
69.952,18.7
70.066,17.46
70.201,15.91
70.316,14.23
70.451,12.21
70.566,10.42
70.701,8.36
70.816,5.95
70.951,3.84
71.066,1.75
71.201,-1
71.316,-3.04
71.451,-5.34
71.566,-7.22
71.701,-9.08
71.816,-10.98
71.951,-12.78
72.066,-14.02
72.201,-15.35
72.316,-16.28
72.451,-17.13
72.566,-17.72
72.701,-18.24
72.816,-18.74
72.951,-18.96
73.066,-18.85
73.201,-19.04
73.316,-19.31
73.451,-19.73
73.566,-20.06
73.701,-20.51
73.816,-21.08
73.951,-21.73
74.066,-22.4
74.201,-22.94
74.316,-23.61
74.451,-24.13
74.566,-24.8
74.701,-25.29
74.816,-25.85
74.951,-26.29
75.066,-26.57
75.201,-26.64
75.316,-26.68
75.451,-26.57
75.566,-26.06
75.701,-25.57
75.816,-24.91
75.951,-24.67
76.066,-24.85
76.201,-24.94
76.316,-25.03
76.451,-24.68
76.566,-24.7
76.701,-24.17
76.816,-23.86
76.951,-23.35
77.066,-22.75
77.201,-22.21
77.316,-21.54
77.451,-21.22
77.566,-20.71
77.701,-19.68
77.816,-18.65
77.951,-17.72
78.066,-16.33
78.201,-15
78.316,-13.32
78.451,-11.33
78.566,-9.37
78.701,-7.47
78.816,-5.83
78.951,-4.01
79.066,-2.39
79.201,-0.64
79.316,1.15
79.451,1.78
79.566,2.09
79.701,2.43
79.816,2.17
79.951,2.4
80.066,2.38
80.201,2.21
80.316,2.24
80.451,2.08
80.566,2.1
80.701,2.13
80.816,1.98
80.95,1.88
81.066,1.82
81.2,1.75
81.316,1.66
81.45,1.74
81.566,1.75
81.7,1.84
81.816,1.67
81.95,1.7
82.066,1.54
