Time,ECEF_position_X
26.566,4412826.28
26.706,4412825.81
26.816,4412825.33
26.956,4412824.83
27.066,4412824.33
27.206,4412823.84
27.316,4412823.31
27.456,4412822.77
27.566,4412822.22
27.705,4412821.77
27.816,4412821.33
27.955,4412821
28.066,4412820.68
28.205,4412820.53
28.316,4412820.36
28.455,4412820.2
28.566,4412820.08
28.705,4412819.85
28.816,4412819.58
28.955,4412819.28
29.066,4412818.89
29.205,4412818.66
29.316,4412818.4
29.455,4412818.21
29.566,4412818.03
29.705,4412817.88
29.816,4412817.77
29.955,4412817.66
30.066,4412817.55
30.205,4412817.46
30.316,4412817.41
30.455,4412817.41
30.566,4412817.42
30.705,4412817.45
30.816,4412817.5
30.955,4412817.58
31.066,4412817.65
31.205,4412817.75
31.316,4412817.87
31.455,4412818.06
31.566,4412818.33
31.705,4412818.67
31.816,4412819.06
31.955,4412819.53
32.066,4412820.1
32.205,4412820.71
32.316,4412821.38
32.455,4412822.14
32.566,4412822.96
32.705,4412823.82
32.816,4412824.76
32.955,4412825.75
33.066,4412826.8
33.205,4412827.89
33.316,4412829.02
33.455,4412830.18
33.566,4412831.38
33.705,4412832.65
33.816,4412833.95
33.955,4412835.31
34.066,4412836.68
34.205,4412838.06
34.316,4412839.44
34.455,4412840.83
34.566,4412842.23
34.705,4412843.59
34.816,4412844.94
34.955,4412846.25
35.066,4412847.51
35.205,4412848.76
35.316,4412849.95
35.455,4412851.04
35.566,4412852.13
35.705,4412853.13
35.816,4412854.05
35.955,4412854.9
36.066,4412855.67
36.205,4412856.32
36.316,4412856.92
36.455,4412857.37
36.566,4412857.76
36.705,4412858.07
36.816,4412858.25
36.955,4412858.33
37.066,4412858.34
37.205,4412858.3
37.316,4412858.18
37.455,4412857.94
37.566,4412857.63
37.705,4412857.21
37.816,4412856.68
37.955,4412856.12
38.066,4412855.54
38.204,4412854.94
38.316,4412854.35
38.454,4412853.73
38.566,4412853.1
38.704,4412852.45
38.816,4412851.8
38.954,4412851.14
39.066,4412850.48
39.204,4412849.8
39.316,4412849.13
39.454,4412848.46
39.566,4412847.8
39.704,4412847.15
39.816,4412846.51
39.954,4412845.92
40.066,4412845.34
40.204,4412844.8
40.316,4412844.29
40.454,4412843.84
40.566,4412843.47
40.704,4412843.15
40.816,4412842.89
40.954,4412842.72
41.066,4412842.63
41.204,4412842.66
41.316,4412842.8
41.454,4412842.98
41.566,4412843.22
41.704,4412843.55
41.816,4412843.89
41.954,4412844.3
42.066,4412844.83
42.204,4412845.4
42.316,4412846.01
42.454,4412846.66
42.566,4412847.42
42.704,4412848.26
42.816,4412849.1
42.954,4412850.05
43.066,4412851.07
43.204,4412852.17
43.316,4412853.34
43.454,4412854.5
43.566,4412855.72
43.704,4412857.04
43.816,4412858.45
43.954,4412859.85
44.066,4412861.26
44.204,4412862.67
44.316,4412864.11
44.454,4412865.59
44.566,4412867.13
44.704,4412868.72
44.816,4412870.37
44.954,4412872.07
45.066,4412873.79
45.204,4412875.6
45.316,4412877.45
45.454,4412879.4
45.566,4412881.35
45.704,4412883.35
45.816,4412885.42
45.954,4412887.5
46.066,4412889.66
46.204,4412891.82
46.316,4412894.03
46.454,4412896.27
46.566,4412898.53
46.704,4412900.84
46.816,4412903.16
46.954,4412905.53
47.066,4412907.96
47.204,4412910.4
47.316,4412912.74
47.454,4412915.01
47.566,4412917.23
47.704,4412919.4
47.816,4412921.52
47.954,4412923.57
48.066,4412925.55
48.204,4412927.48
48.316,4412929.37
48.454,4412931.17
48.566,4412932.9
48.704,4412934.53
48.816,4412936.09
48.953,4412937.51
49.066,4412938.82
49.203,4412940.05
49.316,4412941.13
49.453,4412942.04
49.566,4412942.9
49.703,4412943.56
49.816,4412944.14
49.953,4412944.48
50.066,4412944.67
50.203,4412944.63
50.316,4412944.52
50.453,4412944.26
50.566,4412943.89
50.703,4412943.38
50.816,4412942.76
50.953,4412941.97
51.066,4412941.07
51.203,4412940.02
51.316,4412938.9
51.453,4412937.67
51.566,4412936.31
51.703,4412934.89
51.816,4412933.32
51.953,4412931.75
52.066,4412930.14
52.203,4412928.45
52.316,4412926.54
52.453,4412924.64
52.566,4412922.69
52.703,4412920.69
52.816,4412918.63
52.953,4412916.56
53.066,4412914.45
53.203,4412912.3
53.316,4412910.11
53.453,4412907.87
53.566,4412905.61
53.703,4412903.32
53.816,4412900.94
53.953,4412898.61
54.066,4412896.22
54.203,4412893.83
54.316,4412891.64
54.453,4412889.41
54.566,4412887.21
54.703,4412885.06
54.816,4412882.92
54.953,4412881.12
55.066,4412879.46
55.203,4412878.1
55.316,4412876.7
55.453,4412875.38
55.566,4412874.19
55.703,4412873.12
55.816,4412872.29
55.953,4412871.72
56.066,4412871.26
56.203,4412870.86
56.316,4412870.69
56.453,4412870.68
56.566,4412870.85
56.703,4412871.23
56.816,4412871.63
56.953,4412872.31
57.066,4412873.05
57.203,4412873.94
57.316,4412874.95
57.453,4412876.02
57.566,4412877.27
57.703,4412878.62
57.816,4412880.03
57.953,4412881.57
58.066,4412883.13
58.203,4412884.82
58.316,4412886.56
58.453,4412888.39
58.566,4412890.27
58.703,4412892.09
58.816,4412893.9
58.953,4412895.66
59.066,4412897.37
59.203,4412899.07
59.316,4412900.76
59.452,4412902.44
59.566,4412904.11
59.702,4412905.76
59.816,4412907.4
59.952,4412909.06
60.066,4412910.68
60.202,4412912.27
60.316,4412913.76
60.452,4412915.23
60.566,4412916.64
60.702,4412917.97
60.816,4412919.14
60.952,4412920.21
61.066,4412921.1
61.202,4412921.85
61.316,4412922.51
61.452,4412923.02
61.566,4412923.33
61.702,4412923.49
61.816,4412923.49
61.952,4412923.35
62.066,4412923.02
62.202,4412922.62
62.316,4412922.04
62.452,4412921.36
62.566,4412920.49
62.702,4412919.49
62.816,4412918.32
62.952,4412917.07
63.066,4412915.75
63.202,4412914.3
63.316,4412912.88
63.452,4412911.44
63.566,4412910.13
63.702,4412908.94
63.816,4412907.87
63.952,4412906.92
64.066,4412906.17
64.202,4412905.59
64.316,4412905.15
64.452,4412904.9
64.566,4412904.81
64.702,4412904.96
64.816,4412905.19
64.952,4412905.62
65.066,4412906.22
65.202,4412906.94
65.316,4412907.79
65.452,4412908.82
65.566,4412909.98
65.702,4412911.23
65.816,4412912.69
65.952,4412914.1
66.066,4412915.75
66.202,4412917.37
66.316,4412919.03
66.452,4412920.75
66.566,4412922.55
66.702,4412924.33
66.816,4412926.17
66.952,4412928.04
67.066,4412929.97
67.202,4412931.94
67.316,4412933.82
67.452,4412935.7
67.566,4412937.55
67.702,4412939.22
67.816,4412940.82
67.952,4412942.28
68.066,4412943.63
68.202,4412944.81
68.316,4412945.8
68.452,4412946.63
68.566,4412947.35
68.702,4412947.84
68.816,4412948.2
68.952,4412948.49
69.066,4412948.64
69.202,4412948.73
69.316,4412948.77
69.452,4412948.89
69.566,4412949
69.702,4412949.27
69.816,4412949.57
69.952,4412950.05
70.066,4412950.69
70.201,4412951.39
70.316,4412952.28
70.451,4412953.33
70.566,4412954.44
70.701,4412955.55
70.816,4412956.8
70.951,4412958.06
71.066,4412959.41
71.201,4412960.8
71.316,4412962.19
71.451,4412963.5
71.566,4412964.87
71.701,4412966.08
71.816,4412967.19
71.951,4412968.16
72.066,4412969.04
72.201,4412969.76
72.316,4412970.31
72.451,4412970.75
72.566,4412971.05
72.701,4412971.19
72.816,4412971.2
72.951,4412971
73.066,4412970.61
73.201,4412970.14
73.316,4412969.61
73.451,4412969.03
73.566,4412968.44
73.701,4412967.84
73.816,4412967.23
73.951,4412966.66
74.066,4412966.09
74.201,4412965.51
74.316,4412965
74.451,4412964.61
74.566,4412964.2
74.701,4412964
74.816,4412963.9
74.951,4412963.94
75.066,4412964.13
75.201,4412964.5
75.316,4412964.97
75.451,4412965.65
75.566,4412966.5
75.701,4412967.49
75.816,4412968.7
75.951,4412969.96
76.066,4412971.26
76.201,4412972.58
76.316,4412973.86
76.451,4412974.96
76.566,4412975.93
76.701,4412976.76
76.816,4412977.35
76.951,4412977.79
77.066,4412977.96
77.201,4412977.96
77.316,4412977.72
77.451,4412977.4
77.566,4412976.83
77.701,4412976.08
77.816,4412975.17
77.951,4412974.11
78.066,4412972.79
78.201,4412971.33
78.316,4412969.79
78.451,4412968.02
78.566,4412966.18
78.701,4412964.19
78.816,4412962.1
78.951,4412959.92
79.066,4412957.7
79.201,4412955.43
79.316,4412953.05
79.451,4412950.73
79.566,4412948.36
79.701,4412946.02
79.816,4412943.61
79.951,4412941.19
80.066,4412938.74
80.201,4412936.26
80.316,4412933.78
80.451,4412931.22
80.566,4412928.59
80.701,4412925.98
80.816,4412923.35
80.95,4412920.68
81.066,4412918.03
81.2,4412915.32
81.316,4412912.61
81.45,4412909.87
81.566,4412907.09
81.7,4412904.28
81.816,4412901.5
81.95,4412898.68
82.066,4412895.82
