Time,ECEF_position_X
4.73,4412958.89
4.958,4412960.72
5.08,4412957.66
5.208,4412957.15
5.316,4412956.95
5.458,4412957.52
5.566,4412957.6
5.708,4412957.61
5.816,4412957.11
5.957,4412956.62
6.066,4412956.44
6.207,4412956.49
6.316,4412956.98
6.457,4412957.26
6.566,4412957.36
6.707,4412957.36
6.816,4412957.51
6.957,4412957.82
7.066,4412957.99
7.207,4412957.87
7.332,4412957.74
7.457,4412957.62
7.566,4412957.57
7.707,4412957.36
7.832,4412957.23
7.957,4412957.09
8.066,4412957.1
8.207,4412956.83
8.316,4412956.62
8.457,4412956.43
8.566,4412956.23
8.707,4412956.06
8.832,4412955.89
8.957,4412955.62
9.082,4412955.28
9.207,4412954.98
9.332,4412954.68
9.457,4412954.41
9.566,4412954.08
9.707,4412953.79
9.816,4412953.45
9.957,4412953.04
10.066,4412952.67
10.207,4412952.16
10.332,4412951.57
10.457,4412951.1
10.566,4412950.45
10.707,4412949.96
10.832,4412949.5
10.957,4412949
11.066,4412948.51
11.207,4412948.03
11.332,4412947.54
11.457,4412946.98
11.566,4412946.47
11.707,4412945.88
11.832,4412945.31
11.957,4412944.79
12.066,4412944.26
12.207,4412943.69
12.316,4412943.07
12.457,4412942.44
12.566,4412941.77
12.707,4412941.11
12.816,4412940.38
12.957,4412939.65
13.066,4412939.01
13.207,4412938.36
13.316,4412937.58
13.457,4412936.9
13.566,4412936.17
13.707,4412935.46
13.816,4412934.74
13.957,4412934.02
14.066,4412933.31
14.207,4412932.58
14.316,4412931.84
14.457,4412931.06
14.566,4412930.33
14.707,4412929.6
14.816,4412928.9
14.957,4412928.21
15.066,4412927.77
15.207,4412927.1
15.316,4412926.32
15.457,4412925.65
15.566,4412924.89
15.707,4412924.07
15.816,4412923.26
15.957,4412922.51
16.066,4412921.72
16.207,4412920.95
16.316,4412920.1
16.457,4412919.23
16.566,4412918.27
16.706,4412917.35
16.816,4412916.32
16.956,4412915.06
17.066,4412913.93
17.206,4412912.7
17.316,4412911.48
17.456,4412910.36
17.566,4412909.23
17.706,4412908.07
17.816,4412906.9
17.956,4412905.77
18.066,4412904.54
18.206,4412903.2
18.316,4412901.97
18.456,4412900.77
18.566,4412899.34
18.706,4412897.98
18.816,4412896.67
18.956,4412895.39
19.066,4412894
19.206,4412892.75
19.316,4412891.43
19.456,4412890.12
19.566,4412888.8
19.706,4412887.54
19.816,4412886.31
19.956,4412885.07
20.066,4412883.55
20.206,4412882.08
20.316,4412880.76
20.456,4412879.4
20.566,4412877.99
20.706,4412876.58
20.816,4412875.12
20.956,4412873.71
21.066,4412872.19
21.206,4412870.75
21.316,4412869.22
21.456,4412867.7
21.566,4412866.16
21.706,4412864.58
21.816,4412862.96
21.956,4412861.26
22.066,4412859.69
22.206,4412858.1
22.316,4412856.59
22.456,4412855.13
22.566,4412853.7
22.706,4412852.35
22.816,4412850.99
22.956,4412849.66
23.066,4412848.31
23.206,4412847.04
23.316,4412845.8
23.456,4412844.64
23.566,4412843.44
23.706,4412842.31
23.816,4412841.18
23.956,4412840.15
24.066,4412839.23
24.206,4412838.43
24.316,4412837.44
24.456,4412836.45
24.566,4412835.55
24.706,4412834.67
24.816,4412833.76
24.956,4412832.99
25.066,4412832.36
25.206,4412831.84
25.316,4412831.28
25.456,4412830.73
25.566,4412830.21
25.706,4412829.74
25.816,4412829.16
25.956,4412828.65
26.066,4412828.12
26.206,4412827.64
26.316,4412827.2
26.456,4412826.74
