Time,AccelerometerZ
489.294,-1.0751953125
489.304,-1.2333984375
489.314,-1.318359375
489.324,-1.279296875
489.334,-1.1318359375
489.344,-0.95068359375
489.354,-0.81640625
489.364,-0.75390625
489.374,-0.734375
489.384,-0.73583984375
489.394,-0.7587890625
489.404,-0.80615234375
489.418,-0.865234375
489.428,-0.90673828125
489.438,-0.904296875
489.448,-0.86669921875
489.458,-0.84130859375
489.468,-0.8740234375
489.478,-0.9580078125
489.488,-1.05078125
489.498,-1.1259765625
489.508,-1.1806640625
489.518,-1.2216796875
489.528,-1.2548828125
489.538,-1.27734375
489.548,-1.2744140625
489.558,-1.2255859375
489.568,-1.142578125
489.578,-1.07421875
489.588,-1.05859375
489.598,-1.0859375
489.608,-1.111328125
489.616,-1.091796875
489.626,-1.0224609375
489.636,-0.92919921875
489.646,-0.83154296875
489.656,-0.728515625
489.666,-0.6064453125
489.676,-0.45947265625
489.686,-0.29296875
489.696,-0.1201171875
489.706,0.039794921875
489.716,0.1539306640625
489.726,0.1748046875
489.736,0.05999755859375
489.746,-0.185791015625
489.756,-0.5009765625
489.766,-0.81640625
489.776,-1.09375
489.786,-1.3232421875
489.796,-1.494140625
489.806,-1.5771484375
489.815,-1.5537109375
489.825,-1.4287109375
489.835,-1.232421875
489.845,-1.0234375
489.855,-0.86767578125
489.865,-0.78564453125
489.875,-0.755859375
489.885,-0.75830078125
489.895,-0.77880859375
489.905,-0.80517578125
489.915,-0.822265625
489.925,-0.81982421875
489.935,-0.810546875
489.945,-0.828125
489.955,-0.900390625
489.965,-1.0244140625
489.975,-1.1630859375
489.985,-1.2626953125
489.995,-1.30078125
490.005,-1.3076171875
490.009,-1.181640625
490.019,-0.95263671875
490.029,-0.6982421875
490.039,-0.489501953125
490.049,-0.386474609375
490.059,-0.427001953125
490.069,-0.60546875
490.079,-0.865234375
490.089,-1.115234375
490.099,-1.2666015625
490.109,-1.27734375
490.119,-1.177734375
490.129,-1.0458984375
490.139,-0.9580078125
490.149,-0.951171875
490.159,-1.0283203125
490.167,-1.173828125
490.177,-1.353515625
490.187,-1.5205078125
490.197,-1.626953125
490.207,-1.625
490.217,-1.4970703125
490.227,-1.2685546875
490.237,-0.98388671875
490.247,-0.677734375
490.257,-0.38720703125
490.267,-0.14794921875
490.277,0.00994873046875
490.287,0.06317138671875
490.297,0.00285911560058594
490.307,-0.1639404296875
490.317,-0.41455078125
490.327,-0.69580078125
490.337,-0.9248046875
490.347,-1.0302734375
490.357,-1.0009765625
490.366,-0.876953125
490.376,-0.7109375
490.386,-0.53759765625
490.396,-0.368408203125
490.406,-0.212646484375
490.416,-0.0872802734375
490.426,-0.0109329223632812
490.436,0.00198173522949219
490.446,-0.0589599609375
490.456,-0.193115234375
490.466,-0.3720703125
490.476,-0.54736328125
490.486,-0.68212890625
490.496,-0.76171875
490.506,-0.7841796875
490.516,-0.7548828125
490.526,-0.685546875
490.536,-0.59130859375
490.546,-0.48974609375
490.556,-0.395751953125
490.565,-0.322998046875
490.575,-0.291259765625
490.585,-0.322265625
490.595,-0.420654296875
490.605,-0.56884765625
490.615,-0.73876953125
490.625,-0.9072265625
490.635,-1.0595703125
490.645,-1.1865234375
490.655,-1.2841796875
490.665,-1.3447265625
490.675,-1.3671875
490.685,-1.3564453125
490.695,-1.3310546875
490.705,-1.3134765625
490.715,-1.3203125
490.725,-1.349609375
490.735,-1.3876953125
490.745,-1.4140625
490.755,-1.408203125
490.759,-0.88525390625
490.769,-0.74462890625
490.779,-0.63671875
490.789,-0.5634765625
490.799,-0.50830078125
490.809,-0.44775390625
490.819,-0.372314453125
490.829,-0.292724609375
490.839,-0.2337646484375
490.849,-0.222412109375
490.859,-0.27978515625
490.869,-0.415283203125
490.879,-0.6162109375
490.889,-0.84716796875
490.899,-1.0595703125
490.909,-1.2138671875
490.917,-1.27734375
490.927,-1.244140625
490.937,-1.1279296875
490.947,-0.958984375
490.957,-0.77099609375
490.967,-0.603515625
490.977,-0.494873046875
490.987,-0.4609375
490.997,-0.48876953125
491.007,-0.54052734375
491.017,-0.5732421875
491.027,-0.55859375
491.037,-0.49560546875
491.047,-0.391845703125
491.057,-0.26171875
