Time,Water_Temp
489.335,49.78125
489.385,49.75
489.435,49.71875
489.485,49.65625
489.535,49.59375
489.585,49.53125
489.635,49.5
489.685,49.46875
489.735,49.46875
489.785,49.5
489.835,49.53125
489.885,49.59375
489.935,49.65625
489.985,49.71875
490.035,49.78125
490.085,49.84375
490.135,49.875
490.185,49.90625
490.235,49.875
490.285,49.875
490.335,49.84375
490.385,49.8125
490.435,49.75
490.485,49.71875
490.535,49.6875
490.585,49.65625
490.635,49.65625
490.685,49.6875
490.735,49.71875
490.785,49.78125
490.835,49.84375
490.885,49.90625
490.935,49.9375
490.985,49.90625
491.035,49.875
491.085,49.84375
491.135,49.78125
491.185,49.78125
491.235,49.75
491.285,49.75
491.335,49.78125
491.385,49.78125
491.435,49.78125
491.485,49.8125
491.535,49.8125
491.585,49.84375
491.635,49.8125
491.685,49.8125
491.735,49.78125
491.785,49.75
491.835,49.71875
491.885,49.71875
491.935,49.71875
491.984,49.75
492.034,49.78125
492.084,49.8125
492.134,49.8125
492.184,49.8125
492.234,49.78125
492.284,49.75
492.334,49.6875
492.384,49.65625
492.434,49.625
492.484,49.59375
492.534,49.5625
492.584,49.5625
492.634,49.53125
492.684,49.53125
492.734,49.53125
492.784,49.53125
492.834,49.53125
492.884,49.53125
492.934,49.5625
492.984,49.59375
493.034,49.59375
493.084,49.625
493.134,49.65625
493.184,49.6875
493.234,49.6875
493.284,49.6875
493.334,49.6875
493.384,49.6875
493.434,49.6875
493.484,49.6875
493.534,49.65625
493.584,49.625
493.634,49.5625
493.684,49.5
493.734,49.46875
493.784,49.4375
493.834,49.40625
493.884,49.4375
493.934,49.4375
493.984,49.46875
494.034,49.5
494.084,49.5
494.134,49.53125
494.184,49.53125
494.234,49.5625
494.284,49.59375
494.334,49.625
494.384,49.6875
494.434,49.71875
494.484,49.75
494.534,49.78125
494.583,49.75
494.633,49.71875
494.683,49.6875
494.733,49.625
494.783,49.59375
494.833,49.59375
494.883,49.5625
494.933,49.5625
494.983,49.53125
495.033,49.5
495.083,49.46875
495.133,49.4375
495.183,49.40625
495.233,49.40625
495.283,49.4375
495.333,49.46875
495.383,49.46875
495.433,49.5
495.483,49.5
495.533,49.53125
495.583,49.53125
495.633,49.5625
495.683,49.59375
495.733,49.625
495.783,49.65625
495.833,49.6875
495.883,49.71875
495.933,49.71875
495.983,49.71875
496.033,49.71875
496.083,49.6875
496.133,49.625
496.183,49.5625
496.233,49.53125
496.283,49.5
496.333,49.46875
496.383,49.4375
496.433,49.4375
496.483,49.46875
496.533,49.5
496.583,49.5625
496.633,49.59375
496.683,49.625
496.733,49.625
496.783,49.59375
496.833,49.53125
496.883,49.5
496.933,49.46875
496.983,49.40625
497.033,49.40625
497.083,49.375
497.133,49.34375
497.183,49.3125
497.232,49.3125
497.282,49.34375
497.332,49.375
497.382,49.40625
497.432,49.46875
497.482,49.46875
497.532,49.5
497.582,49.5
497.632,49.5
497.682,49.5
497.732,49.5
497.782,49.53125
497.832,49.53125
497.882,49.53125
497.932,49.53125
497.982,49.5625
498.032,49.5625
498.082,49.5625
498.132,49.5625
498.182,49.5625
498.232,49.53125
498.282,49.46875
498.332,49.4375
498.382,49.4375
498.432,49.4375
498.482,49.4375
498.532,49.46875
498.582,49.46875
498.632,49.4375
498.682,49.4375
498.732,49.40625
498.782,49.375
498.832,49.375
498.882,49.40625
498.932,49.40625
498.982,49.40625
499.032,49.40625
499.082,49.375
499.132,49.375
499.182,49.40625
499.232,49.40625
499.282,49.4375
499.332,49.46875
499.382,49.46875
499.432,49.4375
499.482,49.40625
499.532,49.375
499.582,49.34375
499.632,49.34375
499.682,49.3125
499.732,49.3125
499.782,49.28125
499.832,49.28125
499.881,49.3125
499.931,49.34375
499.981,49.34375
500.031,49.34375
500.081,49.34375
500.131,49.3125
500.181,49.28125
500.231,49.28125
500.281,49.3125
500.331,49.3125
