Time,Int_Batt_Voltage
289.239,3.96800017356873
290.289,3.96600008010864
291.339,3.96600008010864
292.389,3.96600008010864
293.439,3.96800017356873
294.489,3.96600008010864
295.539,3.96400022506714
296.589,3.96800017356873
297.639,3.96800017356873
298.689,3.96400022506714
299.739,3.96800017356873
300.789,3.96600008010864
301.839,3.97000026702881
302.889,3.97000026702881
303.939,3.96800017356873
304.989,3.96600008010864
306.039,3.96600008010864
307.089,3.94600009918213
308.139,3.94800019264221
309.189,3.94800019264221
310.239,3.94600009918213
311.289,3.94800019264221
312.339,3.94600009918213
313.389,3.94600009918213
314.439,3.94600009918213
315.489,3.94400024414062
316.539,3.94400024414062
317.589,3.94600009918213
318.639,3.94600009918213
319.689,3.94600009918213
320.739,3.94600009918213
321.789,3.94600009918213
322.839,3.94600009918213
323.889,3.94600009918213
324.939,3.94400024414062
325.989,3.94800019264221
327.039,3.94800019264221
328.089,3.94600009918213
329.139,3.94600009918213
330.189,3.94600009918213
331.239,3.94600009918213
332.289,3.94600009918213
333.339,3.94600009918213
334.389,3.94600009918213
335.439,3.94800019264221
336.489,3.94400024414062
337.539,3.94400024414062
338.589,3.94800019264221
