Time,AccelerometerY
288.3,0.03021240234375
288.31,0.086181640625
288.32,0.14990234375
288.33,0.1627197265625
288.34,0.103515625
288.35,0.0078125
288.36,-0.0616455078125
288.37,-0.06805419921875
288.379,-0.0245513916015625
288.389,0.0244598388671875
288.399,0.038177490234375
288.409,0.0149002075195312
288.419,-0.0050811767578125
288.429,0.0135574340820312
288.439,0.0596923828125
288.449,0.09210205078125
288.459,0.08453369140625
288.469,0.044769287109375
288.479,0.00385665893554688
288.489,-0.0107421875
288.499,-0.00859832763671875
288.509,-0.031890869140625
288.519,-0.09515380859375
288.529,-0.1541748046875
288.539,-0.164794921875
288.549,-0.146240234375
288.559,-0.149658203125
288.569,-0.1834716796875
288.573,-0.245361328125
288.583,-0.2403564453125
288.593,-0.201904296875
288.603,-0.15673828125
288.613,-0.1329345703125
288.623,-0.1258544921875
288.633,-0.1080322265625
288.643,-0.0625
288.653,-0.00633621215820312
288.663,0.020843505859375
288.673,-0.000739097595214844
288.683,-0.05084228515625
288.693,-0.09619140625
288.703,-0.125732421875
288.713,-0.150146484375
288.723,-0.1685791015625
288.732,-0.1634521484375
288.742,-0.1424560546875
288.752,-0.1392822265625
288.762,-0.1531982421875
288.772,-0.146240234375
288.782,-0.1094970703125
288.792,-0.08697509765625
288.802,-0.123291015625
288.812,-0.1976318359375
288.822,-0.2322998046875
288.832,-0.1793212890625
288.842,-0.07470703125
288.852,0.0067291259765625
288.862,0.0241546630859375
288.872,-0.00717544555664062
288.882,-0.0474853515625
288.892,-0.073974609375
288.902,-0.0968017578125
288.912,-0.13427734375
288.922,-0.1690673828125
288.93,-0.1502685546875
288.94,-0.062164306640625
288.95,0.0287017822265625
288.96,0.040313720703125
288.97,-0.0147323608398438
288.98,-0.05059814453125
288.99,-0.0312042236328125
289,0.000301837921142578
289.01,-0.00339126586914062
289.02,-0.045440673828125
289.03,-0.087158203125
289.04,-0.08282470703125
289.05,-0.041534423828125
289.06,-0.0233001708984375
289.07,-0.05328369140625
289.08,-0.0966796875
289.09,-0.119873046875
289.1,-0.13037109375
289.11,-0.16796875
289.12,-0.265869140625
289.129,-0.39892578125
289.139,-0.48779296875
289.149,-0.4873046875
289.159,-0.43798828125
289.169,-0.415283203125
289.179,-0.450927734375
289.189,-0.5068359375
289.199,-0.51953125
289.209,-0.47265625
289.219,-0.4140625
289.229,-0.390869140625
289.239,-0.39697265625
289.249,-0.403564453125
289.259,-0.425537109375
289.269,-0.50927734375
289.279,-0.6455078125
289.289,-0.75830078125
289.299,-0.7998046875
289.309,-0.798828125
289.319,-0.80419921875
289.323,-0.509765625
289.333,-0.50439453125
289.343,-0.52880859375
289.353,-0.54248046875
289.363,-0.5419921875
289.373,-0.54296875
289.383,-0.5517578125
289.393,-0.56298828125
289.403,-0.5654296875
289.413,-0.5517578125
289.423,-0.52880859375
289.433,-0.52197265625
289.443,-0.5556640625
289.453,-0.62744140625
289.463,-0.7099609375
289.473,-0.78759765625
289.482,-0.87451171875
289.492,-0.982421875
289.502,-1.0830078125
289.512,-1.1201171875
289.522,-1.0634765625
289.532,-0.943359375
289.542,-0.82275390625
289.552,-0.744140625
289.562,-0.69775390625
289.572,-0.658203125
289.582,-0.63623046875
289.592,-0.67431640625
289.602,-0.78515625
289.612,-0.92919921875
289.622,-1.0517578125
289.632,-1.1396484375
289.642,-1.2080078125
289.652,-1.2734375
289.662,-1.318359375
289.672,-1.314453125
289.68,-1.267578125
289.69,-1.23046875
289.7,-1.26171875
289.71,-1.3603515625
289.72,-1.4609375
289.73,-1.51171875
289.74,-1.5146484375
289.75,-1.4765625
289.76,-1.373046875
289.77,-1.1826171875
289.78,-0.92724609375
289.79,-0.66845703125
289.8,-0.47021484375
289.81,-0.369873046875
289.82,-0.367919921875
289.83,-0.43212890625
289.84,-0.52197265625
289.85,-0.61376953125
289.86,-0.7158203125
289.87,-0.85791015625
289.879,-1.0517578125
289.889,-1.2763671875
289.899,-1.49609375
289.909,-1.6826171875
289.919,-1.8125
289.929,-1.8818359375
289.939,-1.8955078125
289.949,-1.8603515625
289.959,-1.787109375
289.969,-1.69921875
289.979,-1.6259765625
289.989,-1.5869140625
289.999,-1.580078125
290.009,-1.5849609375
290.019,-1.5791015625
290.029,-1.5546875
290.039,-1.5126953125
290.049,-1.453125
290.059,-1.3896484375
290.069,-1.3515625
290.073,-1.9541015625
290.083,-2.111328125
290.093,-2.1875
290.103,-2.185546875
290.113,-2.13671875
290.123,-2.052734375
290.133,-1.935546875
290.143,-1.80078125
290.153,-1.6845703125
290.163,-1.609375
290.173,-1.5654296875
290.183,-1.5263671875
290.193,-1.4853515625
290.203,-1.455078125
290.213,-1.4501953125
290.223,-1.4609375
290.232,-1.4599609375
290.242,-1.427734375
290.252,-1.3740234375
290.262,-1.328125
290.272,-1.322265625
290.282,-1.3623046875
290.292,-1.443359375
290.302,-1.5537109375
290.312,-1.677734375
290.322,-1.80859375
290.332,-1.953125
290.342,-2.09765625
290.352,-2.1875
290.362,-2.177734375
290.372,-2.083984375
290.382,-1.943359375
290.392,-1.7705078125
290.402,-1.5634765625
290.412,-1.3369140625
290.422,-1.1220703125
290.43,-0.9599609375
290.44,-0.8828125
290.45,-0.90087890625
290.46,-1.0107421875
290.47,-1.19140625
290.48,-1.412109375
290.49,-1.6484375
290.5,-1.8759765625
290.51,-2.064453125
290.52,-2.16796875
290.53,-2.173828125
290.54,-2.109375
290.55,-2
290.56,-1.837890625
290.57,-1.6220703125
290.58,-1.40234375
290.59,-1.248046875
290.6,-1.2080078125
290.61,-1.2802734375
290.62,-1.4248046875
290.629,-1.595703125
290.639,-1.7529296875
290.649,-1.8818359375
290.659,-1.9970703125
290.669,-2.109375
290.679,-2.208984375
290.689,-2.27734375
290.699,-2.302734375
290.709,-2.28125
290.719,-2.216796875
290.729,-2.109375
290.739,-1.9560546875
290.749,-1.765625
290.759,-1.5791015625
290.769,-1.4384765625
290.779,-1.3505859375
290.789,-1.3115234375
290.799,-1.326171875
290.809,-1.3857421875
290.819,-1.4775390625
290.824,-2.689453125
290.834,-2.83203125
290.844,-2.859375
290.854,-2.8203125
290.864,-2.724609375
290.874,-2.533203125
290.884,-2.2421875
290.894,-1.943359375
290.904,-1.76953125
290.914,-1.783203125
290.924,-1.94140625
290.934,-2.134765625
290.944,-2.27734375
290.954,-2.333984375
290.964,-2.314453125
290.974,-2.25
290.983,-2.16015625
290.993,-2.05859375
291.003,-1.9423828125
291.013,-1.8212890625
291.023,-1.7255859375
