Time,Week_N
187.549,1880
187.666,1880
187.799,1880
187.916,1880
188.048,1880
188.166,1880
188.298,1880
188.416,1880
188.548,1880
188.666,1880
188.798,1880
188.916,1880
189.048,1880
189.173,1880
189.298,1880
189.416,1880
189.548,1880
189.666,1880
189.798,1880
189.916,1880
190.048,1880
190.166,1880
190.298,1880
190.416,1880
190.548,1880
190.666,1880
190.798,1880
190.916,1880
191.048,1880
191.166,1880
191.298,1880
191.416,1880
191.548,1880
191.666,1880
191.798,1880
191.916,1880
192.048,1880
192.166,1880
192.298,1880
192.416,1880
192.548,1880
192.666,1880
192.798,1880
192.916,1880
193.048,1880
193.166,1880
193.298,1880
193.416,1880
193.548,1880
193.666,1880
193.798,1880
193.916,1880
194.048,1880
194.166,1880
194.298,1880
194.416,1880
194.548,1880
194.666,1880
194.798,1880
194.916,1880
195.048,1880
195.166,1880
195.298,1880
195.416,1880
195.548,1880
195.666,1880
195.798,1880
195.916,1880
196.048,1880
196.166,1880
196.298,1880
196.416,1880
196.548,1880
196.666,1880
196.798,1880
196.916,1880
197.048,1880
197.166,1880
197.298,1880
197.416,1880
197.548,1880
197.666,1880
197.798,1880
197.916,1880
198.048,1880
198.166,1880
198.298,1880
198.416,1880
198.547,1880
198.666,1880
198.797,1880
198.916,1880
199.047,1880
199.166,1880
199.297,1880
199.416,1880
199.547,1880
199.666,1880
199.797,1880
199.916,1880
200.047,1880
200.166,1880
200.297,1880
200.416,1880
200.547,1880
200.666,1880
200.797,1880
200.916,1880
201.047,1880
201.166,1880
201.297,1880
201.416,1880
201.547,1880
201.666,1880
201.797,1880
201.916,1880
202.047,1880
202.166,1880
202.297,1880
202.416,1880
202.547,1880
202.666,1880
202.797,1880
202.916,1880
203.047,1880
203.166,1880
203.297,1880
203.416,1880
203.547,1880
203.666,1880
203.797,1880
203.916,1880
204.047,1880
204.166,1880
204.297,1880
204.416,1880
204.547,1880
204.666,1880
204.797,1880
204.916,1880
205.047,1880
205.166,1880
205.297,1880
205.416,1880
205.547,1880
205.666,1880
205.797,1880
205.916,1880
206.047,1880
206.166,1880
206.297,1880
206.416,1880
206.547,1880
206.666,1880
206.797,1880
206.916,1880
207.047,1880
207.166,1880
207.297,1880
207.416,1880
207.547,1880
207.666,1880
207.797,1880
207.916,1880
208.047,1880
208.166,1880
208.297,1880
208.416,1880
208.547,1880
208.666,1880
208.797,1880
208.916,1880
209.047,1880
209.166,1880
209.296,1880
209.416,1880
209.546,1880
209.666,1880
209.796,1880
209.916,1880
210.046,1880
210.166,1880
210.296,1880
210.416,1880
210.546,1880
210.666,1880
210.796,1880
210.916,1880
211.046,1880
211.166,1880
211.296,1880
211.416,1880
211.546,1880
211.666,1880
211.796,1880
211.916,1880
212.046,1880
212.166,1880
212.296,1880
212.416,1880
212.546,1880
212.666,1880
212.796,1880
212.916,1880
213.046,1880
213.166,1880
213.296,1880
213.416,1880
213.546,1880
213.666,1880
213.796,1880
213.916,1880
214.046,1880
214.166,1880
214.296,1880
214.416,1880
214.546,1880
214.666,1880
214.796,1880
214.916,1880
215.046,1880
215.166,1880
215.296,1880
215.416,1880
215.546,1880
215.666,1880
215.796,1880
215.916,1880
216.046,1880
216.166,1880
216.296,1880
216.416,1880
216.546,1880
216.666,1880
216.796,1880
216.916,1880
217.046,1880
217.166,1880
217.296,1880
217.416,1880
217.546,1880
217.666,1880
217.796,1880
217.916,1880
218.046,1880
218.166,1880
218.296,1880
218.416,1880
218.546,1880
218.666,1880
218.796,1880
218.916,1880
219.046,1880
219.166,1880
219.296,1880
219.416,1880
219.546,1880
219.666,1880
219.796,1880
219.916,1880
220.045,1880
220.166,1880
220.295,1880
220.416,1880
220.545,1880
220.666,1880
220.795,1880
220.916,1880
221.045,1880
221.166,1880
221.295,1880
221.416,1880
221.545,1880
221.666,1880
221.795,1880
221.916,1880
222.045,1880
222.166,1880
222.295,1880
222.416,1880
222.545,1880
222.666,1880
222.795,1880
222.916,1880
223.045,1880
223.166,1880
223.295,1880
223.416,1880
223.545,1880
223.666,1880
223.795,1880
223.916,1880
224.045,1880
224.166,1880
224.295,1880
224.416,1880
224.545,1880
224.666,1880
224.795,1880
224.916,1880
225.045,1880
225.166,1880
225.295,1880
225.416,1880
225.545,1880
225.666,1880
225.795,1880
225.916,1880
226.045,1880
226.166,1880
226.295,1880
226.416,1880
226.545,1880
226.666,1880
226.795,1880
226.916,1880
227.045,1880
