Time,ECEF_position_Z
585.136,4490902.72
585.249,4490902.54
585.386,4490902.5
585.499,4490902.59
585.636,4490902.73
585.749,4490902.95
585.886,4490903.22
585.999,4490903.56
586.136,4490903.89
586.249,4490904.28
586.386,4490904.64
586.499,4490905.03
586.636,4490905.41
586.749,4490905.8
586.886,4490906.17
586.999,4490906.6
587.136,4490907.03
587.249,4490907.44
587.386,4490907.83
587.499,4490908.23
587.636,4490908.6
587.749,4490908.95
587.886,4490909.29
587.999,4490909.59
588.136,4490909.9
588.249,4490910.13
588.386,4490910.4
588.499,4490910.63
588.636,4490910.87
588.749,4490911.11
588.886,4490911.33
588.999,4490911.53
589.136,4490911.72
589.249,4490911.94
589.386,4490912.11
589.499,4490912.28
589.636,4490912.45
589.749,4490912.59
589.886,4490912.74
589.999,4490912.85
590.136,4490912.94
590.249,4490913.05
590.386,4490913.12
590.499,4490913.2
590.636,4490913.25
590.749,4490913.32
590.886,4490913.38
590.999,4490913.43
591.136,4490913.49
591.249,4490913.54
591.386,4490913.57
591.499,4490913.66
591.636,4490913.77
591.749,4490913.91
591.886,4490914.07
591.999,4490914.27
592.136,4490914.49
592.249,4490914.66
592.386,4490914.84
592.499,4490915.13
592.636,4490915.41
592.749,4490915.72
592.886,4490916.05
592.999,4490916.37
593.136,4490916.74
593.249,4490917.13
593.386,4490917.56
593.499,4490917.96
593.635,4490918.4
593.749,4490918.81
593.885,4490919.2
593.999,4490919.52
594.135,4490919.76
594.249,4490919.91
594.385,4490920.05
594.499,4490920.12
594.635,4490920.23
594.749,4490920.25
594.885,4490920.32
594.999,4490920.41
595.135,4490920.43
595.249,4490920.47
595.385,4490920.47
595.499,4490920.51
595.635,4490920.52
595.749,4490920.55
595.885,4490920.64
595.999,4490920.75
596.135,4490920.74
596.249,4490920.76
596.385,4490920.8
596.499,4490920.84
596.635,4490920.82
596.749,4490920.83
596.885,4490920.81
596.999,4490920.82
597.135,4490920.84
597.249,4490920.83
597.385,4490920.82
597.499,4490920.84
597.635,4490920.88
597.749,4490920.85
597.885,4490920.86
597.999,4490920.8
598.135,4490920.85
