Time,ECEF_position_Z
539.641,4490999.26
539.749,4491002.09
539.891,4491004.87
539.999,4491007.65
540.141,4491010.41
540.249,4491013.23
540.39,4491016.03
540.499,4491018.82
540.64,4491021.66
540.749,4491024.52
540.89,4491027.38
540.999,4491030.24
541.14,4491032.92
541.249,4491035.6
541.39,4491038.15
541.499,4491040.65
541.64,4491043
541.749,4491045.19
541.89,4491047.31
541.999,4491049.46
542.14,4491051.3
542.249,4491053.04
542.39,4491054.5
542.499,4491055.96
542.64,4491057.17
542.749,4491058.06
542.89,4491058.77
542.999,4491059.19
543.14,4491059.42
543.249,4491059.23
543.39,4491059.04
543.499,4491058.66
543.64,4491058.09
543.749,4491057.5
543.89,4491056.76
543.999,4491055.94
544.14,4491055.18
544.249,4491054.4
544.39,4491053.64
544.499,4491052.85
544.64,4491052.06
544.749,4491051.28
544.89,4491050.47
544.999,4491049.69
545.14,4491048.92
545.249,4491048.18
545.39,4491047.43
545.499,4491046.64
545.64,4491045.84
545.749,4491044.95
545.89,4491043.99
545.999,4491042.93
546.14,4491041.71
546.249,4491040.41
546.39,4491038.94
546.499,4491037.43
546.64,4491035.8
546.749,4491034.01
546.89,4491032.11
546.999,4491030.12
547.14,4491028.18
547.249,4491026.17
547.39,4491024.1
547.499,4491022.05
547.64,4491019.98
547.749,4491017.97
547.89,4491015.88
547.999,4491013.96
548.14,4491012.14
548.249,4491010.46
548.39,4491008.97
548.499,4491007.57
548.64,4491006.26
548.749,4491005.09
548.89,4491004.13
548.999,4491003.38
549.14,4491002.92
549.249,4491002.52
549.39,4491002.43
549.499,4491002.44
549.64,4491002.63
549.749,4491003.03
549.89,4491003.67
549.999,4491004.46
550.14,4491005.45
550.249,4491006.56
550.39,4491007.89
550.499,4491009.23
550.64,4491010.65
550.749,4491012.29
550.89,4491014.01
550.999,4491015.81
551.139,4491017.62
551.249,4491019.45
551.389,4491021.25
551.499,4491023.02
551.639,4491024.73
551.749,4491026.34
551.889,4491027.83
551.999,4491029.21
552.139,4491030.43
552.249,4491031.49
552.389,4491032.38
552.499,4491033.09
552.639,4491033.52
552.749,4491033.89
552.889,4491034.03
552.999,4491033.84
553.139,4491033.54
553.249,4491033.04
553.389,4491032.32
553.499,4491031.39
553.639,4491030.31
553.749,4491029.02
553.889,4491027.51
553.999,4491025.82
554.139,4491024.11
554.249,4491022.28
554.389,4491020.33
554.499,4491018.3
554.639,4491016.22
554.749,4491014.1
554.889,4491011.96
554.999,4491009.72
555.139,4491007.49
555.249,4491005.28
555.389,4491003.06
555.499,4491000.81
555.639,4490998.63
555.749,4490996.38
555.889,4490994.18
555.999,4490992.02
556.139,4490989.91
556.249,4490987.77
556.389,4490985.67
556.499,4490983.57
556.639,4490981.46
556.749,4490979.31
556.889,4490977.12
556.999,4490974.86
557.139,4490972.53
557.249,4490970.16
557.389,4490967.87
557.499,4490965.64
557.639,4490963.49
557.749,4490961.39
557.889,4490959.33
557.999,4490957.32
558.139,4490955.39
558.249,4490953.51
558.389,4490951.72
558.499,4490949.97
558.639,4490948.3
558.749,4490946.73
558.889,4490945.31
558.999,4490944.01
559.139,4490942.88
559.249,4490941.9
559.389,4490941.12
559.499,4490940.53
559.639,4490940.21
559.749,4490940.11
559.889,4490940.21
559.999,4490940.52
560.139,4490941.02
560.249,4490941.71
560.389,4490942.63
560.499,4490943.69
560.639,4490944.85
560.749,4490946.08
560.889,4490947.52
560.999,4490949.18
561.139,4490950.9
561.249,4490952.65
561.389,4490954.51
561.499,4490956.44
561.638,4490958.42
561.749,4490960.48
561.888,4490962.61
561.999,4490964.79
562.138,4490967.02
562.249,4490969.32
562.388,4490971.62
562.499,4490973.97
562.638,4490976.36
562.749,4490978.71
562.888,4490981.1
562.999,4490983.45
563.138,4490985.73
563.249,4490987.89
563.388,4490989.9
563.499,4490991.74
563.638,4490993.47
563.749,4490995.01
563.888,4490996.35
563.999,4490997.51
564.138,4490998.42
564.249,4490999.16
564.388,4490999.74
564.499,4491000.04
564.638,4491000.11
564.749,4491000.04
564.888,4490999.75
564.999,4490999.23
565.138,4490998.59
565.249,4490997.72
565.388,4490996.71
565.499,4490995.49
565.638,4490994.11
565.749,4490992.59
565.888,4490990.99
565.999,4490989.28
566.138,4490987.48
566.249,4490985.63
566.388,4490983.71
566.499,4490981.69
566.638,4490979.64
566.749,4490977.4
566.888,4490975.14
566.999,4490972.83
567.138,4490970.49
567.249,4490968.15
567.388,4490965.95
567.499,4490963.78
567.638,4490961.71
567.749,4490959.71
567.888,4490957.72
567.999,4490955.72
568.138,4490953.76
568.249,4490951.9
568.388,4490950.07
568.499,4490948.31
568.638,4490946.65
568.749,4490945.13
568.888,4490943.76
568.999,4490942.52
569.138,4490941.46
569.249,4490940.57
569.388,4490939.84
569.499,4490939.27
569.638,4490938.87
569.749,4490938.72
569.888,4490938.73
569.999,4490939.09
570.138,4490939.66
570.249,4490940.27
570.388,4490941.07
570.499,4490942.03
570.638,4490943.08
570.749,4490944.25
570.888,4490945.6
570.999,4490947.07
571.138,4490948.73
571.249,4490950.4
571.388,4490952.16
571.499,4490953.96
571.638,4490955.72
571.749,4490957.35
571.888,4490958.86
571.999,4490960.29
572.138,4490961.6
572.249,4490962.78
572.387,4490963.71
572.499,4490964.43
572.637,4490964.97
572.749,4490965.2
572.887,4490965.21
572.999,4490964.83
573.137,4490964.35
573.249,4490963.73
573.387,4490962.91
573.499,4490961.9
573.637,4490960.76
573.749,4490959.47
573.887,4490958.04
573.999,4490956.5
574.137,4490954.88
574.249,4490953.21
574.387,4490951.47
574.499,4490949.64
574.637,4490947.77
574.749,4490945.84
574.887,4490943.79
574.999,4490941.71
575.137,4490939.58
575.249,4490937.46
575.387,4490935.39
575.499,4490933.37
575.637,4490931.42
575.749,4490929.55
575.887,4490927.92
575.999,4490926.41
576.137,4490925.2
576.249,4490923.89
576.387,4490922.88
576.499,4490921.96
576.637,4490921.2
576.749,4490920.55
576.887,4490919.92
576.999,4490919.27
577.137,4490918.54
577.249,4490917.82
577.387,4490916.92
577.499,4490916.06
577.637,4490914.94
577.749,4490913.73
577.887,4490912.42
577.999,4490911.09
578.137,4490909.74
578.249,4490908.34
578.387,4490906.9
578.499,4490905.4
578.637,4490903.96
578.749,4490902.54
578.887,4490901.13
578.999,4490899.77
579.137,4490898.46
579.249,4490897.33
579.387,4490896.36
579.499,4490895.48
579.637,4490894.82
579.749,4490894.44
579.887,4490894.61
579.999,4490894.5
580.137,4490894.61
580.249,4490895.05
580.387,4490895.5
580.499,4490896.08
580.637,4490896.82
580.749,4490897.67
580.887,4490898.65
580.999,4490899.78
581.137,4490900.91
581.249,4490902.16
581.387,4490903.4
581.499,4490904.68
581.637,4490905.92
581.749,4490907.06
581.887,4490908.2
581.999,4490909.31
582.137,4490910.37
582.249,4490911.34
582.387,4490912.21
582.499,4490912.89
582.637,4490913.45
582.749,4490913.85
582.887,4490914.05
582.999,4490913.97
583.136,4490913.73
583.249,4490913.31
583.386,4490912.72
583.499,4490911.99
583.636,4490911.2
583.749,4490910.27
583.886,4490909.31
583.999,4490908.39
584.136,4490907.49
584.249,4490906.62
584.386,4490905.82
584.499,4490905.08
584.636,4490904.43
584.749,4490903.89
584.886,4490903.39
584.999,4490902.99
