Time,ECEF_velocity_Y
159.301,0.15
159.416,-0.12
159.551,-0.39
159.666,-0.65
159.801,-0.53
159.916,0
160.051,1.11
160.166,2.25
160.301,4.04
160.416,5.48
160.551,7.63
160.666,8.43
160.801,9.79
160.916,11.29
161.051,12.97
161.166,14.37
161.301,15.55
161.416,16.93
161.551,17.34
161.666,18.36
161.801,19.45
161.916,20.66
162.051,21.37
162.166,22.42
162.301,22.89
162.416,23.48
162.551,23.62
162.666,23.65
162.801,23.59
162.916,23.51
163.051,23.35
163.166,23.1
163.301,22.57
163.416,22.1
163.551,21.66
163.666,21.2
163.801,20.54
163.916,20.19
164.051,19.63
164.166,19.28
164.301,18.49
164.416,17.74
164.551,16.77
164.666,16.32
164.801,15.59
164.916,14.85
165.051,14.09
165.166,13.12
165.301,11.89
165.416,10.83
165.551,9
165.666,7.65
165.801,6.21
165.916,4.76
166.051,3.14
166.166,1.26
166.301,-0.59
166.416,-2.34
166.551,-4.3
166.666,-5.57
166.8,-7.08
166.916,-8.63
167.05,-10.19
167.166,-11.56
167.3,-12.93
167.416,-13.67
167.55,-14.31
167.666,-14.68
167.8,-14.77
167.916,-14.64
168.05,-14.39
168.166,-13.83
168.3,-13.31
168.416,-12.5
168.55,-11.75
168.666,-11.12
168.8,-10.33
168.916,-9.49
169.05,-8.95
169.166,-9.1
169.3,-9.56
169.416,-10.07
169.55,-10.76
169.666,-11.48
169.8,-12.21
169.916,-12.84
170.05,-13.24
170.166,-13.51
170.3,-13.7
170.416,-13.77
170.55,-13.97
170.666,-14.1
170.8,-13.79
170.916,-13.6
171.05,-13.56
171.166,-12.88
171.3,-12.19
171.416,-11.23
171.55,-10.56
171.666,-9.61
171.8,-8.79
171.916,-7.54
172.05,-6.67
172.166,-5.29
172.3,-4.05
172.416,-3.41
172.55,-2.31
172.666,-1.2
172.8,-0.49
172.916,1.26
173.05,3.46
173.166,5.57
173.3,7.89
173.416,10.04
173.55,12.22
173.666,14.43
173.8,16.31
173.916,17.63
174.05,19.49
174.166,20.53
174.3,21.6
174.416,22.41
174.55,22.99
174.666,23.8
174.8,24.51
174.916,24.14
175.05,23.26
175.166,22.5
175.3,21.42
175.416,20.35
175.55,19.03
175.666,17.62
175.8,16.09
175.916,14.49
176.05,12.18
176.166,10.32
176.3,8.03
176.416,6.15
176.55,3.95
176.666,1.59
176.8,-0.84
176.916,-3.27
177.05,-5.37
177.166,-7.39
177.299,-9.57
177.416,-11.18
177.549,-13.21
177.666,-14.66
177.799,-16.13
177.916,-17.25
178.049,-18.06
178.166,-18.82
178.299,-19.43
178.416,-19.92
178.549,-20.21
178.666,-20.36
178.799,-20.45
178.916,-20.56
179.049,-20.7
179.166,-20.75
179.299,-20.99
179.416,-21.26
179.549,-21.73
179.666,-22.26
179.799,-23.12
179.916,-23.79
180.049,-24.59
180.166,-25.25
180.299,-25.86
180.416,-26.17
180.549,-26.82
180.666,-26.8
180.799,-26.8
180.916,-26.61
181.049,-26.12
181.166,-25.86
181.299,-25.22
181.416,-25.17
181.549,-25.44
181.666,-25.56
181.799,-25.39
181.916,-25.22
182.049,-25.06
182.166,-24.99
182.299,-24.63
182.416,-24.28
182.549,-23.79
182.666,-22.83
182.799,-22.08
182.916,-21.39
183.049,-20.37
183.166,-19.36
183.299,-18.51
183.416,-17.42
183.549,-16
183.666,-14.34
183.799,-12.52
183.916,-10.63
184.049,-8.72
184.166,-6.61
184.299,-5.12
184.416,-2.94
184.549,-1.68
184.666,-0.21
184.799,0.51
184.916,1.45
185.049,2.05
185.166,2.33
185.299,2.35
185.416,2.5
185.549,2.34
185.666,2.33
185.799,2.22
185.916,2.15
186.049,2
186.166,1.91
186.299,1.97
186.416,1.84
186.549,1.79
186.666,1.8
186.799,1.86
186.916,1.7
187.049,1.55
187.166,1.5
187.299,1.62
