Time,AccelerometerY
0.227,-1.25
0.237,-1.2451171875
0.247,-1.21484375
0.257,-1.1279296875
0.267,-0.9755859375
0.277,-0.78173828125
0.287,-0.58349609375
0.297,-0.39501953125
0.307,-0.221435546875
0.317,-0.08221435546875
0.327,0.007476806640625
0.337,0.0635986328125
0.347,0.10919189453125
0.357,0.1441650390625
0.367,0.163330078125
0.377,0.172607421875
0.387,0.169921875
0.397,0.1414794921875
0.407,0.09521484375
0.417,0.05743408203125
0.427,0.032806396484375
0.437,0.00792694091796875
0.447,-0.01385498046875
0.457,-0.0233917236328125
0.467,-0.031524658203125
0.477,-0.04290771484375
0.487,-0.037353515625
0.497,-0.0135116577148438
0.507,-0.00409317016601562
0.517,-0.016632080078125
0.527,-0.0258636474609375
0.537,-0.045166015625
0.547,-0.1104736328125
0.557,-0.1890869140625
0.567,-0.2125244140625
0.577,-0.1790771484375
0.587,-0.12176513671875
0.597,-0.044586181640625
0.607,0.02349853515625
0.617,0.02825927734375
0.621,0.222900390625
0.631,0.2548828125
0.641,0.2198486328125
0.651,0.164306640625
0.661,0.1591796875
0.671,0.1947021484375
0.681,0.2198486328125
0.691,0.209716796875
0.701,0.1431884765625
0.711,0.0281524658203125
0.721,-0.0582275390625
0.731,-0.054473876953125
0.741,0.0180206298828125
0.751,0.1064453125
0.761,0.15234375
0.771,0.0966796875
0.779,-0.04620361328125
0.789,-0.181640625
0.799,-0.2445068359375
0.809,-0.234375
0.819,-0.1785888671875
0.829,-0.1318359375
0.839,-0.138916015625
0.849,-0.17041015625
0.859,-0.1571044921875
0.869,-0.08673095703125
0.879,-0.0286102294921875
0.889,-0.049591064453125
0.899,-0.127685546875
0.909,-0.183837890625
0.919,-0.1871337890625
0.929,-0.187744140625
0.939,-0.24462890625
0.949,-0.35693359375
0.959,-0.484130859375
0.969,-0.57568359375
0.978,-0.58203125
0.988,-0.5087890625
0.998,-0.42919921875
1.008,-0.385498046875
1.018,-0.341552734375
1.028,-0.2470703125
1.038,-0.106689453125
1.048,0.022674560546875
1.058,0.1025390625
1.068,0.1649169921875
1.078,0.27197265625
1.088,0.40478515625
1.098,0.45263671875
1.108,0.364501953125
1.118,0.2337646484375
1.128,0.1829833984375
1.138,0.21630859375
1.148,0.2379150390625
1.158,0.1961669921875
1.168,0.147216796875
1.177,0.171142578125
1.187,0.258544921875
1.197,0.299560546875
1.207,0.216064453125
1.217,0.06494140625
1.227,-0.04742431640625
1.237,-0.1011962890625
1.247,-0.1444091796875
1.257,-0.175048828125
1.267,-0.11199951171875
1.277,0.0845947265625
1.287,0.30419921875
1.297,0.3935546875
1.307,0.34130859375
1.317,0.25537109375
1.327,0.1943359375
1.337,0.115478515625
1.347,-0.0233917236328125
1.357,-0.15966796875
1.367,-0.17431640625
1.372,0.52099609375
1.382,0.62353515625
1.392,0.6484375
1.402,0.681640625
1.412,0.72998046875
1.422,0.7080078125
1.432,0.60009765625
1.442,0.485595703125
1.452,0.4013671875
1.462,0.314697265625
1.472,0.2227783203125
1.482,0.16796875
1.492,0.14697265625
1.502,0.109130859375
1.512,0.05621337890625
1.522,0.0374755859375
1.529,0.047760009765625
1.539,0.0472412109375
1.549,0.06353759765625
1.559,0.1512451171875
1.569,0.280517578125
1.579,0.377685546875
1.589,0.435302734375
1.599,0.49365234375
1.609,0.5517578125
1.619,0.57470703125
1.629,0.54638671875
1.639,0.484375
1.649,0.42529296875
1.659,0.402099609375
1.669,0.393310546875
1.679,0.325927734375
1.689,0.177001953125
1.699,0.030242919921875
1.709,-0.0252685546875
1.719,0.00246810913085938
1.728,0.056182861328125
1.738,0.10394287109375
1.748,0.1312255859375
1.758,0.1441650390625
1.768,0.1864013671875
1.778,0.2607421875
1.788,0.269775390625
1.798,0.1346435546875
1.808,-0.07855224609375
1.818,-0.2381591796875
1.828,-0.279052734375
1.838,-0.2152099609375
1.848,-0.111328125
1.858,-0.060516357421875
1.868,-0.095458984375
1.878,-0.1436767578125
1.888,-0.13671875
1.898,-0.09600830078125
1.908,-0.068603515625
1.918,-0.07354736328125
1.927,-0.1248779296875
1.937,-0.2071533203125
1.947,-0.251708984375
1.957,-0.2183837890625
1.967,-0.149658203125
1.977,-0.0928955078125
1.987,-0.05474853515625
1.997,-0.053009033203125
2.007,-0.1090087890625
2.017,-0.175537109375
2.027,-0.17578125
2.037,-0.1087646484375
2.047,-0.031341552734375
2.057,0.03155517578125
2.067,0.07049560546875
2.077,0.0572509765625
2.087,0.0164794921875
2.097,0.0127182006835938
2.107,0.0150375366210938
2.117,-0.061187744140625
2.121,-0.23291015625
2.131,-0.2022705078125
2.141,-0.20556640625
2.151,-0.2332763671875
2.161,-0.2496337890625
2.171,-0.259521484375
2.181,-0.28125
2.191,-0.271484375
2.201,-0.18017578125
2.211,-0.04150390625
2.221,0.0849609375
2.231,0.2000732421875
2.241,0.302490234375
2.251,0.33203125
2.261,0.273681640625
2.271,0.2174072265625
2.279,0.2242431640625
2.289,0.25390625
2.299,0.2822265625
2.309,0.33154296875
2.319,0.3720703125
2.329,0.351806640625
2.339,0.283447265625
2.349,0.1990966796875
2.359,0.1116943359375
2.369,0.05682373046875
2.379,0.04364013671875
2.389,-0.00296401977539062
2.399,-0.13037109375
2.409,-0.2861328125
2.419,-0.421142578125
2.429,-0.515625
2.439,-0.517578125
2.449,-0.406982421875
2.459,-0.26708984375
2.469,-0.1785888671875
2.478,-0.1302490234375
2.488,-0.11334228515625
2.498,-0.1624755859375
2.508,-0.265380859375
2.518,-0.353759765625
2.528,-0.3896484375
2.538,-0.381103515625
2.548,-0.328857421875
2.558,-0.2216796875
2.568,-0.07330322265625
2.578,0.0657958984375
2.588,0.125732421875
2.598,0.07342529296875
2.608,-0.0458984375
2.618,-0.1806640625
2.628,-0.3193359375
2.638,-0.4169921875
2.648,-0.41162109375
2.658,-0.33349609375
2.668,-0.258056640625
2.673,0.126953125
2.683,0.065185546875
2.693,-0.057647705078125
2.703,-0.1845703125
2.713,-0.297607421875
2.723,-0.37255859375
2.733,-0.35693359375
2.743,-0.265380859375
2.753,-0.166748046875
2.763,-0.07305908203125
2.773,0.032135009765625
2.783,0.11798095703125
2.793,0.1546630859375
2.803,0.147216796875
2.813,0.09637451171875
2.823,0.0111770629882812
2.837,-0.065673828125
2.847,-0.08551025390625
2.857,-0.0176239013671875
2.867,0.11505126953125
2.877,0.20751953125
2.887,0.177001953125
2.897,0.06756591796875
2.907,-0.035736083984375
2.917,-0.11480712890625
2.927,-0.1787109375
2.937,-0.220458984375
2.947,-0.2401123046875
2.957,-0.234130859375
2.967,-0.177490234375
2.977,-0.06414794921875
2.987,0.078125
2.997,0.21630859375
3.007,0.2958984375
3.017,0.25439453125
3.027,0.12841796875
3.036,0.0323486328125
3.046,-0.00510787963867188
3.056,-0.040557861328125
3.066,-0.0880126953125
3.076,-0.1298828125
3.086,-0.1710205078125
3.096,-0.21337890625
3.106,-0.2529296875
3.116,-0.2822265625
3.126,-0.2587890625
3.136,-0.145263671875
3.146,0.0135116577148438
3.156,0.1380615234375
3.166,0.2196044921875
3.176,0.300048828125
3.186,0.3779296875
3.196,0.389892578125
3.206,0.271240234375
3.216,0.031280517578125
3.226,-0.24072265625
3.238,-0.45849609375
3.248,-0.58642578125
3.258,-0.60009765625
3.268,-0.4873046875
3.278,-0.302978515625
3.288,-0.1435546875
3.298,-0.0577392578125
3.308,-0.045135498046875
3.318,-0.09893798828125
3.328,-0.19482421875
3.338,-0.28369140625
3.348,-0.3359375
3.358,-0.378173828125
3.368,-0.44775390625
3.378,-0.5126953125
3.388,-0.509765625
3.398,-0.447021484375
3.408,-0.368408203125
3.418,-0.272705078125
3.428,-0.1502685546875
3.431,0.0108718872070312
3.441,-0.07159423828125
3.451,-0.1634521484375
3.461,-0.1796875
3.471,-0.1497802734375
3.481,-0.17529296875
3.491,-0.259033203125
3.501,-0.310546875
3.511,-0.250732421875
3.521,-0.07232666015625
3.531,0.12310791015625
3.541,0.2061767578125
3.551,0.1728515625
3.561,0.10296630859375
3.571,0.031707763671875
3.581,-0.0121688842773438
3.591,0.0159149169921875
3.601,0.07720947265625
3.624,0.08599853515625
3.634,0.044586181640625
3.644,0.00761032104492188
3.654,-0.0141372680664062
3.664,-0.0186767578125
3.674,0.01708984375
3.684,0.08062744140625
3.694,0.1300048828125
3.704,0.162109375
3.714,0.1966552734375
3.724,0.2203369140625
3.734,0.2061767578125
3.744,0.1444091796875
3.754,0.03314208984375
3.764,-0.12408447265625
3.774,-0.30615234375
3.784,-0.469482421875
3.794,-0.5546875
3.804,-0.5458984375
3.814,-0.50439453125
3.828,-0.476806640625
3.838,-0.421630859375
3.848,-0.296875
3.858,-0.142822265625
3.868,-0.024688720703125
3.878,0.026824951171875
3.888,0.00311088562011719
3.898,-0.0877685546875
3.908,-0.1962890625
3.918,-0.255126953125
3.928,-0.235595703125
3.938,-0.1624755859375
3.948,-0.10162353515625
3.958,-0.10235595703125
3.968,-0.139892578125
3.978,-0.166748046875
3.988,-0.185302734375
3.998,-0.2325439453125
4.008,-0.339111328125
4.018,-0.495849609375
4.027,-0.11328125
4.037,0.12408447265625
4.047,0.3505859375
4.057,0.491455078125
4.067,0.471435546875
4.077,0.335205078125
4.087,0.1998291015625
4.097,0.10064697265625
4.107,-0.00824737548828125
4.117,-0.137939453125
4.127,-0.243408203125
4.137,-0.303955078125
4.147,-0.35009765625
4.157,-0.39404296875
4.167,-0.392822265625
4.176,-0.310546875
4.186,-0.1839599609375
4.196,-0.085693359375
4.206,-0.03533935546875
