Time,ECEF_position_Y
475.647,950149.01
475.766,950151.41
475.897,950154.09
476.016,950156.79
476.147,950159.64
476.266,950162.64
476.396,950165.77
476.516,950169
476.646,950172.22
476.766,950175.28
476.896,950178.21
477.016,950180.98
477.146,950183.63
477.266,950186.13
477.396,950188.46
477.516,950190.53
477.646,950192.4
477.766,950193.96
477.896,950195.26
478.016,950196.26
478.146,950197
478.266,950197.4
478.396,950197.55
478.516,950197.37
478.646,950196.93
478.766,950196.2
478.896,950195.13
479.016,950193.76
479.146,950192.28
479.266,950190.5
479.396,950188.59
479.516,950186.54
479.646,950184.35
479.766,950182.05
479.896,950179.69
480.016,950177.26
480.146,950174.81
480.266,950172.33
480.396,950169.84
480.516,950167.32
480.646,950164.82
480.766,950162.29
480.896,950159.71
481.016,950157.06
481.146,950154.31
481.266,950151.47
481.396,950148.55
481.516,950145.56
481.646,950142.49
481.766,950139.33
481.896,950136.1
482.016,950132.76
482.146,950129.4
482.266,950125.99
482.396,950122.53
482.516,950119.06
482.646,950115.67
482.766,950112.36
482.896,950109.11
483.016,950105.86
483.146,950102.72
483.266,950099.61
483.396,950096.4
483.516,950093.2
483.646,950089.98
483.766,950086.8
483.896,950083.62
484.016,950080.55
484.146,950077.52
484.266,950074.59
484.396,950071.74
484.516,950068.96
484.646,950066.2
484.766,950063.57
484.896,950061.14
485.016,950058.87
485.146,950056.66
485.266,950054.71
485.396,950052.96
485.516,950051.54
485.646,950050.36
485.766,950049.36
485.896,950048.66
486.016,950048.28
486.146,950048.01
486.266,950048.06
486.396,950048.29
486.516,950048.63
486.646,950048.94
486.766,950049.3
486.896,950049.63
487.016,950049.91
487.145,950050.19
487.266,950050.45
487.395,950050.72
487.516,950051
487.645,950051.27
487.766,950051.5
487.895,950051.73
488.016,950051.98
488.145,950052.2
488.266,950052.39
488.395,950052.58
488.516,950052.77
488.645,950052.95
488.766,950053.11
488.895,950053.26
489.016,950053.45
489.145,950053.6
