Time,ECEF_position_Y
439.65,950053.96
439.766,950054.14
439.9,950054.36
440.016,950054.51
440.15,950054.71
440.266,950054.91
440.4,950055.17
440.516,950055.53
440.65,950055.95
440.766,950056.41
440.9,950057
441.016,950057.83
441.15,950058.78
441.266,950060
441.4,950061.48
441.516,950063.13
441.65,950065.06
441.766,950067.12
441.9,950069.55
442.016,950072.09
442.15,950074.9
442.266,950077.84
442.4,950080.95
442.516,950084.14
442.65,950087.47
442.766,950090.92
442.9,950094.54
443.016,950098.34
443.15,950102.13
443.266,950106.12
443.4,950110.07
443.516,950113.95
443.65,950117.81
443.766,950121.7
443.9,950125.59
444.016,950129.51
444.15,950133.43
444.266,950137.4
444.399,950141.36
444.516,950145.33
444.649,950149.31
444.766,950153.26
444.899,950157.24
445.016,950161.22
445.149,950165.19
445.266,950169.14
445.399,950173.09
445.516,950176.96
445.649,950180.79
445.766,950184.53
445.899,950188.17
446.016,950191.67
446.149,950195.04
446.266,950198.17
446.399,950201.09
446.516,950203.77
446.649,950206.2
446.766,950208.34
446.899,950210.19
447.016,950211.85
447.149,950213.24
447.266,950214.3
447.399,950215
447.516,950215.43
447.649,950215.53
447.766,950215.22
447.899,950214.68
448.016,950213.83
448.149,950212.69
448.266,950211.3
448.399,950209.68
448.516,950207.88
448.649,950205.85
448.766,950203.58
448.899,950201.11
449.016,950198.52
449.149,950195.68
449.266,950192.85
449.399,950189.96
449.516,950187.04
449.649,950184.17
449.766,950181.32
449.899,950178.52
450.016,950175.79
450.149,950173.16
450.266,950170.62
450.399,950168.17
450.516,950165.79
450.649,950163.38
450.766,950161.03
450.899,950158.64
451.016,950156.16
451.149,950153.57
451.266,950150.87
451.399,950148
451.516,950145.04
451.649,950141.94
451.766,950138.75
451.899,950135.58
452.016,950132.42
452.149,950129.28
452.266,950126.26
452.399,950123.26
452.516,950120.45
452.649,950117.69
452.766,950115.06
452.899,950112.52
453.016,950110.05
453.149,950107.75
453.266,950105.49
453.399,950103.44
453.516,950101.73
453.649,950100.2
453.766,950099.07
453.899,950098.21
454.016,950097.52
454.149,950097.19
454.266,950097.13
454.399,950097.34
454.516,950097.84
454.649,950098.12
454.766,950098.37
454.899,950098.53
455.016,950098.36
455.148,950098.13
455.266,950097.7
455.398,950097.1
455.516,950096.32
455.648,950095.33
455.766,950094.21
455.898,950092.91
456.016,950091.46
456.148,950089.87
456.266,950088.27
456.398,950086.66
456.516,950085.1
456.648,950083.62
456.766,950082.27
456.898,950080.99
457.016,950079.86
457.148,950078.82
457.266,950077.89
457.398,950077.03
457.516,950076.26
457.648,950075.67
457.766,950075.38
457.898,950075.22
458.016,950075.3
458.148,950075.68
458.266,950076.24
458.398,950077.02
458.516,950078.04
458.648,950079.29
458.766,950080.74
458.898,950082.39
459.016,950084.18
459.148,950086.12
459.266,950088.13
459.398,950090.23
459.516,950092.27
459.648,950094.32
459.766,950096.25
459.898,950098.13
460.016,950099.89
460.148,950101.67
460.266,950103.29
460.398,950104.78
460.516,950106.06
460.648,950107.23
460.766,950108.14
460.898,950108.94
461.016,950109.55
461.148,950109.98
461.266,950110.28
461.398,950110.38
461.516,950110.37
461.648,950110.27
461.766,950110.13
461.898,950109.97
462.016,950109.88
462.148,950109.83
462.266,950109.91
462.398,950110.11
462.516,950110.43
462.648,950111
462.766,950111.74
462.898,950112.76
463.016,950113.92
463.148,950115.32
463.266,950116.9
463.398,950118.73
463.516,950120.69
463.648,950122.85
463.766,950125.21
463.898,950127.76
464.016,950130.46
464.148,950133.33
464.266,950136.34
464.398,950139.42
464.516,950142.57
464.648,950145.75
464.766,950148.91
464.898,950152.08
465.016,950155.23
465.148,950158.33
465.266,950161.32
465.398,950164.25
465.516,950167.05
465.648,950169.8
465.766,950172.49
465.897,950175.11
466.016,950177.73
466.147,950180.29
466.266,950182.84
466.397,950185.36
466.516,950187.82
466.647,950190.2
466.766,950192.48
466.897,950194.7
467.016,950196.81
467.147,950198.78
467.266,950200.65
467.397,950202.34
467.516,950203.84
467.647,950205.04
467.766,950206.14
467.897,950206.88
468.016,950207.5
468.147,950207.79
468.266,950207.96
468.397,950207.77
468.516,950207.34
468.647,950206.62
468.766,950205.74
468.897,950204.59
469.016,950203.18
469.147,950201.59
469.266,950199.8
469.397,950197.78
469.516,950195.76
469.647,950193.64
469.766,950191.52
469.897,950189.43
470.016,950187.39
470.147,950185.4
470.266,950183.49
470.397,950181.7
470.516,950180.01
470.647,950178.47
470.766,950177.08
470.897,950175.88
471.016,950174.89
471.147,950173.96
471.266,950172.94
471.397,950171.74
471.516,950170.41
471.647,950168.97
471.766,950167.41
471.897,950165.77
472.016,950164.06
472.147,950162.23
472.266,950160.36
472.397,950158.4
472.516,950156.39
472.647,950154.4
472.766,950152.42
472.897,950150.51
473.016,950148.71
473.147,950147.07
473.266,950145.58
473.397,950144.28
473.516,950143.21
473.647,950142.27
473.766,950141.4
473.897,950140.66
474.016,950140.07
474.147,950139.68
474.266,950139.31
474.397,950139.07
474.516,950138.94
474.647,950138.89
474.766,950139.07
474.897,950139.58
475.016,950140.49
475.147,950141.61
475.266,950143.05
475.397,950144.78
475.516,950146.72
