Time,GPS_Nsat
187.6,16
187.7,16
187.8,15
187.9,15
188,15
188.1,15
188.2,16
188.3,16
188.4,16
188.5,16
188.6,15
188.7,16
188.8,15
188.9,15
189,15
189.1,16
189.2,14
189.3,15
189.4,15
189.5,16
189.6,15
189.7,15
189.8,15
189.9,15
190,15
190.1,15
190.2,15
190.3,15
190.4,15
190.5,15
190.6,15
190.7,15
190.8,15
190.9,15
191,15
191.1,15
191.2,15
191.3,15
191.4,15
191.5,15
191.6,15
191.7,15
191.8,15
191.9,15
192,15
192.1,15
192.2,15
192.3,15
192.4,15
192.5,15
192.6,15
192.7,15
192.8,15
192.9,15
193,15
193.1,15
193.2,15
193.3,15
193.4,15
193.5,15
193.6,15
193.7,15
193.8,15
193.9,15
194,15
194.1,15
194.2,15
194.3,15
194.4,15
194.5,15
194.6,15
194.7,15
194.8,15
194.9,15
195,15
195.1,15
195.2,15
195.3,15
195.4,15
195.5,15
195.6,15
195.7,15
195.8,15
195.9,15
196,15
196.1,15
196.2,15
196.3,15
196.4,15
196.5,15
196.6,15
196.7,15
196.8,15
196.9,15
197,15
197.1,15
197.2,15
197.3,14
197.4,14
197.5,14
197.6,14
197.7,14
197.8,15
197.9,15
198,15
198.1,15
198.2,15
198.3,15
198.4,15
198.5,15
198.6,15
198.7,15
198.8,15
198.9,15
199,15
199.1,15
199.2,15
199.3,15
199.4,15
199.5,15
199.6,15
199.7,15
199.8,15
199.9,15
200,15
200.1,15
200.2,15
200.3,15
200.4,15
200.5,15
200.6,15
200.7,15
200.8,15
200.9,15
201,15
201.1,15
201.2,15
201.3,15
201.4,15
201.5,15
201.6,15
201.7,15
201.8,15
201.9,15
202,15
202.1,15
202.2,15
202.3,15
202.4,15
202.5,15
202.6,15
202.7,15
202.8,15
202.9,15
203,15
203.1,15
203.2,15
203.3,15
203.4,15
203.5,15
203.6,15
203.7,15
203.8,15
203.9,15
204,15
204.1,15
204.2,15
204.3,15
204.4,15
204.5,15
204.6,15
204.7,15
204.8,15
204.9,15
205,15
205.1,15
205.2,15
205.3,15
205.4,15
205.5,15
205.6,15
205.7,16
205.8,16
205.9,16
206,16
206.1,16
206.2,16
206.3,16
206.4,16
206.5,16
206.6,16
206.7,16
206.8,16
206.9,16
207,16
207.1,16
207.2,16
207.3,16
207.4,16
207.5,15
207.6,15
207.7,15
207.8,15
207.9,15
208,15
208.1,15
208.2,15
208.3,15
208.4,15
208.5,15
208.6,15
208.7,15
208.8,15
208.9,15
209,15
209.1,15
209.2,15
209.3,15
209.4,15
209.5,15
209.6,15
209.7,15
209.8,15
209.9,15
210,15
210.1,15
210.2,15
210.3,15
210.4,15
210.5,15
210.6,15
210.7,15
210.8,15
210.9,15
211,15
211.1,15
211.2,15
211.3,15
211.4,15
211.5,15
211.6,15
211.7,15
211.8,15
211.9,15
212,15
212.1,15
212.2,15
212.3,15
212.4,15
212.5,15
212.6,15
212.7,15
212.8,15
212.9,15
213,15
213.1,15
213.2,15
213.3,15
213.4,15
213.5,15
213.6,15
213.7,15
213.8,15
213.9,15
214,15
214.1,15
214.2,15
214.3,15
214.4,15
214.5,15
214.6,15
214.7,15
214.8,15
214.9,15
215,15
215.1,16
215.2,16
215.3,16
215.4,16
215.5,16
215.6,16
215.7,16
215.8,16
215.9,16
216,16
216.1,16
216.2,16
216.3,16
216.4,16
216.5,16
216.6,16
216.7,16
216.8,16
216.9,16
217,16
217.1,16
217.2,16
217.3,16
217.4,16
217.5,16
217.6,16
217.7,16
217.8,16
217.9,16
218,16
218.1,16
218.2,16
218.3,16
218.4,16
218.5,16
218.6,16
218.7,16
218.8,16
218.9,16
219,16
219.1,16
219.2,16
219.3,16
219.4,16
219.5,16
219.6,16
219.7,16
219.8,16
219.9,16
220,16
220.1,16
220.2,16
220.3,16
220.4,16
220.5,16
220.6,16
220.7,16
220.8,16
220.9,16
221,16
221.1,16
221.2,16
221.3,16
221.4,16
221.5,16
221.6,16
221.7,16
221.8,16
221.9,16
222,16
222.1,16
222.2,16
222.3,16
222.4,16
222.5,16
222.6,16
222.7,16
222.8,16
222.9,16
223,16
223.1,16
223.2,16
223.3,16
223.4,16
223.5,16
223.6,16
223.7,16
223.8,16
223.9,16
224,16
224.1,16
224.2,16
224.3,16
224.4,16
224.5,16
224.6,16
224.7,15
224.8,15
224.9,15
225,15
225.1,15
225.2,15
225.3,16
225.4,16
225.5,15
225.6,16
225.7,16
225.8,16
225.9,16
226,16
226.1,16
226.2,16
226.3,16
226.4,16
226.5,16
226.6,16
226.7,16
226.8,16
226.9,16
227,16
227.1,16
227.2,16
227.3,16
227.4,16
227.5,16
227.6,16
227.7,16
227.8,16
227.9,16
228,16
228.1,16
228.2,16
228.3,16
228.4,16
228.5,16
228.6,16
228.7,16
228.8,16
228.9,16
229,16
229.1,16
229.2,16
229.3,16
229.4,16
229.5,16
229.6,16
229.7,16
229.8,16
229.9,16
230,16
230.1,16
230.2,16
230.3,15
230.4,15
230.5,15
230.6,16
230.7,16
230.8,16
230.9,16
231,16
231.1,16
231.2,16
231.3,16
231.4,16
231.5,16
231.6,16
231.7,16
231.8,16
231.9,16
232,16
232.1,16
232.2,16
232.3,16
232.4,16
232.5,16
232.6,16
232.7,16
232.8,16
232.9,16
233,16
233.1,16
233.2,16
233.3,16
233.4,16
233.5,16
233.6,16
233.7,16
233.8,16
233.9,16
234,16
234.1,16
234.2,16
234.3,16
234.4,16
234.5,16
234.6,16
234.7,16
234.8,16
234.9,16
235,16
235.1,16
235.2,15
235.3,15
235.4,15
235.5,15
235.6,15
235.7,15
235.8,15
235.9,15
236,15
236.1,15
236.2,15
236.3,15
236.4,15
236.5,15
236.6,14
236.7,14
236.8,14
236.9,14
237,15
237.1,15
237.2,15
237.3,15
237.4,15
237.5,15
237.6,15
237.7,15
237.8,15
237.9,15
238,14
238.1,15
238.2,14
238.3,14
