Time,ECEF_position_Z
288.414,4491002.69
288.516,4491005.44
288.664,4491008.25
288.789,4491011.05
288.914,4491013.89
289.039,4491016.68
289.164,4491019.46
289.289,4491022.28
289.414,4491025.1
289.539,4491027.93
289.664,4491030.74
289.766,4491033.53
289.914,4491036.23
290.039,4491038.95
290.164,4491041.41
290.289,4491043.75
290.414,4491045.97
290.516,4491048.12
290.664,4491050.02
290.789,4491051.82
290.914,4491053.43
291.039,4491054.91
291.164,4491056.25
291.266,4491057.31
291.414,4491058.22
291.539,4491059.11
291.664,4491059.78
291.789,4491060.32
291.914,4491060.58
292.039,4491060.65
292.164,4491060.39
292.289,4491060.18
292.414,4491059.79
292.516,4491059.3
292.664,4491058.72
292.789,4491058.09
292.914,4491057.44
293.039,4491056.78
293.164,4491056.07
293.289,4491055.37
293.414,4491054.63
293.539,4491053.85
293.664,4491053.1
293.789,4491052.31
293.914,4491051.49
294.016,4491050.6
294.164,4491049.59
294.289,4491048.52
294.414,4491047.23
294.539,4491045.79
294.664,4491044.3
294.788,4491042.65
294.913,4491040.99
295.038,4491039.27
295.163,4491037.48
295.288,4491035.61
295.413,4491033.73
295.538,4491031.73
295.663,4491029.79
295.788,4491027.78
295.913,4491025.76
296.038,4491023.79
296.163,4491021.8
296.288,4491019.85
296.413,4491017.89
296.538,4491016.08
296.663,4491014.34
296.766,4491012.69
296.913,4491011.15
297.038,4491009.76
297.163,4491008.56
297.288,4491007.44
297.413,4491006.54
297.538,4491005.84
297.663,4491005.24
297.788,4491004.88
297.913,4491004.92
298.016,4491004.94
298.163,4491005.19
298.288,4491005.43
298.413,4491005.91
298.538,4491006.51
298.663,4491007.28
298.788,4491008.12
298.913,4491009.05
299.038,4491010.09
299.163,4491011.09
299.288,4491012.13
299.413,4491013.19
299.516,4491014.31
299.663,4491015.46
299.788,4491016.64
299.913,4491017.86
300.038,4491019.1
300.163,4491020.42
300.288,4491021.79
300.413,4491023.17
300.538,4491024.55
300.663,4491025.89
300.788,4491027.17
300.913,4491028.33
301.038,4491029.37
301.163,4491030.29
301.288,4491031.1
301.413,4491031.81
301.538,4491032.43
301.663,4491032.98
301.788,4491033.47
301.913,4491033.79
302.016,4491033.95
302.163,4491033.97
302.266,4491033.76
302.413,4491033.43
302.538,4491032.85
302.663,4491032.17
302.766,4491031.36
302.913,4491030.42
303.038,4491029.36
303.163,4491028.29
303.288,4491026.84
303.413,4491025.36
303.538,4491023.57
303.663,4491021.73
303.788,4491019.74
303.913,4491017.67
304.038,4491015.66
304.163,4491013.62
304.288,4491011.48
304.413,4491009.36
304.516,4491007.22
304.663,4491005.11
304.766,4491002.92
304.913,4491000.75
305.016,4490998.58
305.163,4490996.45
305.288,4490994.32
305.412,4490992.24
305.537,4490990.15
305.662,4490988.09
305.787,4490986.05
