Time,Int_Batt_Voltage
489.789,3.96000027656555
490.839,3.96000027656555
491.889,3.96000027656555
492.939,3.96200013160706
493.989,3.96000027656555
495.039,3.96000027656555
496.089,3.96000027656555
497.139,3.96000027656555
498.189,3.96000027656555
499.239,3.96000027656555
500.289,3.95800018310547
501.339,3.96000027656555
502.389,3.96000027656555
503.439,3.96000027656555
504.489,3.96000027656555
505.539,3.95400023460388
506.589,3.95600008964539
507.639,3.93800020217896
508.689,3.93800020217896
509.739,3.94000029563904
510.789,3.94000029563904
511.839,3.94000029563904
512.889,3.94000029563904
513.939,3.94200015068054
514.989,3.93800020217896
516.039,3.93800020217896
517.089,3.93800020217896
518.139,3.94000029563904
519.189,3.93800020217896
520.239,3.93800020217896
521.289,3.93800020217896
522.339,3.94000029563904
523.389,3.94000029563904
524.439,3.93800020217896
525.489,3.93800020217896
526.539,3.93800020217896
527.589,3.93400025367737
528.639,3.93400025367737
529.689,3.93400025367737
530.739,3.93800020217896
531.789,3.93800020217896
532.839,3.93800020217896
533.889,3.93800020217896
534.939,3.93800020217896
535.989,3.93600010871887
537.039,3.93600010871887
538.089,3.93600010871887
539.139,3.93800020217896
