Time,ECEF_position_Z
458.898,4490942.83
459.016,4490941.96
459.148,4490941.27
459.266,4490940.76
459.398,4490940.57
459.516,4490940.55
459.648,4490940.77
459.766,4490941.19
459.898,4490941.75
460.016,4490942.45
460.148,4490943.38
460.266,4490944.35
460.398,4490945.41
460.516,4490946.66
460.648,4490948.07
460.766,4490949.85
460.898,4490951.63
461.016,4490953.43
461.148,4490955.3
461.266,4490957.23
461.398,4490959.27
461.516,4490961.35
461.648,4490963.49
461.766,4490965.69
461.898,4490967.92
462.016,4490970.25
462.148,4490972.56
462.266,4490974.94
462.398,4490977.31
462.516,4490979.71
462.648,4490982.09
462.766,4490984.4
462.898,4490986.65
463.016,4490988.81
463.148,4490990.79
463.266,4490992.63
463.398,4490994.24
463.516,4490995.69
463.648,4490996.95
463.766,4490998.03
463.898,4490998.89
464.016,4490999.57
464.148,4491000.03
464.266,4491000.22
464.398,4491000.32
464.516,4491000.19
464.648,4490999.84
464.766,4490999.33
464.898,4490998.58
465.016,4490997.64
465.148,4490996.57
465.266,4490995.3
465.398,4490993.88
465.516,4490992.27
465.648,4490990.59
465.766,4490988.8
465.897,4490986.93
466.016,4490984.99
466.147,4490983.02
466.266,4490981
466.397,4490978.93
466.516,4490976.77
466.647,4490974.55
466.766,4490972.29
466.897,4490969.98
467.016,4490967.68
467.147,4490965.5
467.266,4490963.31
467.397,4490961.23
467.516,4490959.17
467.647,4490957.12
467.766,4490955.11
467.897,4490953.08
468.016,4490951.21
468.147,4490949.32
468.266,4490947.62
468.397,4490945.99
468.516,4490944.52
468.647,4490943.16
468.766,4490942.02
468.897,4490941
469.016,4490940.13
469.147,4490939.39
469.266,4490938.85
469.397,4490938.63
469.516,4490938.51
469.647,4490938.61
469.766,4490938.94
469.897,4490939.39
470.016,4490940.1
470.147,4490940.88
470.266,4490941.8
470.397,4490942.89
470.516,4490944.13
470.647,4490945.52
470.766,4490947.03
470.897,4490948.68
471.016,4490950.52
471.147,4490952.3
471.266,4490954.15
471.397,4490955.91
471.516,4490957.48
471.647,4490958.98
471.766,4490960.37
471.897,4490961.61
472.016,4490962.71
472.147,4490963.63
472.266,4490964.27
472.397,4490964.73
472.516,4490964.94
472.647,4490964.9
472.766,4490964.75
472.897,4490964.34
473.016,4490963.77
473.147,4490963
473.266,4490961.94
473.397,4490960.67
473.516,4490959.32
473.647,4490957.88
473.766,4490956.35
473.897,4490954.75
474.016,4490953.06
474.147,4490951.34
474.266,4490949.53
474.397,4490947.6
474.516,4490945.65
474.647,4490943.62
474.766,4490941.52
474.897,4490939.39
475.016,4490937.25
475.147,4490935.16
475.266,4490933.16
475.397,4490931.24
475.516,4490929.4
475.647,4490927.76
475.766,4490926.2
475.897,4490924.87
476.016,4490923.52
476.147,4490922.34
476.266,4490921.34
476.396,4490920.47
476.516,4490919.72
476.646,4490919.12
476.766,4490918.5
476.896,4490917.85
477.016,4490917.11
477.146,4490916.31
477.266,4490915.41
477.396,4490914.43
477.516,4490913.32
477.646,4490912.19
477.766,4490910.93
477.896,4490909.68
478.016,4490908.3
478.146,4490906.96
478.266,4490905.57
478.396,4490904.22
478.516,4490902.91
478.646,4490901.62
478.766,4490900.43
478.896,4490899.35
479.016,4490898.42
479.146,4490897.54
479.266,4490896.93
479.396,4490896.45
479.516,4490896.11
479.646,4490895.96
479.766,4490895.94
479.896,4490896.11
480.016,4490896.46
480.146,4490896.9
480.266,4490897.58
480.396,4490898.4
480.516,4490899.32
480.646,4490900.39
480.766,4490901.51
480.896,4490902.69
481.016,4490903.94
481.146,4490905.13
481.266,4490906.34
481.396,4490907.53
481.516,4490908.66
481.646,4490909.79
481.766,4490910.86
481.896,4490911.81
482.016,4490912.65
482.146,4490913.33
482.266,4490913.83
482.396,4490914.17
482.516,4490914.3
482.646,4490914.2
482.766,4490914.01
482.896,4490913.61
483.016,4490913.01
483.146,4490912.31
483.266,4490911.59
483.396,4490910.88
483.516,4490910.27
483.646,4490909.82
483.766,4490909.52
483.896,4490909.39
484.016,4490909.46
484.146,4490909.76
484.266,4490910.25
484.396,4490910.96
484.516,4490911.91
484.646,4490912.92
484.766,4490914.22
484.896,4490915.73
485.016,4490917.42
485.146,4490919.05
485.266,4490920.84
485.396,4490922.83
485.516,4490924.94
485.646,4490927.17
485.766,4490929.41
485.896,4490931.65
486.016,4490933.91
486.146,4490936.08
486.266,4490938.25
486.396,4490940.47
486.516,4490942.68
486.646,4490944.91
486.766,4490947.16
486.896,4490949.47
487.016,4490951.79
487.145,4490954.2
487.266,4490956.72
487.395,4490959.19
487.516,4490961.69
487.645,4490964.18
487.766,4490966.74
487.895,4490969.28
488.016,4490971.89
488.145,4490974.54
488.266,4490977.2
488.395,4490979.87
488.516,4490982.52
488.645,4490985.22
488.766,4490987.92
488.895,4490990.66
489.016,4490993.38
489.145,4490996.15
