Time,Week_N
339.159,1880
339.266,1880
339.409,1880
339.516,1880
339.659,1880
339.766,1880
339.909,1880
340.016,1880
340.159,1880
340.266,1880
340.409,1880
340.516,1880
340.659,1880
340.766,1880
340.909,1880
341.016,1880
341.159,1880
341.266,1880
341.409,1880
341.516,1880
341.659,1880
341.766,1880
341.909,1880
342.016,1880
342.159,1880
342.266,1880
342.409,1880
342.516,1880
342.659,1880
342.766,1880
342.909,1880
343.016,1880
343.159,1880
343.266,1880
343.409,1880
343.516,1880
343.659,1880
343.766,1880
343.909,1880
344.016,1880
344.159,1880
344.266,1880
344.409,1880
344.516,1880
344.659,1880
344.766,1880
344.909,1880
345.016,1880
345.159,1880
345.266,1880
345.409,1880
345.516,1880
345.659,1880
345.766,1880
345.909,1880
346.016,1880
346.159,1880
346.266,1880
346.409,1880
346.516,1880
346.659,1880
346.766,1880
346.909,1880
347.016,1880
347.159,1880
347.266,1880
347.409,1880
347.516,1880
347.659,1880
347.766,1880
347.909,1880
348.016,1880
348.158,1880
348.266,1880
348.408,1880
348.516,1880
348.658,1880
348.766,1880
348.908,1880
349.016,1880
349.158,1880
349.266,1880
349.408,1880
349.516,1880
349.658,1880
349.766,1880
349.908,1880
350.016,1880
350.158,1880
350.266,1880
350.408,1880
350.516,1880
350.658,1880
350.766,1880
350.908,1880
351.016,1880
351.158,1880
351.266,1880
351.408,1880
351.516,1880
351.658,1880
351.766,1880
351.908,1880
352.016,1880
352.158,1880
352.266,1880
352.408,1880
352.516,1880
352.658,1880
352.766,1880
352.908,1880
353.016,1880
353.158,1880
353.266,1880
353.408,1880
353.516,1880
353.658,1880
353.766,1880
353.908,1880
354.016,1880
354.158,1880
354.266,1880
354.408,1880
354.516,1880
354.658,1880
354.766,1880
354.908,1880
355.016,1880
355.158,1880
355.266,1880
355.408,1880
355.516,1880
355.658,1880
355.766,1880
355.908,1880
356.016,1880
356.158,1880
356.266,1880
356.408,1880
356.516,1880
356.658,1880
356.783,1880
356.908,1880
357.016,1880
357.158,1880
357.266,1880
357.408,1880
357.516,1880
357.658,1880
357.783,1880
357.908,1880
358.016,1880
358.158,1880
358.266,1880
358.408,1880
358.516,1880
358.658,1880
358.766,1880
358.907,1880
359.016,1880
359.157,1880
359.266,1880
359.407,1880
359.516,1880
359.657,1880
359.782,1880
359.907,1880
360.016,1880
360.157,1880
360.266,1880
360.407,1880
360.516,1880
360.657,1880
360.766,1880
360.907,1880
361.016,1880
361.157,1880
361.266,1880
361.407,1880
361.516,1880
361.657,1880
361.766,1880
361.907,1880
362.016,1880
362.157,1880
362.266,1880
362.407,1880
362.516,1880
362.657,1880
362.782,1880
362.907,1880
363.016,1880
363.157,1880
363.266,1880
363.407,1880
363.516,1880
363.657,1880
363.782,1880
363.907,1880
364.016,1880
364.157,1880
364.266,1880
364.407,1880
364.516,1880
364.657,1880
364.782,1880
364.907,1880
365.016,1880
365.157,1880
365.266,1880
365.407,1880
365.516,1880
365.657,1880
365.766,1880
365.907,1880
366.016,1880
366.157,1880
366.266,1880
366.407,1880
366.516,1880
366.657,1880
366.766,1880
366.907,1880
367.016,1880
367.157,1880
367.266,1880
367.407,1880
367.516,1880
367.657,1880
367.782,1880
367.907,1880
368.016,1880
368.157,1880
368.266,1880
368.407,1880
368.516,1880
368.657,1880
368.766,1880
368.907,1880
369.016,1880
369.157,1880
369.266,1880
369.407,1880
369.516,1880
369.656,1880
369.766,1880
369.906,1880
370.016,1880
370.156,1880
370.266,1880
370.406,1880
370.516,1880
370.656,1880
370.781,1880
370.906,1880
371.016,1880
371.156,1880
371.266,1880
371.406,1880
371.516,1880
371.656,1880
371.781,1880
371.906,1880
372.016,1880
372.156,1880
372.266,1880
372.406,1880
372.516,1880
372.656,1880
372.766,1880
372.906,1880
373.016,1880
373.156,1880
373.266,1880
373.406,1880
373.516,1880
373.656,1880
373.781,1880
373.906,1880
374.016,1880
374.156,1880
374.266,1880
374.406,1880
374.516,1880
374.656,1880
374.766,1880
374.906,1880
375.016,1880
375.156,1880
375.266,1880
375.406,1880
375.516,1880
375.656,1880
375.766,1880
375.906,1880
376.016,1880
376.156,1880
376.266,1880
376.406,1880
376.516,1880
376.656,1880
376.766,1880
376.906,1880
377.016,1880
377.156,1880
377.266,1880
377.406,1880
377.516,1880
377.656,1880
377.781,1880
377.906,1880
378.016,1880
378.156,1880
378.266,1880
378.406,1880
378.516,1880
378.656,1880
378.766,1880
378.906,1880
379.016,1880
379.156,1880
379.266,1880
379.406,1880
379.516,1880
379.656,1880
379.781,1880
379.906,1880
380.016,1880
380.156,1880
380.266,1880
380.405,1880
380.516,1880
380.655,1880
380.766,1880
380.905,1880
381.016,1880
381.155,1880
381.266,1880
381.405,1880
381.516,1880
381.655,1880
381.766,1880
381.905,1880
382.016,1880
382.155,1880
382.266,1880
382.405,1880
382.516,1880
382.655,1880
382.766,1880
382.905,1880
383.016,1880
383.155,1880
383.266,1880
383.405,1880
383.516,1880
383.655,1880
383.766,1880
383.905,1880
384.016,1880
384.155,1880
384.266,1880
384.405,1880
384.516,1880
384.655,1880
384.766,1880
384.905,1880
385.016,1880
385.155,1880
385.266,1880
385.405,1880
385.516,1880
385.655,1880
385.766,1880
385.905,1880
386.016,1880
386.155,1880
386.266,1880
386.405,1880
386.516,1880
386.655,1880
386.766,1880
386.905,1880
387.016,1880
387.155,1880
387.266,1880
387.405,1880
387.516,1880
387.655,1880
387.766,1880
387.905,1880
388.016,1880
388.155,1880
388.266,1880
388.405,1880
388.516,1880
388.655,1880
388.766,1880
