Time,ECEF_velocity_X
360.016,-10.98
360.157,-12
360.266,-12.84
360.407,-13.42
360.516,-14.08
360.657,-14.72
360.766,-15.21
360.907,-15.67
361.016,-16.15
361.157,-16.61
361.266,-17.13
361.407,-17.48
361.516,-17.85
361.657,-18.33
361.766,-18.62
361.907,-19
362.016,-19.3
362.157,-19.56
362.266,-19.76
362.407,-19.92
362.516,-19.97
362.657,-19.73
362.782,-19.09
362.907,-18.46
363.016,-17.52
363.157,-16.71
363.266,-15.78
363.407,-14.67
363.516,-13.6
363.657,-12.27
363.782,-11.08
363.907,-9.46
364.016,-7.54
364.157,-5.68
364.266,-4.43
364.407,-2.78
364.516,-1.06
364.657,0.46
364.782,2.15
364.907,3.53
365.016,4.89
365.157,6.06
365.266,7.54
365.407,8.39
365.516,9.29
365.657,10.13
365.766,10.78
365.907,11.49
366.016,12.23
366.157,12.74
366.266,13.31
366.407,13.82
366.516,14.44
366.657,15
366.766,15.27
366.907,15.03
367.016,14.82
367.157,14.48
367.266,14.72
367.407,15.02
367.516,14.55
367.657,14.73
367.782,14.34
367.907,14.43
368.016,14.14
368.157,13.98
368.266,13.32
368.407,12.54
368.516,11.83
368.657,11
368.766,9.75
368.907,8.58
369.016,7.35
369.157,5.85
369.266,4.56
369.407,3.05
369.516,1.74
369.656,0.15
369.766,-1.58
369.906,-2.77
370.016,-4.06
370.156,-5.36
370.266,-6.73
370.406,-7.98
370.516,-9.25
370.656,-10.58
370.781,-11.52
370.906,-12.21
371.016,-12.58
371.156,-12.18
371.266,-11.11
371.406,-10.36
371.516,-8.86
371.656,-7.62
371.781,-5.93
371.906,-4.5
372.016,-2.62
372.156,-1.06
372.266,0.94
372.406,2.97
372.516,4.3
372.656,6.21
372.766,7.71
372.906,9.09
373.016,10.26
373.156,11.32
373.266,12.19
373.406,13.1
373.516,13.6
373.656,14.09
373.781,14.64
373.906,15.13
374.016,15.48
374.156,16.01
374.266,16.16
374.406,16.54
374.516,16.49
374.656,16.05
374.766,15.57
374.906,15.07
375.016,14.38
375.156,13.15
375.266,11.89
375.406,10.61
375.516,8.82
375.656,7.82
375.766,5.97
375.906,4.92
376.016,3.18
376.156,1.83
376.266,0.69
376.406,-0.03
376.516,-0.18
376.656,0.12
376.766,1.22
376.906,2.09
377.016,3.43
377.156,4.28
377.266,5.53
377.406,6.67
377.516,7.92
377.656,8.72
377.781,9.71
377.906,10.28
378.016,10.91
378.156,11.35
378.266,11.53
378.406,11.78
378.516,11.55
378.656,11.3
378.766,10.92
378.906,9.9
379.016,8.77
379.156,7.68
379.266,6.54
379.406,5.29
379.516,4.08
379.656,2.83
379.781,1.58
379.906,0.65
380.016,-0.55
380.156,-1.69
380.266,-3.28
380.405,-4.15
380.516,-5.16
380.655,-6.08
380.766,-6.46
380.905,-6.71
381.016,-6.64
381.155,-6.21
381.266,-5.6
381.405,-4.46
381.516,-3.75
381.655,-2.62
381.766,-1.31
381.905,-0.26
382.016,1.07
382.155,2.32
382.266,3.63
382.405,5.26
382.516,5.97
382.655,6.98
382.766,8
382.905,8.99
383.016,10.45
383.155,10.67
383.266,10.19
383.405,9.14
383.516,7.75
383.655,6.6
383.766,4.88
383.905,3.25
384.016,1.31
384.155,-0.45
384.266,-2.27
384.405,-3.74
384.516,-5.74
384.655,-7.6
384.766,-9.21
384.905,-10.3
385.016,-11.31
385.155,-12.47
385.266,-13.76
385.405,-14.86
385.516,-15.75
385.655,-16.66
385.766,-17.31
385.905,-18.06
386.016,-18.58
386.155,-19.02
386.266,-19.48
386.405,-19.75
386.516,-20.16
386.655,-20.37
386.766,-20.64
386.905,-20.87
387.016,-21.1
387.155,-21.33
387.266,-21.56
387.405,-21.75
387.516,-21.87
387.655,-21.92
387.766,-22.07
387.905,-22.29
388.016,-22.5
388.155,-22.58
388.266,-22.86
388.405,-22.86
388.516,-23.06
388.655,-23.19
388.766,-23.23
