Time,ECEF_velocity_X
339.159,-23.12
339.266,-23.14
339.409,-23.29
339.516,-23.45
339.659,-23.55
339.766,-23.58
339.909,-23.52
340.016,-23.53
340.159,-23.48
340.266,-23.44
340.409,-23.32
340.516,-23.34
340.659,-23.05
340.766,-22.99
340.909,-22.71
341.016,-22.38
341.159,-21.87
341.266,-21.38
341.409,-20.77
341.516,-20.23
341.659,-19.57
341.766,-18.63
341.909,-17.81
342.016,-16.34
342.159,-15.06
342.266,-14.04
342.409,-13.32
342.516,-11.91
342.659,-10.2
342.766,-8.7
342.909,-7.43
343.016,-5.97
343.159,-4.77
343.266,-3.28
343.409,-2.58
343.516,-1.83
343.659,-1.51
343.766,-1.11
343.909,-0.97
344.016,-0.79
344.159,-0.67
344.266,-0.45
344.409,-0.32
344.516,0
344.659,0.36
344.766,0.9
344.909,1.49
345.016,2.27
345.159,3.43
345.266,4.54
345.409,5.63
345.516,6.64
345.659,7.41
345.766,8.34
345.909,9.26
346.016,9.82
346.159,11.11
346.266,11.72
346.409,12.45
346.516,13.42
346.659,14.07
346.766,14.58
346.909,15.18
347.016,15.44
347.159,15.67
347.266,15.59
347.409,15.52
347.516,15.28
347.659,15.01
347.766,14.56
347.909,13.91
348.016,13.19
348.158,12.34
348.266,11.55
348.408,10.41
348.516,9.17
348.658,7.79
348.766,6.38
348.908,4.8
349.016,3.44
349.158,1.76
349.266,0.02
349.408,-1.42
349.516,-2.93
349.658,-4.33
349.766,-5.86
349.908,-7.16
350.016,-8.61
350.158,-9.62
350.266,-10.34
350.408,-10.94
350.516,-11.2
350.658,-11.12
350.766,-10.79
350.908,-10.24
351.016,-9.22
351.158,-8.24
351.266,-6.94
351.408,-5.64
351.516,-4.42
351.658,-3.07
351.766,-1.88
351.908,-0.28
352.016,1.01
352.158,2.64
352.266,4.1
352.408,5.37
352.516,6.92
352.658,8.26
352.766,9.97
352.908,11.18
353.016,12.33
353.158,13.15
353.266,13.89
353.408,14.67
353.516,15.52
353.658,16.09
353.766,16.51
353.908,16.87
354.016,17.18
354.158,17.61
354.266,17.97
354.408,18.03
354.516,18.43
354.658,18.53
354.766,18.7
354.908,18.93
355.016,19.14
355.158,19.37
355.266,19.54
355.408,19.67
355.516,19.8
355.658,19.81
355.766,19.87
355.908,20.01
356.016,20.2
356.158,20.46
356.266,20.79
356.408,21.09
356.516,21.21
356.658,20.63
356.783,20.1
356.908,19.27
357.016,18.66
357.158,17.97
357.266,17.18
357.408,16.55
357.516,15.71
357.658,14.91
357.783,14.03
357.908,12.98
358.016,11.84
358.158,10.46
358.266,9.18
358.408,7.84
358.516,6.95
358.658,5.56
358.766,3.55
358.907,1.84
359.016,0.02
359.157,-1.64
359.266,-3.35
359.407,-5.48
359.516,-6.36
359.657,-7.39
359.782,-8.39
359.907,-9.47
