Time,GPS_LatAcc
389,-0.0613382309675217
389.1,-0.108059674501419
389.2,-0.170645669102669
389.3,-0.243810132145882
389.4,-0.308071076869965
389.5,-0.289173036813736
389.6,-0.25880965590477
389.7,-0.249342814087868
389.8,-0.253383547067642
389.9,-0.230863377451897
390,-0.0478504784405231
390.1,0.28145432472229
390.2,0.638012051582336
390.3,0.95969170331955
390.4,1.21130216121674
390.5,1.35313284397125
390.6,1.38531458377838
390.7,1.37868344783783
390.8,1.40183281898499
390.9,1.52793622016907
391,1.67509007453918
391.1,1.74165940284729
391.2,1.69678258895874
391.3,1.55013382434845
391.4,1.4245297908783
391.5,1.54170036315918
391.6,1.87046468257904
391.7,2.17191648483276
391.8,2.2595112323761
391.9,2.08166170120239
392,1.67389607429504
392.1,1.43224513530731
392.2,1.4596734046936
392.3,1.7747255563736
392.4,2.11119627952576
392.5,2.14861154556274
392.6,1.92139267921448
392.7,1.67901206016541
392.8,1.59618318080902
392.9,1.74816560745239
393,1.7994487285614
393.1,1.57682168483734
393.2,1.23954975605011
393.3,0.844725728034973
393.4,0.48236295580864
393.5,0.288184434175491
393.6,0.169604256749153
393.7,0.0912877395749092
393.8,0.0566736869513988
393.9,0.044914074242115
394,0.03014225512743
394.1,0.0552850924432278
394.2,0.120821736752987
394.3,0.238203078508377
394.4,0.38155534863472
394.5,0.509750843048096
394.6,0.610521554946899
394.7,0.708779036998749
394.8,0.830745816230774
394.9,0.992834091186523
395,1.14195895195007
395.1,1.2218359708786
395.2,1.25902807712555
395.3,1.27511119842529
395.4,1.3176646232605
395.5,1.39439392089844
395.6,1.46733820438385
395.7,1.53885304927826
395.8,1.61895453929901
395.9,1.71672058105469
396,1.77814698219299
396.1,1.75775516033173
396.2,1.70171964168549
396.3,1.64836442470551
396.4,1.64657998085022
396.5,1.7193775177002
396.6,1.80376482009888
396.7,1.84517323970795
396.8,1.83802700042725
396.9,1.83824872970581
397,1.90865278244019
397.1,2.00613856315613
397.2,2.07753753662109
397.3,2.09085083007812
397.4,2.06134176254272
397.5,2.10022044181824
397.6,2.14570951461792
397.7,2.15314960479736
397.8,2.0891444683075
397.9,1.97478973865509
398,1.97220957279205
398.1,2.08288359642029
398.2,2.14541125297546
398.3,2.09504723548889
398.4,1.9823921918869
398.5,1.84352433681488
398.6,1.73350715637207
398.7,1.65139389038086
398.8,1.62846219539642
398.9,1.66982281208038
399,1.75832867622375
399.1,1.7645183801651
399.2,1.70208644866943
399.3,1.59753715991974
399.4,1.53102135658264
399.5,1.53608059883118
399.6,1.48683404922485
399.7,1.433429479599
399.8,1.39600336551666
399.9,1.37420380115509
