Time,GPS_Nsat
389,15
389.1,15
389.2,15
389.3,15
389.4,15
389.5,16
389.6,16
389.7,16
389.8,15
389.9,15
390,15
390.1,15
390.2,15
390.3,15
390.4,15
390.5,15
390.6,15
390.7,15
390.8,16
390.9,16
391,16
391.1,16
391.2,16
391.3,16
391.4,16
391.5,16
391.6,15
391.7,15
391.8,15
391.9,15
392,14
392.1,15
392.2,15
392.3,15
392.4,15
392.5,16
392.6,16
392.7,16
392.8,16
392.9,16
393,16
393.1,16
393.2,16
393.3,16
393.4,16
393.5,16
393.6,16
393.7,16
393.8,16
393.9,16
394,16
394.1,16
394.2,16
394.3,16
394.4,16
394.5,16
394.6,16
394.7,16
394.8,16
394.9,16
395,16
395.1,16
395.2,16
395.3,16
395.4,16
395.5,16
395.6,16
395.7,16
395.8,16
395.9,16
396,16
396.1,16
396.2,16
396.3,16
396.4,16
396.5,16
396.6,16
396.7,16
396.8,16
396.9,16
397,16
397.1,16
397.2,16
397.3,16
397.4,16
397.5,16
397.6,16
397.7,16
397.8,16
397.9,16
398,16
398.1,16
398.2,16
398.3,16
398.4,16
398.5,16
398.6,16
398.7,16
398.8,16
398.9,16
399,16
399.1,16
399.2,16
399.3,16
399.4,16
399.5,16
399.6,16
399.7,16
399.8,16
399.9,16
400,16
400.1,16
400.2,16
400.3,16
400.4,16
400.5,16
400.6,16
400.7,16
400.8,16
400.9,16
401,16
401.1,16
401.2,16
401.3,16
401.4,16
401.5,16
401.6,16
401.7,16
401.8,16
401.9,16
402,16
402.1,16
402.2,16
402.3,16
402.4,16
402.5,16
402.6,16
402.7,16
402.8,16
402.9,16
403,16
403.1,16
403.2,16
403.3,16
403.4,16
403.5,16
403.6,16
403.7,16
403.8,16
403.9,16
404,16
404.1,16
404.2,16
404.3,16
404.4,16
404.5,16
404.6,16
404.7,16
404.8,16
404.9,16
405,16
405.1,16
405.2,16
405.3,16
405.4,16
405.5,16
405.6,16
405.7,16
405.8,16
405.9,16
406,16
406.1,16
406.2,16
406.3,16
406.4,16
406.5,16
406.6,16
406.7,16
406.8,16
406.9,16
407,16
407.1,16
407.2,16
407.3,16
407.4,16
407.5,16
407.6,16
407.7,16
407.8,16
407.9,16
408,15
408.1,15
408.2,15
408.3,15
408.4,15
408.5,15
408.6,15
