Time,GPS_Speed
389,32.3201599121094
389.1,32.3291893005371
389.2,32.4315872192383
389.3,32.6710205078125
389.4,32.9699935913086
389.5,32.833065032959
389.6,32.6730155944824
389.7,32.5540580749512
389.8,32.5328063964844
389.9,32.6036491394043
390,32.5867881774902
390.1,32.4284744262695
390.2,32.3014831542969
390.3,32.2291412353516
390.4,32.1267395019531
390.5,31.9678611755371
390.6,31.9157047271729
390.7,31.8534240722656
390.8,31.7262382507324
390.9,31.5466594696045
391,31.5366077423096
391.1,31.5424880981445
391.2,31.5241813659668
391.3,31.5700645446777
391.4,31.7995090484619
391.5,32.0593109130859
391.6,31.9298248291016
391.7,31.6563739776611
391.8,31.3424797058105
391.9,31.1086177825928
392,30.8141231536865
392.1,30.698034286499
392.2,30.5384140014648
392.3,30.3968868255615
392.4,30.4682064056396
392.5,30.5891990661621
392.6,30.6796913146973
392.7,30.802339553833
392.8,30.9179077148438
392.9,30.9323272705078
393,31.4022045135498
393.1,31.6096057891846
393.2,31.6851329803467
393.3,31.7292613983154
393.4,31.8907814025879
393.5,31.9901466369629
393.6,32.1135368347168
393.7,32.2750282287598
393.8,32.4190330505371
393.9,32.4538154602051
394,32.4729843139648
394.1,32.5319747924805
394.2,32.5760078430176
394.3,32.589714050293
394.4,32.5961952209473
394.5,32.5653610229492
394.6,32.5047073364258
394.7,32.5475769042969
394.8,32.5817642211914
394.9,32.3509063720703
395,32.2675857543945
395.1,32.0328102111816
395.2,31.7841835021973
395.3,31.5557556152344
395.4,31.3296890258789
395.5,30.6655311584473
395.6,30.1648731231689
395.7,29.7083988189697
395.8,29.2790546417236
395.9,28.8805828094482
396,28.2262344360352
396.1,27.8677158355713
396.2,27.3818302154541
396.3,26.7381000518799
396.4,26.2112426757812
396.5,25.4658164978027
396.6,24.9775485992432
396.7,24.4087505340576
396.8,23.7718467712402
396.9,23.301815032959
397,22.9472713470459
397.1,22.4377059936523
397.2,21.9608936309814
397.3,21.5789890289307
397.4,21.2373008728027
397.5,21.0950927734375
397.6,20.9385890960693
397.7,20.8496952056885
397.8,20.8122901916504
397.9,20.7109642028809
398,20.8611030578613
398.1,20.944263458252
398.2,21.1252479553223
398.3,21.3380508422852
398.4,21.3560791015625
398.5,21.5796279907227
398.6,21.7930469512939
398.7,22.1687793731689
398.8,22.6833019256592
398.9,23.0892429351807
399,23.34006690979
399.1,23.6026763916016
399.2,23.9867343902588
399.3,24.4115180969238
399.4,24.6465320587158
399.5,24.9241676330566
399.6,25.1960124969482
399.7,25.3995723724365
399.8,25.5709629058838
399.9,25.8322315216064
400,26.2074337005615
400.1,26.526819229126
400.2,26.8853874206543
400.3,27.2697639465332
400.4,27.5886669158936
400.5,27.9053001403809
400.6,28.1285743713379
400.7,28.3726692199707
400.8,28.6150531768799
400.9,28.7661972045898
401,28.5091094970703
401.1,28.0578804016113
401.2,27.470272064209
401.3,26.8538303375244
401.4,26.4153060913086
401.5,25.4625778198242
401.6,24.929313659668
401.7,24.2532901763916
401.8,23.4577598571777
401.9,22.9265689849854
402,22.0559043884277
402.1,21.6396446228027
402.2,21.2485942840576
402.3,20.9477291107178
402.4,20.9605922698975
402.5,20.9323177337646
402.6,21.1316661834717
402.7,21.4276142120361
402.8,21.8665180206299
402.9,22.466911315918
403,22.6144428253174
403.1,22.6304473876953
403.2,22.7269306182861
403.3,22.8046169281006
403.4,22.6206398010254
403.5,23.2809143066406
403.6,23.4644927978516
403.7,23.6702518463135
403.8,24.0765247344971
403.9,24.6138305664062
404,25.1743602752686
404.1,25.5723934173584
404.2,25.8058586120605
404.3,25.9183712005615
404.4,26.0882797241211
404.5,26.2659091949463
404.6,26.4977035522461
404.7,26.7067680358887
404.8,26.9193515777588
404.9,27.2110118865967
405,27.3758335113525
405.1,27.7553253173828
405.2,28.0941123962402
405.3,28.3195686340332
405.4,28.5052680969238
405.5,28.8089504241943
405.6,29.0097236633301
405.7,29.2334995269775
405.8,29.4670677185059
405.9,29.6248607635498
406,29.8363647460938
406.1,29.6195831298828
406.2,29.0512886047363
406.3,28.2519187927246
406.4,27.5941905975342
406.5,26.5424118041992
406.6,26.1086463928223
406.7,25.7992744445801
406.8,25.4540634155273
406.9,25.0297584533691
407,24.5022087097168
407.1,24.0433921813965
407.2,23.4387340545654
407.3,22.8001270294189
407.4,22.4448490142822
407.5,21.5880737304688
407.6,20.9246864318848
407.7,20.2557754516602
407.8,19.6348342895508
407.9,19.2062015533447
408,18.4978771209717
408.1,17.9464225769043
408.2,17.508674621582
408.3,17.2458343505859
408.4,17.1426429748535
408.5,16.8771438598633
408.6,16.6460990905762
408.7,16.4972076416016
408.8,16.4296474456787
408.9,16.3565864562988
409,16.5986671447754
409.1,16.816198348999
409.2,17.0714778900146
409.3,17.3892040252686
409.4,17.7312164306641
409.5,17.8830223083496
409.6,17.9479656219482
409.7,18.1168880462646
409.8,18.4550952911377
409.9,18.860538482666
410,19.1492881774902
410.1,19.931640625
410.2,20.4992427825928
410.3,20.8162403106689
410.4,21.3241653442383
410.5,21.8134288787842
410.6,22.1615104675293
410.7,22.6079158782959
410.8,23.1448459625244
410.9,23.5836486816406
411,24.1304931640625
411.1,24.5742893218994
411.2,24.9697551727295
411.3,25.3331203460693
411.4,25.6956100463867
411.5,26.125659942627
411.6,26.3929634094238
411.7,26.6849193572998
411.8,27.0023078918457
411.9,27.2463855743408
412,27.3877849578857
412.1,27.627477645874
412.2,27.7823543548584
412.3,27.7045211791992
412.4,27.3939800262451
412.5,27.1285610198975
412.6,27.1446018218994
412.7,26.9993000030518
412.8,26.6070213317871
412.9,26.1869812011719
413,25.748815536499
413.1,25.340799331665
413.2,25.0150489807129
413.3,24.8601341247559
413.4,24.8760738372803
413.5,24.8718528747559
413.6,24.9130077362061
413.7,25.0012378692627
413.8,25.1157894134521
413.9,25.2007884979248
414,25.3068962097168
414.1,25.4722862243652
414.2,25.5795917510986
414.3,25.6759300231934
414.4,25.8966979980469
414.5,26.263599395752
414.6,26.3209476470947
414.7,26.4484939575195
414.8,26.6854381561279
414.9,26.8619213104248
415,26.9973411560059
415.1,27.1000194549561
415.2,27.2701282501221
415.3,27.5171241760254
415.4,27.7587890625
415.5,27.9564247131348
415.6,28.0630359649658
415.7,28.2963676452637
415.8,28.6286563873291
415.9,28.8504447937012
416,29.1393966674805
416.1,29.3090438842773
416.2,29.4982528686523
416.3,29.692497253418
416.4,29.8070468902588
416.5,29.8570327758789
416.6,29.4793663024902
416.7,28.8219661712646
416.8,27.9692611694336
416.9,27.1549205780029
417,26.3607540130615
417.1,25.4638748168945
417.2,24.6643562316895
417.3,23.9469738006592
417.4,23.142972946167
417.5,21.933666229248
417.6,21.2519989013672
417.7,20.6378135681152
417.8,19.9259338378906
417.9,19.0971641540527
418,18.3595867156982
418.1,17.9825916290283
418.2,17.5875072479248
418.3,17.1567401885986
418.4,16.8384342193604
418.5,16.2105846405029
418.6,15.2011308670044
418.7,14.3167819976807
418.8,13.6481628417969
418.9,12.984899520874
419,12.1556005477905
419.1,11.8233699798584
419.2,12.0049934387207
419.3,12.5095872879028
419.4,12.7609815597534
419.5,13.1954870223999
419.6,13.3313159942627
419.7,13.6331996917725
419.8,14.0610046386719
419.9,14.2629060745239
420,14.5618486404419
420.1,14.7707777023315
420.2,15.0969791412354
420.3,15.4885311126709
420.4,15.7234735488892
420.5,16.212869644165
420.6,16.540563583374
420.7,16.8487358093262
420.8,17.2291507720947
420.9,17.7239952087402
421,18.3151874542236
421.1,18.763334274292
421.2,19.24778175354
421.3,19.4767875671387
421.4,19.0755081176758
421.5,18.599235534668
421.6,18.122428894043
421.7,17.6516056060791
421.8,17.2186508178711
421.9,16.8470191955566
422,16.3699131011963
422.1,15.9368190765381
422.2,15.5990419387817
422.3,15.4372406005859
422.4,15.4350872039795
422.5,15.3352155685425
422.6,15.4564256668091
422.7,15.6919021606445
422.8,15.9909067153931
422.9,16.2622909545898
423,16.8622398376465
423.1,16.9966278076172
423.2,17.1905956268311
423.3,17.5618286132812
423.4,17.9750480651855
423.5,18.1886787414551
423.6,18.6300258636475
423.7,19.0988178253174
423.8,19.5696277618408
423.9,20.0773010253906
424,20.6158542633057
424.1,21.1082649230957
424.2,21.5814571380615
424.3,21.9478435516357
424.4,22.127857208252
424.5,22.5688323974609
424.6,22.9203834533691
424.7,23.2115840911865
424.8,23.4590244293213
424.9,23.7080249786377
425,24.0478210449219
425.1,24.2063865661621
425.2,24.3620414733887
425.3,24.5076293945312
425.4,24.5694484710693
425.5,24.6095294952393
425.6,24.864465713501
425.7,24.9957275390625
425.8,25.0032024383545
425.9,25.10302734375
426,25.352466583252
426.1,25.6396026611328
426.2,25.8939399719238
426.3,26.1644191741943
426.4,26.546422958374
426.5,26.2453556060791
426.6,25.6465702056885
426.7,24.9245548248291
426.8,24.2151298522949
426.9,23.6672019958496
427,23.8175754547119
427.1,23.0112171173096
427.2,22.237886428833
427.3,21.626428604126
427.4,20.891565322876
427.5,20.0671806335449
427.6,19.4469261169434
427.7,18.7179908752441
427.8,17.8756084442139
427.9,17.1114978790283
428,15.9625873565674
428.1,15.3232479095459
428.2,14.7110900878906
428.3,14.0714902877808
428.4,13.5213003158569
428.5,13.5343503952026
428.6,13.5703401565552
428.7,13.6840839385986
428.8,13.8670625686646
428.9,14.0339889526367
429,14.253044128418
429.1,14.54967212677
429.2,14.8708744049072
429.3,15.157172203064
429.4,15.355712890625
429.5,15.7182359695435
429.6,15.9847774505615
429.7,16.2575244903564
429.8,16.5406951904297
429.9,16.7939853668213
430,17.1599159240723
430.1,17.5041217803955
430.2,17.8737182617188
430.3,18.2421531677246
430.4,18.5482349395752
430.5,19.0042591094971
430.6,19.4412117004395
430.7,19.9501171112061
430.8,20.4739284515381
430.9,20.8733806610107
431,21.3753719329834
431.1,21.8410968780518
431.2,22.3320217132568
431.3,22.8411388397217
431.4,23.3203048706055
431.5,23.8369579315186
431.6,24.206844329834
431.7,24.6451244354248
431.8,25.0639629364014
431.9,25.2502479553223
432,25.7307395935059
432.1,26.026668548584
432.2,26.2478580474854
432.3,26.4544162750244
432.4,26.7114086151123
432.5,26.8598823547363
432.6,26.8696231842041
432.7,26.9046993255615
432.8,26.9034271240234
432.9,26.7274360656738
433,26.583683013916
433.1,26.7300128936768
433.2,26.8460636138916
433.3,26.9430694580078
433.4,27.1757831573486
433.5,27.5802421569824
433.6,27.8889274597168
433.7,27.7794246673584
433.8,27.3244247436523
433.9,26.9744777679443
434,26.3779563903809
434.1,25.7558917999268
434.2,25.0583229064941
434.3,24.3642387390137
434.4,23.8140392303467
434.5,23.3432331085205
434.6,23.1399688720703
434.7,23.0306148529053
434.8,23.0229930877686
434.9,23.1294784545898
435,22.9919090270996
435.1,23.0432205200195
435.2,23.1315593719482
435.3,23.2464084625244
435.4,23.410680770874
435.5,23.4903678894043
