Time,GPS_Heading
389,14.0737438201904
389.1,13.979998588562
389.2,13.67946434021
389.3,13.1407289505005
389.4,12.6297388076782
389.5,11.9306001663208
389.6,11.7459554672241
389.7,11.4077739715576
389.8,10.7945756912231
389.9,10.2487764358521
390,10.0720653533936
390.1,10.8140048980713
390.2,12.0414323806763
390.3,13.8136377334595
390.4,15.8978815078735
390.5,18.4537487030029
390.6,20.9625606536865
390.7,23.4193058013916
390.8,25.7144508361816
390.9,27.7869396209717
391,31.9684658050537
391.1,34.7415313720703
391.2,37.7786903381348
391.3,40.7659072875977
391.4,42.4048767089844
391.5,45.6788215637207
391.6,48.7081832885742
391.7,52.9789657592773
391.8,57.8055000305176
391.9,60.7462005615234
392,64.0415496826172
392.1,66.0745544433594
392.2,68.2893753051758
392.3,71.7512512207031
392.4,76.6652603149414
392.5,80.6563110351562
392.6,83.5693283081055
392.7,86.5100860595703
392.8,89.4851684570312
392.9,92.0124664306641
393,96.5905838012695
393.1,99.2015075683594
393.2,101.047393798828
393.3,102.318389892578
393.4,103.325782775879
393.5,103.700843811035
393.6,103.831649780273
393.7,103.967872619629
393.8,104.126106262207
393.9,104.220108032227
394,104.253173828125
394.1,104.217422485352
394.2,104.426261901855
394.3,104.954116821289
394.4,105.515090942383
394.5,106.555976867676
394.6,107.601066589355
394.7,108.839828491211
394.8,110.29231262207
394.9,111.711494445801
395,114.236236572266
395.1,116.320297241211
395.2,118.470153808594
395.3,120.711204528809
395.4,122.768043518066
395.5,125.803756713867
395.6,128.315124511719
395.7,131.090789794922
395.8,134.248031616211
395.9,137.298309326172
396,141.394180297852
396.1,144.578704833984
396.2,147.956253051758
396.3,151.466049194336
396.4,154.378219604492
396.5,158.732864379883
396.6,162.356262207031
396.7,166.750762939453
396.8,171.386993408203
396.9,174.391845703125
397,-128.600814819336
397.1,-175.134735107422
397.2,-169.792892456055
397.3,-164.268829345703
397.4,-159.75358581543
397.5,-153.68408203125
397.6,-147.747146606445
397.7,-141.868530273438
397.8,-136.253356933594
397.9,-131.102355957031
398,-125.930267333984
398.1,-120.41438293457
398.2,-113.999603271484
398.3,-107.846740722656
398.4,-104.101844787598
398.5,-98.382698059082
398.6,-93.9006805419922
398.7,-89.7232131958008
398.8,-85.835693359375
398.9,-82.3896865844727
399,-76.6954879760742
399.1,-72.6952590942383
399.2,-68.8826522827148
399.3,-65.1571807861328
399.4,-61.9492530822754
399.5,-57.9050827026367
399.6,-54.5860977172852
399.7,-51.6068649291992
399.8,-48.6824684143066
399.9,-45.4201850891113
400,-42.3153343200684
400.1,-40.4076499938965
400.2,-39.0114555358887
400.3,-38.1988716125488
400.4,-37.8703994750977
400.5,-38.5989418029785
400.6,-39.7568359375
400.7,-41.3933715820312
400.8,-43.456485748291
400.9,-45.4241790771484
401,-48.3457450866699
401.1,-50.8169708251953
401.2,-53.6639671325684
401.3,-56.6972236633301
401.4,-59.0230331420898
401.5,-62.9657669067383
401.6,-65.4563064575195
401.7,-68.5579299926758
401.8,-72.4532928466797
401.9,-75.9182357788086
402,-81.5630493164062
402.1,-85.6919708251953
402.2,-90.3074340820312
402.3,-95.4521255493164
402.4,-99.8989105224609
402.5,-106.182800292969
402.6,-111.520729064941
402.7,-117.016006469727
402.8,-122.179336547852
402.9,-125.935775756836
403,-130.266159057617
