Time,GPS_Radius
389,1735.89489746094
389.1,986.235656738281
389.2,627.531860351562
389.3,443.893341064453
389.4,355.962493896484
389.5,379.293975830078
389.6,422.082122802734
389.7,435.814788818359
389.8,427.316375732422
389.9,468.893310546875
390,2260.90234375
390.1,381.61669921875
390.2,167.414428710938
390.3,110.71231842041
390.4,87.1246032714844
390.5,77.324951171875
390.6,75.1864852905273
390.7,75.1910934448242
390.8,73.4249267578125
390.9,66.7656631469727
391,60.6614799499512
391.1,58.2092323303223
391.2,59.6329193115234
391.3,65.4149703979492
391.4,71.9232788085938
391.5,67.3379211425781
391.6,55.4162826538086
391.7,47.2687606811523
391.8,44.7704734802246
391.9,47.8519172668457
392,58.4649620056152
392.1,67.5774154663086
392.2,65.4577484130859
392.3,53.2951736450195
392.4,44.7293586730957
392.5,44.0988082885742
392.6,49.6065330505371
392.7,57.2619323730469
392.8,60.7567672729492
392.9,55.6609764099121
393,55.1387062072754
393.1,63.7371597290039
393.2,81.8460922241211
393.3,121.005821228027
393.4,214.06233215332
393.5,360.234252929688
393.6,615.941833496094
393.7,1155.20166015625
393.8,1879.26062011719
393.9,2382.46313476562
394,3562.330078125
394.1,1950.51696777344
394.2,894.643981933594
394.3,454.309539794922
394.4,283.845306396484
394.5,212.235824584961
394.6,176.76708984375
394.7,152.404769897461
394.8,130.099380493164
394.9,107.984481811523
395,93.3790054321289
395.1,86.2073745727539
395.2,82.525260925293
395.3,80.3167114257812
395.4,76.5765228271484
395.5,70.0264053344727
395.6,64.4931793212891
395.7,59.6167907714844
395.8,54.9252471923828
395.9,50.2899436950684
396,46.7012634277344
396.1,45.9080963134766
396.2,45.8174438476562
396.3,45.3238296508789
396.4,43.5939559936523
396.5,39.628044128418
396.6,36.1703987121582
396.7,33.7634353637695
396.8,32.2440032958984
396.9,30.8948516845703
397,28.681324005127
397.1,26.1185283660889
397.2,24.1958980560303
397.3,23.1740016937256
397.4,22.7104358673096
397.5,21.8014087677002
397.6,20.9476757049561
397.7,20.6203479766846
397.8,21.1161651611328
397.9,22.1766376495361
398,22.3582859039307
398.1,21.2898025512695
398.2,20.9201469421387
398.3,21.7758274078369
398.4,23.2343845367432
398.5,25.4511260986328
398.6,27.553295135498
398.7,29.7343940734863
398.8,31.336446762085
398.9,31.7070617675781
399,30.9522762298584
399.1,31.6295700073242
399.2,33.7838745117188
399.3,37.1730003356934
399.4,39.761604309082
399.5,40.5961799621582
399.6,42.8716430664062
399.7,45.2952880859375
399.8,47.2502593994141
399.9,48.9103813171387
400,54.2567481994629
400.1,68.2218780517578
400.2,98.2381210327148
400.3,183.609283447266
400.4,889.837646484375
400.5,361.551605224609
400.6,156.456848144531
400.7,105.505828857422
400.8,85.0674819946289
400.9,73.7217864990234
401,66.6300430297852
401.1,61.006778717041
401.2,56.7667350769043
401.3,53.7365264892578
401.4,51.208911895752
401.5,48.9607772827148
401.6,46.7085266113281
401.7,42.9889335632324
401.8,37.6092224121094
401.9,32.4221687316895
