Time,ECEF_position_Y
288.414,950053.58
288.516,950053.72
288.664,950053.84
288.789,950054.13
288.914,950054.34
289.039,950054.56
289.164,950054.82
289.289,950055.14
289.414,950055.52
289.539,950056
289.664,950056.63
289.766,950057.48
289.914,950058.5
290.039,950059.84
290.164,950061.32
290.289,950063.03
290.414,950064.97
290.516,950067.04
290.664,950069.49
290.789,950072.03
290.914,950074.86
291.039,950077.87
291.164,950081.01
291.266,950084.2
291.414,950087.57
291.539,950091.15
291.664,950094.8
291.789,950098.56
291.914,950102.32
292.039,950106.08
292.164,950109.88
292.289,950113.72
292.414,950117.6
292.516,950121.49
292.664,950125.39
292.789,950129.33
292.914,950133.28
293.039,950137.27
293.164,950141.24
293.289,950145.22
293.414,950149.21
293.539,950153.19
293.664,950157.19
293.789,950161.18
293.914,950165.16
294.016,950169.13
294.164,950173.07
294.289,950176.96
294.414,950180.77
294.539,950184.48
294.664,950188.08
294.788,950191.48
294.913,950194.7
295.038,950197.71
295.163,950200.55
295.288,950203.13
295.413,950205.49
295.538,950207.57
295.663,950209.47
295.788,950211.1
295.913,950212.5
296.038,950213.67
296.163,950214.56
296.288,950215.18
296.413,950215.48
296.538,950215.61
296.663,950215.4
296.766,950214.93
296.913,950214.31
297.038,950213.37
297.163,950212.24
297.288,950210.92
297.413,950209.38
297.538,950207.67
297.663,950205.78
297.788,950203.7
297.913,950201.52
298.016,950199.2
298.163,950196.81
298.288,950194.31
298.413,950191.82
298.538,950189.45
298.663,950187.36
298.788,950185.3
298.913,950183.45
299.038,950181.52
299.163,950179.54
299.288,950177.48
299.413,950175.35
299.516,950173.14
299.663,950170.86
299.788,950168.53
299.913,950166.13
300.038,950163.65
300.163,950161.13
300.288,950158.58
300.413,950155.95
300.538,950153.23
300.663,950150.4
300.788,950147.47
300.913,950144.44
301.038,950141.39
301.163,950138.41
301.288,950135.39
301.413,950132.29
301.538,950129.18
301.663,950126.22
301.788,950123.33
301.913,950120.55
302.016,950117.88
302.163,950115.32
302.266,950112.87
302.413,950110.5
302.538,950108.32
302.663,950106.33
302.766,950104.37
302.913,950102.6
303.038,950101.07
303.163,950099.67
303.288,950098.48
303.413,950097.56
303.538,950096.91
303.663,950096.71
303.788,950096.84
303.913,950097.1
304.038,950097.52
304.163,950097.78
304.288,950097.89
304.413,950097.93
304.516,950097.76
304.663,950097.53
304.766,950097.17
304.913,950096.59
305.016,950095.85
305.163,950094.92
305.288,950093.83
305.412,950092.6
305.537,950091.24
305.662,950089.76
305.787,950088.15
305.912,950086.53
306.037,950084.96
306.162,950083.5
306.287,950082.12
306.412,950080.85
306.537,950079.72
306.662,950078.68
306.787,950077.73
306.912,950076.87
307.037,950076.13
307.162,950075.51
307.287,950075.1
307.412,950074.93
307.537,950074.87
307.662,950075.01
307.766,950075.37
307.912,950075.92
308.037,950076.7
308.162,950077.66
308.287,950078.83
308.412,950080.15
308.537,950081.66
308.662,950083.35
308.787,950085.2
308.912,950087.17
309.037,950089.16
309.162,950091.21
309.287,950093.25
309.412,950095.26
309.537,950097.16
309.662,950099
309.787,950100.76
309.912,950102.36
310.037,950103.8
310.162,950105.03
310.287,950106.05
310.412,950106.9
310.516,950107.56
310.662,950108.06
310.787,950108.42
310.912,950108.74
311.037,950108.96
311.162,950109.1
311.287,950109.17
311.412,950109.22
311.537,950109.24
311.662,950109.27
311.787,950109.31
311.912,950109.43
312.037,950109.65
312.162,950110
312.287,950110.51
312.412,950111.22
312.537,950112.17
312.662,950113.34
312.787,950114.68
312.912,950116.3
313.037,950118.08
313.162,950120
313.266,950122.2
313.412,950124.53
313.516,950126.95
313.662,950129.63
313.787,950132.39
313.912,950135.22
314.016,950138.1
314.162,950141.04
314.287,950144.07
314.412,950147.06
314.537,950150.06
314.662,950153
314.787,950155.94
314.912,950158.84
315.037,950161.65
315.162,950164.42
315.287,950167.03
315.412,950169.62
