Time,ECEF_position_X
288.414,4412890.04
288.516,4412887.15
288.664,4412884.25
288.789,4412881.31
288.914,4412878.28
289.039,4412875.28
289.164,4412872.26
289.289,4412869.37
289.414,4412866.51
289.539,4412863.66
289.664,4412860.86
289.766,4412858.08
289.914,4412855.37
290.039,4412852.96
290.164,4412850.22
290.289,4412847.48
290.414,4412844.8
290.516,4412842.18
290.664,4412839.65
290.789,4412837.18
290.914,4412834.97
291.039,4412832.91
291.164,4412831.03
291.266,4412829.05
291.414,4412827.39
291.539,4412826.09
291.664,4412824.81
291.789,4412823.87
291.914,4412822.9
292.039,4412821.94
292.164,4412821.09
292.289,4412820.49
292.414,4412819.92
292.516,4412819.48
292.664,4412819.06
292.789,4412818.82
292.914,4412818.58
293.039,4412818.4
293.164,4412818.13
293.289,4412817.93
293.414,4412817.76
293.539,4412817.57
293.664,4412817.47
293.789,4412817.4
293.914,4412817.41
294.016,4412817.48
294.164,4412817.57
294.289,4412817.81
294.414,4412818.18
294.539,4412818.76
294.664,4412819.53
294.788,4412820.43
294.913,4412821.45
295.038,4412822.58
295.163,4412823.8
295.288,4412825.09
295.413,4412826.53
295.538,4412828.06
295.663,4412829.67
295.788,4412831.39
295.913,4412833.21
296.038,4412835.07
296.163,4412836.92
296.288,4412838.77
296.413,4412840.7
296.538,4412842.54
296.663,4412844.33
296.766,4412846.1
296.913,4412847.8
297.038,4412849.41
297.163,4412850.9
297.288,4412852.29
297.413,4412853.61
297.538,4412854.82
297.663,4412855.99
297.788,4412856.92
297.913,4412857.56
298.016,4412858.12
298.163,4412858.54
298.288,4412858.86
298.413,4412858.96
298.538,4412858.93
298.663,4412858.66
298.788,4412858.14
298.913,4412857.58
299.038,4412856.93
299.163,4412856.2
299.288,4412855.51
299.413,4412854.81
299.516,4412854.11
299.663,4412853.33
299.788,4412852.59
299.913,4412851.78
300.038,4412850.93
300.163,4412850.03
300.288,4412849.12
300.413,4412848.18
300.538,4412847.27
300.663,4412846.45
300.788,4412845.7
300.913,4412845.12
301.038,4412844.61
301.163,4412844.18
301.288,4412843.92
301.413,4412843.75
301.538,4412843.79
301.663,4412843.81
301.788,4412843.99
301.913,4412844.23
302.016,4412844.63
302.163,4412845.15
302.266,4412845.82
302.413,4412846.6
302.538,4412847.56
302.663,4412848.67
302.766,4412849.82
302.913,4412850.95
303.038,4412852.19
303.163,4412853.33
303.288,4412854.84
303.413,4412856.43
303.538,4412858.23
303.663,4412860.36
303.788,4412862.49
303.913,4412864.6
304.038,4412866.82
304.163,4412868.98
304.288,4412871.1
304.413,4412873.23
304.516,4412875.41
304.663,4412877.76
304.766,4412880.1
304.913,4412882.42
305.016,4412884.8
305.163,4412887.19
305.288,4412889.56
305.412,4412891.98
305.537,4412894.35
305.662,4412896.74
305.787,4412899.12
305.912,4412901.52
306.037,4412903.99
306.162,4412906.52
306.287,4412909.08
306.412,4412911.67
306.537,4412914.31
306.662,4412916.86
306.787,4412919.34
306.912,4412921.72
307.037,4412923.99
307.162,4412926.17
307.287,4412928.26
307.412,4412930.3
307.537,4412932.26
307.662,4412934.09
307.766,4412935.86
307.912,4412937.45
308.037,4412938.9
308.162,4412940.17
308.287,4412941.3
308.412,4412942.28
308.537,4412943.06
308.662,4412943.64
308.787,4412943.97
308.912,4412944.08
309.037,4412944.02
309.162,4412943.76
309.287,4412943.28
309.412,4412942.59
309.537,4412941.7
309.662,4412940.67
309.787,4412939.46
309.912,4412938.11
310.037,4412936.63
310.162,4412935.01
310.287,4412933.2
310.412,4412931.37
310.516,4412929.44
310.662,4412927.48
310.787,4412925.46
310.912,4412923.43
311.037,4412921.34
311.162,4412919.18
311.287,4412916.95
311.412,4412914.71
311.537,4412912.42
311.662,4412910.13
311.787,4412907.77
311.912,4412905.38
