Time,ECEF_position_X
312.037,4412902.97
312.162,4412900.5
312.287,4412898.09
312.412,4412895.63
312.537,4412893.16
312.662,4412890.71
312.787,4412888.38
312.912,4412886.14
313.037,4412883.97
313.162,4412881.89
313.266,4412879.88
313.412,4412878.08
313.516,4412876.43
313.662,4412874.98
313.787,4412873.77
313.912,4412872.75
314.016,4412871.74
314.162,4412870.9
314.287,4412870.32
314.412,4412870.16
314.537,4412870.27
314.662,4412870.55
314.787,4412870.86
314.912,4412871.41
315.037,4412872.2
315.162,4412873.09
315.287,4412874.21
315.412,4412875.33
315.537,4412876.53
315.662,4412877.84
315.787,4412879.2
315.912,4412880.66
316.016,4412882.16
316.161,4412883.74
316.286,4412885.39
316.411,4412887.14
316.536,4412888.99
316.661,4412890.92
316.786,4412892.85
316.911,4412894.7
317.036,4412896.48
317.161,4412898.21
317.286,4412899.96
317.411,4412901.73
317.516,4412903.46
317.661,4412905.23
317.786,4412906.98
317.911,4412908.73
318.016,4412910.47
318.161,4412912.17
318.286,4412913.76
318.411,4412915.28
318.516,4412916.69
318.661,4412918.06
318.766,4412919.28
318.911,4412920.38
319.036,4412921.46
319.161,4412922.29
319.286,4412922.97
319.411,4412923.41
319.516,4412923.8
319.661,4412923.73
319.786,4412923.53
319.911,4412923.13
320.016,4412922.62
320.161,4412921.9
320.266,4412921.02
320.411,4412920.02
320.536,4412918.84
320.661,4412917.56
320.786,4412916.16
320.911,4412914.64
321.016,4412913.06
321.161,4412911.48
321.286,4412910.03
321.411,4412908.76
321.516,4412907.58
321.661,4412906.65
321.786,4412905.9
321.911,4412905.44
322.016,4412904.99
322.161,4412904.85
322.286,4412904.89
322.411,4412905.17
322.516,4412905.74
322.661,4412906.39
322.766,4412907.27
322.911,4412908.31
323.016,4412909.53
323.161,4412910.9
323.266,4412912.38
323.411,4412913.97
323.516,4412915.68
323.661,4412917.41
323.786,4412919.22
323.911,4412921.06
324.016,4412922.99
324.161,4412924.98
324.266,4412927.01
324.411,4412929.04
324.516,4412931.05
324.661,4412933.1
324.786,4412935.06
324.911,4412937
325.016,4412938.79
325.161,4412940.48
325.286,4412942.07
325.411,4412943.45
325.516,4412944.75
325.661,4412945.77
325.766,4412946.65
325.911,4412947.29
326.016,4412947.77
326.161,4412948
326.286,4412948.12
326.411,4412948.15
326.516,4412948.15
326.661,4412948.15
326.785,4412948.21
326.91,4412948.42
327.016,4412948.72
327.16,4412949.25
327.285,4412949.91
327.41,4412950.72
327.516,4412951.58
327.66,4412952.52
327.785,4412953.6
327.91,4412954.74
328.016,4412956
328.16,4412957.36
328.266,4412958.79
328.41,4412960.27
328.516,4412961.73
328.66,4412963.14
328.766,4412964.47
328.91,4412965.77
329.016,4412966.91
329.16,4412967.94
329.266,4412968.82
329.41,4412969.47
329.516,4412970.09
329.66,4412970.5
329.766,4412970.74
329.91,4412970.85
330.035,4412970.76
330.16,4412970.54
330.266,4412970.2
330.41,4412969.78
330.516,4412969.23
330.66,4412968.6
330.766,4412967.9
330.91,4412967.19
331.016,4412966.48
331.16,4412965.79
331.266,4412965.13
331.41,4412964.58
331.516,4412964.1
331.66,4412963.63
331.766,4412963.42
331.91,4412963.31
332.016,4412963.41
332.16,4412963.56
332.266,4412963.98
332.41,4412964.54
332.516,4412965.29
332.66,4412966.45
332.766,4412967.5
332.91,4412968.72
333.016,4412970.11
333.16,4412971.54
333.266,4412972.88
333.41,4412974.06
333.516,4412975.03
333.66,4412975.83
333.785,4412976.52
333.91,4412976.98
334.016,4412977.22
334.16,4412977.24
334.266,4412977.06
334.41,4412976.63
334.516,4412976.09
334.66,4412975.33
334.766,4412974.36
334.91,4412973.16
335.016,4412971.71
335.16,4412970.02
335.266,4412968.29
335.41,4412966.44
335.535,4412964.47
335.66,4412962.38
335.766,4412960.22
335.91,4412957.91
336.016,4412955.48
336.16,4412953.03
336.266,4412950.61
336.41,4412948.17
336.516,4412945.75
336.66,4412943.37
336.766,4412940.87
336.91,4412938.36
337.016,4412935.82
337.16,4412933.2
337.266,4412930.6
337.41,4412927.94
337.516,4412925.28
337.659,4412922.54
337.766,4412919.79
337.909,4412917.06
338.016,4412914.33
338.159,4412911.59
338.266,4412908.78
338.409,4412905.93
338.516,4412902.98
338.659,4412900.13
338.766,4412897.26
338.909,4412894.36
