Time,ECEF_velocity_Y
288.414,1.43
288.516,1.31
288.664,1.15
288.789,1.74
288.914,1.81
289.039,1.94
289.164,2.21
289.289,2.4
289.414,2.74
289.539,3.29
289.664,4.18
289.766,5.54
289.914,6.84
290.039,8.41
290.164,10.31
290.289,12.16
290.414,13.97
290.516,15.35
290.664,17.54
290.789,19.22
290.914,21.15
291.039,22.84
291.164,24.13
291.266,25.32
291.414,26.44
291.539,27.45
291.664,28.49
291.789,29.24
291.914,29.88
292.039,30.27
292.164,30.85
292.289,30.86
292.414,31.25
292.516,31.41
292.664,31.54
292.789,31.65
292.914,31.68
293.039,31.83
293.164,31.87
293.289,31.92
293.414,32
293.539,32.02
293.664,32
293.789,32.02
293.914,31.87
294.016,31.77
294.164,31.69
294.289,31.25
294.414,30.71
294.539,29.92
294.664,28.98
294.788,27.6
294.913,26.16
295.038,24.54
295.163,23.1
295.288,21.26
295.413,19.39
295.538,17.36
295.663,15.64
295.788,13.72
295.913,11.76
296.038,9.85
296.163,7.86
296.288,5.88
296.413,3.58
296.538,1.92
296.663,-0.37
296.766,-2.49
296.913,-4.05
297.038,-6.22
297.163,-8.06
297.288,-9.78
297.413,-11.64
297.538,-13.22
297.663,-14.67
297.788,-16.12
297.913,-17.22
298.016,-18.04
298.163,-18.73
298.288,-19.39
298.413,-19.73
298.538,-19.2
298.663,-17.65
298.788,-16.71
298.913,-15.52
299.038,-15.4
299.163,-15.5
299.288,-15.94
299.413,-16.49
299.516,-17.16
299.663,-17.7
299.788,-18.29
299.913,-18.83
300.038,-19.39
300.163,-19.77
300.288,-20.17
300.413,-20.63
300.538,-21.28
300.663,-22.01
300.788,-22.81
300.913,-23.56
301.038,-23.92
301.163,-23.65
301.288,-23.76
301.413,-24.31
301.538,-24.6
301.663,-23.88
301.788,-23.3
301.913,-22.5
302.016,-21.67
302.163,-20.76
302.266,-19.88
302.413,-19.17
302.538,-17.91
302.663,-16.56
302.766,-15.9
302.913,-14.76
303.038,-13.26
303.163,-11.95
303.288,-10.65
303.413,-8.87
303.538,-7.06
303.663,-4.68
303.788,-2.01
303.913,-0.07
304.038,1.46
304.163,1.59
304.288,1.01
304.413,0.4
304.516,-0.92
304.663,-1.79
304.766,-2.58
304.913,-4.07
305.016,-5.44
305.163,-6.91
305.288,-8.3
305.412,-9.54
305.537,-10.53
305.662,-11.57
305.787,-12.47
305.912,-12.85
306.037,-12.69
306.162,-12.03
306.287,-11.35
306.412,-10.4
306.537,-9.49
306.662,-8.68
306.787,-7.93
306.912,-7.26
307.037,-6.39
307.162,-5.37
307.287,-3.92
307.412,-2.2
307.537,-0.98
307.662,0.45
307.766,1.98
307.912,3.61
308.037,5.41
308.162,7.07
308.287,8.56
308.412,9.92
308.537,11.24
308.662,12.68
308.787,13.98
308.912,15.01
309.037,15.63
309.162,15.99
309.287,16.02
309.412,15.84
309.537,15.26
309.662,14.74
309.787,14.14
309.912,13.07
310.037,11.89
310.162,10.45
310.287,8.9
310.412,7.42
310.516,6
310.662,4.67
310.787,3.48
310.912,2.86
311.037,2.15
311.162,1.46
311.287,0.9
311.412,0.55
311.537,0.32
311.662,0.21
311.787,0.28
311.912,0.67
312.037,1.4
312.162,2.36
312.287,3.58
312.412,5.06
312.537,6.94
312.662,8.69
312.787,10.16
312.912,12.09
313.037,13.54
313.162,14.8
313.266,16.58
313.412,17.85
313.516,18.75
313.662,20.37
313.787,21.29
313.912,22.01
314.016,22.7
314.162,23.13
314.287,23.83
314.412,23.98
314.537,24.03
314.662,23.57
314.787,23.4
314.912,23.16
315.037,22.62
315.162,22.13
315.287,21.18
315.412,20.9
315.537,20.79
315.662,20.46
315.787,20.53
315.912,20
316.016,19.59
316.161,19.26
316.286,18.79
316.411,18.12
316.536,17.48
316.661,17.04
316.786,16.35
316.911,15.73
317.036,15.04
317.161,14.15
317.286,12.8
317.411,10.94
317.516,9.73
317.661,7.75
317.786,6.08
317.911,4.25
318.016,2.56
318.161,0.28
318.286,-2.02
318.411,-3.45
318.516,-5.55
318.661,-7.46
318.766,-9.39
318.911,-10.98
319.036,-12.43
319.161,-13.81
319.286,-14.92
319.411,-15.69
319.516,-16.09
319.661,-16.48
319.786,-16.51
319.911,-16.12
320.016,-15.44
320.161,-14.67
320.266,-13.77
320.411,-12.72
320.536,-11.75
320.661,-10.87
320.786,-9.85
320.911,-8.95
321.016,-8.78
321.161,-9.32
321.286,-9.94
321.411,-10.82
321.516,-11.49
321.661,-12.18
321.786,-13.25
321.911,-13.87
322.016,-14.26
322.161,-14.73
322.286,-15.46
322.411,-15.87
322.516,-15.68
322.661,-15.47
322.766,-14.8
322.911,-14.07
323.016,-12.78
323.161,-12.1
323.266,-10.69
323.411,-9.3
323.516,-8
323.661,-6.79
323.786,-5.54
323.911,-4.7
324.016,-4.06
324.161,-3.47
324.266,-2.26
324.411,-0.94
324.516,0.47
324.661,2.45
324.786,4.28
324.911,6.98
325.016,9.44
325.161,11.57
325.286,13.77
325.411,15.88
325.516,17.69
325.661,19.5
325.766,20.59
325.911,21.72
326.016,22.58
