Time,ECEF_velocity_Y
326.161,23.37
326.286,24.14
326.411,24.88
326.516,25.34
326.661,24.44
326.785,23.65
326.91,22.55
327.016,21.35
327.16,19.71
327.285,18.33
327.41,16.42
327.516,14.61
327.66,12.67
327.785,10.44
327.91,8.29
328.016,5.56
328.16,3.59
328.266,1.21
328.41,-1.32
328.516,-3.43
328.66,-5.84
328.766,-8.1
328.91,-9.75
329.016,-11.77
329.16,-14.15
329.266,-15.31
329.41,-16.47
329.516,-17.47
329.66,-18.38
329.766,-18.9
329.91,-19.36
330.035,-19.57
330.16,-19.77
330.266,-19.96
330.41,-20.07
330.516,-20.27
330.66,-20.52
330.766,-20.73
330.91,-21.21
331.016,-21.75
331.16,-22.4
331.266,-22.99
331.41,-23.86
331.516,-24.36
331.66,-25.14
331.766,-25.84
331.91,-26.45
332.016,-26.8
332.16,-27.21
332.266,-27.23
332.41,-27.05
332.516,-26.92
332.66,-26.23
332.766,-25.74
332.91,-25.5
333.016,-24.87
333.16,-25.21
333.266,-25.33
333.41,-25.34
333.516,-25.14
333.66,-25.05
333.785,-24.55
333.91,-24.23
334.016,-23.69
334.16,-23.17
334.266,-22.8
334.41,-22.29
334.516,-21.77
334.66,-20.7
334.766,-19.25
334.91,-18.12
335.016,-16.44
335.16,-15.23
335.266,-12.96
335.41,-11.11
335.535,-9.4
335.66,-7.48
335.766,-5.47
335.91,-3.51
336.016,-1.77
336.16,-0.1
336.266,0.56
336.41,1.31
336.516,2.05
336.66,2.04
336.766,2.17
336.91,2.1
337.016,2.18
337.16,2.26
337.266,2.31
337.41,2.24
337.516,2
337.659,2.04
337.766,1.95
337.909,1.78
338.016,1.57
338.159,1.46
338.266,1.4
338.409,1.46
338.516,1.68
338.659,1.47
338.766,1.6
338.909,1.35
