Time,ITOW
288.414,558834750
288.516,558834875
288.664,558835000
288.789,558835125
288.914,558835250
289.039,558835375
289.164,558835500
289.289,558835625
289.414,558835750
289.539,558835875
289.664,558836000
289.766,558836125
289.914,558836250
290.039,558836375
290.164,558836500
290.289,558836625
290.414,558836750
290.516,558836875
290.664,558837000
290.789,558837125
290.914,558837250
291.039,558837375
291.164,558837500
291.266,558837625
291.414,558837750
291.539,558837875
291.664,558838000
291.789,558838125
291.914,558838250
292.039,558838375
292.164,558838500
292.289,558838625
292.414,558838750
292.516,558838875
292.664,558839000
292.789,558839125
292.914,558839250
293.039,558839375
293.164,558839500
293.289,558839625
293.414,558839750
293.539,558839875
293.664,558840000
293.789,558840125
293.914,558840250
294.016,558840375
294.164,558840500
294.289,558840625
294.414,558840750
294.539,558840875
294.664,558841000
294.788,558841125
294.913,558841250
295.038,558841375
295.163,558841500
295.288,558841625
295.413,558841750
295.538,558841875
295.663,558842000
295.788,558842125
295.913,558842250
296.038,558842375
296.163,558842500
296.288,558842625
296.413,558842750
296.538,558842875
296.663,558843000
296.766,558843125
296.913,558843250
297.038,558843375
297.163,558843500
297.288,558843625
297.413,558843750
297.538,558843875
297.663,558844000
297.788,558844125
297.913,558844250
298.016,558844375
298.163,558844500
298.288,558844625
298.413,558844750
298.538,558844875
298.663,558845000
298.788,558845125
298.913,558845250
299.038,558845375
299.163,558845500
299.288,558845625
299.413,558845750
299.516,558845875
299.663,558846000
299.788,558846125
299.913,558846250
300.038,558846375
300.163,558846500
300.288,558846625
300.413,558846750
300.538,558846875
300.663,558847000
300.788,558847125
300.913,558847250
301.038,558847375
301.163,558847500
301.288,558847625
301.413,558847750
301.538,558847875
301.663,558848000
301.788,558848125
301.913,558848250
302.016,558848375
302.163,558848500
302.266,558848625
302.413,558848750
302.538,558848875
302.663,558849000
302.766,558849125
302.913,558849250
303.038,558849375
303.163,558849500
303.288,558849625
303.413,558849750
303.538,558849875
303.663,558850000
303.788,558850125
303.913,558850250
304.038,558850375
304.163,558850500
304.288,558850625
304.413,558850750
304.516,558850875
304.663,558851000
304.766,558851125
304.913,558851250
305.016,558851375
305.163,558851500
305.288,558851625
305.412,558851750
305.537,558851875
305.662,558852000
305.787,558852125
305.912,558852250
306.037,558852375
306.162,558852500
306.287,558852625
306.412,558852750
306.537,558852875
306.662,558853000
306.787,558853125
306.912,558853250
307.037,558853375
307.162,558853500
307.287,558853625
307.412,558853750
307.537,558853875
307.662,558854000
307.766,558854125
307.912,558854250
308.037,558854375
308.162,558854500
308.287,558854625
