Time,ITOW
308.412,558854750
308.537,558854875
308.662,558855000
308.787,558855125
308.912,558855250
309.037,558855375
309.162,558855500
309.287,558855625
309.412,558855750
309.537,558855875
309.662,558856000
309.787,558856125
309.912,558856250
310.037,558856375
310.162,558856500
310.287,558856625
310.412,558856750
310.516,558856875
310.662,558857000
310.787,558857125
310.912,558857250
311.037,558857375
311.162,558857500
311.287,558857625
311.412,558857750
311.537,558857875
311.662,558858000
311.787,558858125
311.912,558858250
312.037,558858375
312.162,558858500
312.287,558858625
312.412,558858750
312.537,558858875
312.662,558859000
312.787,558859125
312.912,558859250
313.037,558859375
313.162,558859500
313.266,558859625
313.412,558859750
313.516,558859875
313.662,558860000
313.787,558860125
313.912,558860250
314.016,558860375
314.162,558860500
314.287,558860625
314.412,558860750
314.537,558860875
314.662,558861000
314.787,558861125
314.912,558861250
315.037,558861375
315.162,558861500
315.287,558861625
315.412,558861750
315.537,558861875
315.662,558862000
315.787,558862125
315.912,558862250
316.016,558862375
316.161,558862500
316.286,558862625
316.411,558862750
316.536,558862875
316.661,558863000
316.786,558863125
316.911,558863250
317.036,558863375
317.161,558863500
317.286,558863625
317.411,558863750
317.516,558863875
317.661,558864000
317.786,558864125
317.911,558864250
318.016,558864375
318.161,558864500
318.286,558864625
318.411,558864750
318.516,558864875
318.661,558865000
318.766,558865125
318.911,558865250
319.036,558865375
319.161,558865500
319.286,558865625
319.411,558865750
319.516,558865875
319.661,558866000
319.786,558866125
319.911,558866250
320.016,558866375
320.161,558866500
320.266,558866625
320.411,558866750
320.536,558866875
320.661,558867000
320.786,558867125
320.911,558867250
321.016,558867375
321.161,558867500
321.286,558867625
321.411,558867750
321.516,558867875
321.661,558868000
321.786,558868125
321.911,558868250
322.016,558868375
322.161,558868500
322.286,558868625
322.411,558868750
322.516,558868875
322.661,558869000
322.766,558869125
322.911,558869250
323.016,558869375
323.161,558869500
323.266,558869625
323.411,558869750
323.516,558869875
323.661,558870000
323.786,558870125
323.911,558870250
324.016,558870375
324.161,558870500
324.266,558870625
324.411,558870750
324.516,558870875
324.661,558871000
324.786,558871125
324.911,558871250
325.016,558871375
325.161,558871500
325.286,558871625
325.411,558871750
325.516,558871875
325.661,558872000
325.766,558872125
325.911,558872250
326.016,558872375
326.161,558872500
326.286,558872625
326.411,558872750
326.516,558872875
326.661,558873000
326.785,558873125
326.91,558873250
327.016,558873375
327.16,558873500
327.285,558873625
327.41,558873750
327.516,558873875
327.66,558874000
327.785,558874125
327.91,558874250
328.016,558874375
328.16,558874500
328.266,558874625
328.41,558874750
328.516,558874875
328.66,558875000
328.766,558875125
328.91,558875250
329.016,558875375
329.16,558875500
329.266,558875625
329.41,558875750
329.516,558875875
329.66,558876000
329.766,558876125
329.91,558876250
330.035,558876375
330.16,558876500
330.266,558876625
330.41,558876750
330.516,558876875
330.66,558877000
330.766,558877125
330.91,558877250
331.016,558877375
331.16,558877500
331.266,558877625
331.41,558877750
331.516,558877875
331.66,558878000
331.766,558878125
331.91,558878250
332.016,558878375
332.16,558878500
332.266,558878625
332.41,558878750
332.516,558878875
332.66,558879000
332.766,558879125
332.91,558879250
333.016,558879375
333.16,558879500
333.266,558879625
333.41,558879750
333.516,558879875
333.66,558880000
333.785,558880125
333.91,558880250
334.016,558880375
334.16,558880500
334.266,558880625
334.41,558880750
334.516,558880875
334.66,558881000
334.766,558881125
334.91,558881250
335.016,558881375
335.16,558881500
335.266,558881625
335.41,558881750
335.535,558881875
335.66,558882000
335.766,558882125
335.91,558882250
336.016,558882375
336.16,558882500
336.266,558882625
336.41,558882750
336.516,558882875
336.66,558883000
336.766,558883125
336.91,558883250
337.016,558883375
337.16,558883500
337.266,558883625
337.41,558883750
337.516,558883875
337.659,558884000
337.766,558884125
337.909,558884250
338.016,558884375
338.159,558884500
338.266,558884625
338.409,558884750
338.516,558884875
338.659,558885000
338.766,558885125
338.909,558885250
