Time,N_Satellites
288.414,16
288.516,15
288.664,15
288.789,15
288.914,16
289.039,16
289.164,15
289.289,15
289.414,15
289.539,15
289.664,16
289.766,16
289.914,16
290.039,16
290.164,16
290.289,16
290.414,16
290.516,16
290.664,16
290.789,16
290.914,16
291.039,16
291.164,15
291.266,16
291.414,16
291.539,15
291.664,16
291.789,16
291.914,16
292.039,16
292.164,16
292.289,16
292.414,16
292.516,16
292.664,16
292.789,16
292.914,16
293.039,16
293.164,16
293.289,16
293.414,16
293.539,16
293.664,16
293.789,16
293.914,16
294.016,16
294.164,16
294.289,16
294.414,16
294.539,16
294.664,16
294.788,16
294.913,16
295.038,16
295.163,16
295.288,16
295.413,16
295.538,16
295.663,16
295.788,16
295.913,16
296.038,16
296.163,16
296.288,15
296.413,15
296.538,15
296.663,15
296.766,15
296.913,15
297.038,15
297.163,15
297.288,15
297.413,15
297.538,15
297.663,15
297.788,14
297.913,14
298.016,14
298.163,14
298.288,14
298.413,14
298.538,14
298.663,14
298.788,14
298.913,14
299.038,14
299.163,14
299.288,14
299.413,14
299.516,14
299.663,14
299.788,14
299.913,14
300.038,14
300.163,14
300.288,14
300.413,14
300.538,14
300.663,14
300.788,14
300.913,14
301.038,14
301.163,14
301.288,14
301.413,14
301.538,14
301.663,14
301.788,14
301.913,14
302.016,14
302.163,14
302.266,14
302.413,14
302.538,14
302.663,14
302.766,14
302.913,15
303.038,15
303.163,14
303.288,15
303.413,15
303.538,15
303.663,14
303.788,14
303.913,14
304.038,15
304.163,15
304.288,15
304.413,15
304.516,14
304.663,14
304.766,13
304.913,14
305.016,14
305.163,14
305.288,15
305.412,15
305.537,15
305.662,15
305.787,15
305.912,15
306.037,15
306.162,15
306.287,15
306.412,15
306.537,15
306.662,15
306.787,15
306.912,15
307.037,16
307.162,16
307.287,16
307.412,16
307.537,16
307.662,16
307.766,16
307.912,16
308.037,16
308.162,16
308.287,16
308.412,16
308.537,16
308.662,16
308.787,16
308.912,16
309.037,16
309.162,16
309.287,16
309.412,16
309.537,16
309.662,16
309.787,16
309.912,16
310.037,16
310.162,16
310.287,16
310.412,16
310.516,16
310.662,16
310.787,16
310.912,16
311.037,16
311.162,16
311.287,16
311.412,16
311.537,16
311.662,16
311.787,16
311.912,16
312.037,16
312.162,16
312.287,16
312.412,16
312.537,16
312.662,16
312.787,16
312.912,16
313.037,16
313.162,16
313.266,16
313.412,16
313.516,16
313.662,16
313.787,16
313.912,16
314.016,16
314.162,16
314.287,16
314.412,16
314.537,16
314.662,16
314.787,16
314.912,16
315.037,16
315.162,16
315.287,16
315.412,16
315.537,16
315.662,16
315.787,16
315.912,16
316.016,16
316.161,16
316.286,16
316.411,16
316.536,16
316.661,16
316.786,16
316.911,16
317.036,16
317.161,16
317.286,16
317.411,16
317.516,16
317.661,16
317.786,16
317.911,16
318.016,16
318.161,16
318.286,16
318.411,16
318.516,16
318.661,16
318.766,16
318.911,16
319.036,16
319.161,16
319.286,16
319.411,16
319.516,16
319.661,16
319.786,16
319.911,16
320.016,16
320.161,16
320.266,16
320.411,16
320.536,16
320.661,16
320.786,16
320.911,16
321.016,16
321.161,16
321.286,16
321.411,16
321.516,16
321.661,16
321.786,16
321.911,16
322.016,16
322.161,16
322.286,16
322.411,16
322.516,16
322.661,16
322.766,16
322.911,16
323.016,16
323.161,16
323.266,16
323.411,16
323.516,16
323.661,16
323.786,16
323.911,16
324.016,16
324.161,16
324.266,16
324.411,16
324.516,16
324.661,16
324.786,16
324.911,16
325.016,16
325.161,16
325.286,16
325.411,16
325.516,16
325.661,16
325.766,16
325.911,16
326.016,16
326.161,16
326.286,16
326.411,16
326.516,16
326.661,16
326.785,15
326.91,15
327.016,15
327.16,16
327.285,16
327.41,16
327.516,16
327.66,16
327.785,16
327.91,16
328.016,16
328.16,16
328.266,16
328.41,16
328.516,16
328.66,16
328.766,16
328.91,16
329.016,16
329.16,16
329.266,16
329.41,16
329.516,16
329.66,16
329.766,16
329.91,16
330.035,16
330.16,16
330.266,16
330.41,16
330.516,16
330.66,16
330.766,16
330.91,16
331.016,16
331.16,16
331.266,16
331.41,16
331.516,16
331.66,16
331.766,16
331.91,16
332.016,16
332.16,16
332.266,16
332.41,16
332.516,16
332.66,16
332.766,16
332.91,16
333.016,16
333.16,16
333.266,16
333.41,16
333.516,16
333.66,16
333.785,16
333.91,16
334.016,16
334.16,16
334.266,16
334.41,16
334.516,16
334.66,16
334.766,16
334.91,16
335.016,16
335.16,16
335.266,16
335.41,16
335.535,16
335.66,16
335.766,16
335.91,16
336.016,16
336.16,16
336.266,16
336.41,16
336.516,16
336.66,16
336.766,16
336.91,16
337.016,16
337.16,15
337.266,15
337.41,16
337.516,16
337.659,16
337.766,16
337.909,16
338.016,16
338.159,16
338.266,16
338.409,16
338.516,16
338.659,15
338.766,15
338.909,16
