Time,Week_N
288.414,1880
288.516,1880
288.664,1880
288.789,1880
288.914,1880
289.039,1880
289.164,1880
289.289,1880
289.414,1880
289.539,1880
289.664,1880
289.766,1880
289.914,1880
290.039,1880
290.164,1880
290.289,1880
290.414,1880
290.516,1880
290.664,1880
290.789,1880
290.914,1880
291.039,1880
291.164,1880
291.266,1880
291.414,1880
291.539,1880
291.664,1880
291.789,1880
291.914,1880
292.039,1880
292.164,1880
292.289,1880
292.414,1880
292.516,1880
292.664,1880
292.789,1880
292.914,1880
293.039,1880
293.164,1880
293.289,1880
293.414,1880
293.539,1880
293.664,1880
293.789,1880
293.914,1880
294.016,1880
294.164,1880
294.289,1880
294.414,1880
294.539,1880
294.664,1880
294.788,1880
294.913,1880
295.038,1880
295.163,1880
295.288,1880
295.413,1880
295.538,1880
295.663,1880
295.788,1880
295.913,1880
296.038,1880
296.163,1880
296.288,1880
296.413,1880
296.538,1880
296.663,1880
296.766,1880
296.913,1880
297.038,1880
297.163,1880
297.288,1880
297.413,1880
297.538,1880
297.663,1880
297.788,1880
297.913,1880
298.016,1880
298.163,1880
298.288,1880
298.413,1880
298.538,1880
298.663,1880
298.788,1880
298.913,1880
299.038,1880
299.163,1880
299.288,1880
299.413,1880
299.516,1880
299.663,1880
299.788,1880
299.913,1880
300.038,1880
300.163,1880
300.288,1880
300.413,1880
300.538,1880
300.663,1880
300.788,1880
300.913,1880
301.038,1880
301.163,1880
301.288,1880
301.413,1880
301.538,1880
301.663,1880
301.788,1880
301.913,1880
302.016,1880
302.163,1880
302.266,1880
302.413,1880
302.538,1880
302.663,1880
302.766,1880
302.913,1880
303.038,1880
303.163,1880
303.288,1880
303.413,1880
303.538,1880
303.663,1880
303.788,1880
303.913,1880
304.038,1880
304.163,1880
304.288,1880
304.413,1880
304.516,1880
304.663,1880
304.766,1880
304.913,1880
305.016,1880
305.163,1880
305.288,1880
305.412,1880
305.537,1880
305.662,1880
305.787,1880
305.912,1880
306.037,1880
306.162,1880
306.287,1880
306.412,1880
306.537,1880
306.662,1880
306.787,1880
306.912,1880
307.037,1880
307.162,1880
307.287,1880
307.412,1880
307.537,1880
307.662,1880
307.766,1880
307.912,1880
308.037,1880
308.162,1880
308.287,1880
308.412,1880
308.537,1880
308.662,1880
308.787,1880
308.912,1880
309.037,1880
309.162,1880
309.287,1880
309.412,1880
309.537,1880
309.662,1880
309.787,1880
309.912,1880
310.037,1880
310.162,1880
310.287,1880
310.412,1880
310.516,1880
310.662,1880
310.787,1880
310.912,1880
311.037,1880
311.162,1880
311.287,1880
311.412,1880
311.537,1880
311.662,1880
311.787,1880
311.912,1880
312.037,1880
312.162,1880
312.287,1880
312.412,1880
312.537,1880
312.662,1880
312.787,1880
312.912,1880
313.037,1880
313.162,1880
313.266,1880
313.412,1880
313.516,1880
313.662,1880
313.787,1880
313.912,1880
314.016,1880
314.162,1880
314.287,1880
314.412,1880
314.537,1880
314.662,1880
314.787,1880
314.912,1880
315.037,1880
315.162,1880
315.287,1880
315.412,1880
315.537,1880
315.662,1880
315.787,1880
315.912,1880
316.016,1880
316.161,1880
316.286,1880
316.411,1880
316.536,1880
316.661,1880
316.786,1880
316.911,1880
317.036,1880
317.161,1880
317.286,1880
317.411,1880
317.516,1880
317.661,1880
317.786,1880
317.911,1880
318.016,1880
318.161,1880
318.286,1880
318.411,1880
318.516,1880
318.661,1880
318.766,1880
318.911,1880
319.036,1880
319.161,1880
319.286,1880
319.411,1880
319.516,1880
319.661,1880
319.786,1880
319.911,1880
320.016,1880
320.161,1880
320.266,1880
320.411,1880
320.536,1880
320.661,1880
320.786,1880
320.911,1880
321.016,1880
321.161,1880
321.286,1880
321.411,1880
321.516,1880
321.661,1880
321.786,1880
321.911,1880
322.016,1880
322.161,1880
322.286,1880
322.411,1880
322.516,1880
322.661,1880
322.766,1880
322.911,1880
323.016,1880
323.161,1880
323.266,1880
323.411,1880
323.516,1880
323.661,1880
323.786,1880
323.911,1880
324.016,1880
324.161,1880
324.266,1880
324.411,1880
324.516,1880
324.661,1880
324.786,1880
324.911,1880
325.016,1880
325.161,1880
325.286,1880
325.411,1880
325.516,1880
325.661,1880
325.766,1880
325.911,1880
326.016,1880
326.161,1880
326.286,1880
326.411,1880
326.516,1880
326.661,1880
326.785,1880
326.91,1880
327.016,1880
327.16,1880
327.285,1880
327.41,1880
327.516,1880
327.66,1880
327.785,1880
327.91,1880
328.016,1880
328.16,1880
328.266,1880
328.41,1880
328.516,1880
328.66,1880
328.766,1880
328.91,1880
329.016,1880
329.16,1880
329.266,1880
329.41,1880
329.516,1880
329.66,1880
329.766,1880
329.91,1880
330.035,1880
330.16,1880
330.266,1880
330.41,1880
330.516,1880
330.66,1880
330.766,1880
330.91,1880
331.016,1880
331.16,1880
331.266,1880
331.41,1880
331.516,1880
331.66,1880
331.766,1880
331.91,1880
332.016,1880
332.16,1880
332.266,1880
332.41,1880
332.516,1880
332.66,1880
332.766,1880
332.91,1880
333.016,1880
333.16,1880
333.266,1880
333.41,1880
333.516,1880
333.66,1880
333.785,1880
333.91,1880
334.016,1880
334.16,1880
334.266,1880
334.41,1880
334.516,1880
334.66,1880
334.766,1880
334.91,1880
335.016,1880
335.16,1880
335.266,1880
335.41,1880
335.535,1880
335.66,1880
335.766,1880
335.91,1880
336.016,1880
336.16,1880
336.266,1880
336.41,1880
336.516,1880
336.66,1880
336.766,1880
336.91,1880
337.016,1880
337.16,1880
337.266,1880
337.41,1880
337.516,1880
337.659,1880
337.766,1880
337.909,1880
338.016,1880
338.159,1880
338.266,1880
338.409,1880
338.516,1880
338.659,1880
338.766,1880
338.909,1880
