Time,Exhaust_Temp
439.554,535
439.604,536
439.654,537
439.704,538.5
439.754,539.5
439.804,540.5
439.854,541.5
439.904,542.5
439.954,543.5
440.004,544
440.054,545
440.104,546
440.154,547
440.204,548
440.254,549
440.304,550
440.354,550.5
440.404,551
440.454,551.5
440.504,552.5
440.554,552.5
440.604,553
440.654,553.5
440.704,554
440.754,554.5
440.804,554.5
440.854,555
440.904,555
440.954,555.5
441.004,555.5
441.054,556
441.104,556
441.154,556.5
441.204,556.5
441.254,556.5
441.304,556.5
441.354,556.5
441.404,556.5
441.454,556.5
441.504,556.5
441.554,556.5
441.604,556.5
441.654,556.5
441.704,556.5
441.754,556.5
441.804,556.5
441.854,556.5
441.904,557
441.954,557
442.004,557.5
442.054,558
442.103,558
442.153,558.5
442.203,559
442.253,559.5
442.303,560
442.353,560.5
442.403,561
442.453,561.5
442.503,562
442.553,562.5
442.603,563
442.653,563.5
442.703,564
442.753,565
442.803,565.5
442.853,566
442.903,566.5
442.953,567
443.003,567.5
443.053,568
443.103,568.5
443.153,569
443.203,569.5
443.253,570
443.303,570.5
443.353,571
443.403,571.5
443.453,572
443.503,572.5
443.553,573.5
443.603,574
443.653,574.5
443.703,575.5
443.753,576
443.803,577
443.853,577.5
443.903,578.5
443.953,579.5
444.003,580
444.053,581
444.103,581.5
444.153,582
444.203,582.5
444.253,583
444.303,584
444.353,584.5
444.403,585
444.453,586
444.503,586.5
444.553,587
444.603,587.5
444.653,588.5
444.703,589
444.752,589.5
444.802,590
444.852,590.5
444.902,591
444.952,591
445.002,591.5
445.052,591.5
445.102,592
445.152,592
445.202,592.5
445.252,592.5
445.302,593
445.352,593
445.402,593
445.452,593.5
445.502,593.5
445.552,593.5
445.602,594
445.652,594
445.702,594
445.752,594.5
445.802,594.5
445.852,594.5
445.902,594
445.952,594
446.002,594
446.052,593.5
446.102,593.5
446.152,593
446.202,593
446.252,593
446.302,593
446.352,592.5
446.402,592.5
446.452,592.5
446.502,592
446.552,591.5
446.602,591.5
446.652,591
446.702,590
446.752,589.5
446.802,588.5
446.852,587
446.902,586
446.952,584.5
447.002,583
447.052,581.5
447.102,579.5
447.152,577.5
447.202,575.5
447.252,573.5
447.302,571.5
447.351,569.5
447.401,567
447.451,565
447.501,562.5
447.551,560
447.601,558
447.651,555.5
447.701,553
447.751,550
447.801,547.5
447.851,545
447.901,542.5
447.951,540
448.001,537.5
448.051,535.5
448.101,533
448.151,531
448.201,529
448.251,527
448.301,525
448.351,523.5
448.401,521.5
448.451,520
448.501,518.5
448.551,517
448.601,515.5
448.651,514.5
448.701,513.5
448.751,512.5
448.801,511.5
448.851,510.75
448.901,510
448.951,509.25
449.001,508.75
449.051,508.25
449.101,507.75
449.151,507.25
449.201,507
449.251,506.5
449.301,506.25
449.351,506
449.401,505.75
449.451,505.75
449.501,505.5
449.551,505.5
449.601,505.5
449.651,505.75
449.701,505.75
449.751,506
449.801,506.25
449.851,506.5
449.901,506.75
449.951,506.75
450,507
450.05,507.25
450.1,507.5
450.15,507.75
450.2,508
450.25,508.25
450.3,508.5
450.35,508.75
450.4,509
450.45,509.5
450.5,509.75
450.55,510.25
450.6,510.5
450.65,511
450.7,511.25
450.75,511.75
450.8,512
450.85,512.5
450.9,513
450.95,514
451,514.5
451.05,515
451.1,515.5
451.15,516
451.2,516.5
451.25,517.5
451.3,518
451.35,518.5
451.4,519
451.45,520
451.5,520.5
451.55,521
451.6,521.5
451.65,522
451.7,523
451.75,523.5
451.8,524
451.85,524.5
451.9,525
451.95,526
452,526.5
452.05,527
452.1,527.5
452.15,528
452.2,528
452.25,528
452.3,528
452.35,528
452.4,527.5
452.45,526.5
452.5,526
452.55,525
452.6,524
452.649,522.5
452.699,521.5
452.749,520
452.799,518.5
452.849,516.5
452.899,515
452.949,513
452.999,511.5
453.049,509.75
453.099,508.25
453.149,506.75
453.199,505
453.249,503.75
453.299,502.25
453.349,501.25
453.399,500
453.449,499.25
453.499,498.5
453.549,497.75
453.599,497.25
453.649,497
453.699,496.75
453.749,496.5
453.799,496.5
453.849,496.5
453.899,496.5
453.949,496.5
453.999,496.5
454.049,496.75
454.099,497
454.149,497.5
454.199,497.75
454.249,498.25
454.299,498.5
454.349,499
454.399,499.5
454.449,500
454.499,500.5
454.549,501
454.599,501.5
454.649,502
454.699,502.5
454.749,503.25
454.799,504
454.849,504.75
454.899,505.5
454.949,506
454.999,506.75
455.049,507.5
455.099,508
455.149,508.75
455.199,509.25
455.248,510
455.298,510.75
455.348,511.25
455.398,512
455.448,512.5
455.498,513
455.548,513.5
455.598,514.5
455.648,515
455.698,516
455.748,516.5
455.798,517.5
455.848,518
455.898,519
455.948,519.5
455.998,520
456.048,521
456.098,521.5
456.148,522.5
456.198,523
456.248,523.5
456.298,524
456.348,525
456.398,525.5
456.448,526
456.498,526.5
456.548,527.5
456.598,528
456.648,528.5
456.698,529
456.748,529.5
456.798,530.5
456.848,531
456.898,531.5
456.948,532.5
456.998,533
457.048,533.5
457.098,534.5
457.148,535
457.198,536
457.248,536.5
457.298,537.5
457.348,538
457.398,538.5
457.448,539
457.498,539.5
457.548,539.5
457.598,540
457.648,539.5
457.698,539.5
457.748,539
457.798,538.5
457.848,538
457.897,537
457.947,536
457.997,535
458.047,534
458.097,532.5
458.147,531.5
458.197,530
458.247,528
458.297,526.5
458.347,525
458.397,523
458.447,521.5
458.497,519.5
458.547,517.5
458.597,515.5
458.647,513.5
458.697,511.75
458.747,509.75
458.797,507.75
458.847,505.5
458.897,503.25
458.947,501
458.997,499
459.047,496.75
459.097,494.75
459.147,492.75
459.197,490.75
459.247,489
459.297,487.5
459.347,486
459.397,484.5
459.447,483
459.497,481.75
459.547,480.75
459.597,479.75
459.647,478.75
459.697,477.75
459.747,477
459.797,476.5
459.847,476
459.897,475.5
459.947,475
459.997,474.75
460.047,474.5
460.097,474.25
460.147,474
460.197,473.75
460.247,473.5
460.297,473.25
460.347,473
460.397,472.75
460.447,472.75
460.496,472.5
460.546,472.5
460.596,472.5
460.646,472.5
460.696,472.75
460.746,473
460.796,473.25
460.846,473.5
460.896,473.75
460.946,474.25
460.996,474.5
461.046,474.75
461.096,475.25
461.146,475.5
461.196,476
461.246,476.5
461.296,477
461.346,477.75
461.396,478.25
461.446,479
461.496,479.75
461.546,480.5
461.596,481.25
461.646,481.75
461.696,482.5
461.746,483.25
461.796,484
461.846,484.75
461.896,485.5
461.946,486.25
461.996,487.25
462.046,488.25
462.096,489
462.146,490
462.196,491
462.246,492
462.296,492.75
462.346,493.75
462.396,494.5
462.446,495.5
462.496,496.5
462.546,497.25
462.596,498.25
462.646,499
462.696,499.75
462.746,500.75
462.796,501.5
462.846,502.25
462.896,503
462.946,504
462.996,504.75
463.046,505.5
463.095,506.25
463.145,507
463.195,507.75
463.245,508.5
463.295,509.25
463.345,509.75
463.395,510
463.445,510.25
463.495,510.25
463.545,510
463.595,509.75
463.645,509
463.695,508.25
463.745,507.5
463.795,506.5
463.845,505.5
463.895,504.5
463.945,503.75
463.995,502.75
464.045,502.25
464.095,501.5
464.145,501
464.195,500.5
464.245,500
464.295,499.5
464.345,499.25
464.395,498.75
464.445,498.75
464.495,498.5
464.545,498.75
464.595,498.75
464.645,499
464.695,499.25
464.745,499.5
464.795,500
464.845,500.25
464.895,500.5
464.945,500.75
464.995,501.25
465.045,501.75
465.095,502.25
465.145,502.75
465.195,503.5
465.245,504.25
465.295,505
465.345,505.75
465.395,506.5
465.445,507
465.495,507.75
465.545,508.25
465.595,508.5
465.645,509
465.695,509.5
465.744,510.25
465.794,510.75
465.844,511.5
465.894,512
465.944,513
465.994,513.5
466.044,514
466.094,514.5
466.144,515.5
466.194,516
466.244,517
466.294,517.5
466.344,518
466.394,519
466.444,519.5
466.494,520.5
466.544,521
466.594,522
466.644,523
466.694,523.5
466.744,524.5
466.794,525.5
466.844,526.5
466.894,527
466.944,528
466.994,529
467.044,529.5
467.094,530.5
467.144,531
467.194,532
467.244,532.5
467.294,533
467.344,534
467.394,534
467.444,534.5
467.494,534.5
467.544,535
467.594,534.5
467.644,534.5
467.694,534
467.744,533.5
467.794,532.5
467.844,532
467.894,531
467.944,530
467.994,528.5
468.044,527
468.094,526
468.144,524.5
468.194,522.5
468.244,521
468.294,519.5
468.343,517.5
468.393,515.5
468.443,513.5
468.493,511.75
468.543,510
468.593,508
468.643,505.75
468.693,503.75
468.743,501.75
468.793,499.75
468.843,497.5
468.893,495.25
468.943,493.25
468.993,491
469.043,488.75
469.093,486.5
469.143,484.25
469.193,482
469.243,480
469.293,478
469.343,476
469.393,474.25
469.443,472.75
469.493,471.5
469.543,470.25
469.593,469
469.643,468
469.693,467
469.743,466.25
469.793,465.5
469.843,464.75
469.893,464.25
469.943,463.75
469.993,463.5
470.043,463
470.093,462.75
470.143,462.5
470.193,462.25
470.243,462
470.293,461.75
470.343,461.75
470.393,461.75
470.443,462
470.493,462
470.543,462.25
470.593,462.25
470.643,462.25
470.693,462.25
470.743,462.5
470.793,462.5
470.843,462.75
470.893,463
470.943,463.25
470.992,463.5
471.042,463.75
471.092,464
471.142,464.5
471.192,465
471.242,465.5
471.292,466
471.342,466.5
471.392,467
471.442,467.5
471.492,468
471.542,468.5
471.592,469
471.642,469.75
471.692,470.25
471.742,470.5
471.792,471
471.842,471
471.892,471.25
471.942,471
471.992,470.75
472.042,470.25
472.092,469.75
472.142,469
472.192,468
472.242,467.25
472.292,466
472.342,465
472.392,463.75
472.442,462.25
472.492,461
472.542,459.5
472.592,458
472.642,456.5
472.692,455.25
472.742,454
472.792,452.75
472.842,451.75
472.892,450.75
472.942,450
472.992,449.25
473.042,448.5
473.092,448
473.142,447.5
473.192,447.25
473.242,446.75
473.292,446.5
473.342,446.25
473.392,446
473.442,446
473.492,445.75
473.542,445.75
473.591,445.75
473.641,445.75
473.691,446
473.741,446.25
473.791,446.5
473.841,446.75
473.891,447
473.941,447.25
473.991,447.75
474.041,448.25
474.091,448.5
474.141,449
474.191,449.5
474.241,450
474.291,450.5
474.341,451.25
474.391,452
474.441,452.5
474.491,453.25
474.541,454
474.591,454.5
474.641,455.5
474.691,456.25
474.741,457
474.791,458
474.841,458.75
474.891,459.75
474.941,460.75
474.991,462
475.041,463
475.091,464
475.141,465.25
475.191,466.25
475.241,467.25
475.291,468.25
475.341,469.25
475.391,470.25
475.441,471.25
475.491,472.25
475.541,473.25
475.591,474.25
475.641,475
475.691,476
475.741,477
475.791,478
475.841,479
475.891,479.75
475.941,480.5
475.991,481.5
476.041,482.25
476.091,483
476.141,484
476.191,484.75
476.24,485.75
476.29,486.75
476.34,487.5
476.39,488.5
476.44,489.5
476.49,490.25
476.54,491
476.59,491.75
476.64,492.75
476.69,493.5
476.74,494.5
476.79,495.25
476.84,496.25
476.89,497
476.94,497.75
476.99,498.25
477.04,499
477.09,499.25
477.14,499.5
477.19,499.5
477.24,499.5
477.29,499
477.34,498.5
477.39,498
477.44,497.25
477.49,496.25
477.54,495.5
477.59,494.25
477.64,493.25
477.69,492
477.74,490.75
477.79,489.5
477.84,488
477.89,486.75
477.94,485.25
477.99,483.5
478.04,482
478.09,480.25
478.14,478.5
478.19,476.5
478.24,474.75
478.29,472.75
478.34,471
478.39,469
478.44,467
478.49,465.25
478.54,463.25
478.59,461.5
478.64,460
478.69,458.5
478.74,457.25
478.79,456
478.84,454.75
478.889,454
478.939,453
478.989,452.25
479.039,451.5
479.089,450.75
479.139,450.25
479.189,449.75
479.239,449.5
479.289,449.25
479.339,449
479.389,448.75
479.439,448.75
479.489,448.75
479.539,448.75
479.589,448.75
479.639,448.75
479.689,449
479.739,449.25
479.789,449.5
479.839,449.75
479.889,450
479.939,450.25
479.989,450.75
480.039,451
480.089,451.5
480.139,451.75
480.189,452.25
480.239,452.75
480.289,453.25
480.339,453.75
480.389,454.5
480.439,455
480.489,455.5
480.539,456.25
480.589,456.75
480.639,457.5
480.689,458
480.739,458.75
480.789,459.5
480.839,460.5
480.889,461.25
480.939,462.25
480.989,463
481.039,464
481.089,465
481.139,466
481.189,467
481.239,468
481.289,469
481.339,470
481.389,470.75
481.439,471.75
481.488,472.5
481.538,473.5
481.588,474.5
481.638,475.5
481.688,476.5
481.738,477.75
481.788,478.75
481.838,479.75
481.888,480.75
481.938,482
481.988,483
482.038,484
482.088,485
482.138,486.25
482.188,487.25
482.238,488.25
482.288,489
482.338,490
482.388,490.75
482.438,491.5
482.488,492.25
482.538,493
482.588,493.75
482.638,494.5
482.688,495.25
482.738,496
482.788,497
482.838,498
482.888,499
482.938,499.75
482.988,500.75
483.038,501.75
483.088,502.75
483.138,503.75
483.188,504.5
483.238,505.5
483.288,506.25
483.338,507.25
483.388,508.25
483.438,509.25
483.488,510
483.538,510.75
483.588,511.5
483.638,512
483.688,513
483.738,513.5
483.788,514.5
483.838,515
483.888,515.5
483.938,516
483.988,516.5
484.038,516.5
484.087,516.5
484.137,516.5
484.187,516
484.237,515.5
484.287,514.5
484.337,513.5
484.387,512.5
484.437,511.5
484.487,510.25
484.537,508.75
484.587,507.5
484.637,506.25
484.687,504.75
484.737,503.5
484.787,502.5
484.837,501.5
484.887,500.5
484.937,499.75
484.987,498.75
485.037,498.25
485.087,497.5
485.137,497
485.187,496.5
485.237,496.25
485.287,495.75
485.337,495.5
485.387,495.5
485.437,495.5
485.487,495.75
485.537,495.75
485.587,496
485.637,496.5
485.687,496.75
485.737,497
485.787,497.25
485.837,497.5
485.887,497.75
485.937,498
485.987,498.25
486.037,498.5
486.087,498.5
486.137,498.5
486.187,498.5
486.237,498.5
486.287,498.5
486.337,498.5
486.387,498.25
486.437,498.25
486.487,498.25
486.537,498.25
486.587,498
486.637,498.25
486.687,498.25
486.736,498.5
486.786,498.75
486.836,499
486.886,499.25
486.936,499.75
486.986,500.25
487.036,500.75
487.086,501.25
487.136,502
487.186,502.75
487.236,503.25
487.286,504
487.336,504.5
487.386,505
487.436,505.5
487.486,506
487.536,506.5
487.586,507
487.636,507.75
487.686,508.25
487.736,509
487.786,509.5
487.836,510.25
487.886,511
487.936,511.5
487.986,512
488.036,513
488.086,513.5
488.136,514.5
488.186,515
488.236,516
488.286,516.5
488.336,517.5
488.386,518.5
488.436,519
488.486,520
488.536,521
488.586,522
488.636,523
488.686,524
488.736,525
488.786,526
488.836,527
488.886,528
488.936,529
488.986,530
489.036,531
489.086,532
489.136,533
489.186,534
489.236,535
489.286,536
