Time,AccelerometerY
439.531,0.363037109375
439.541,0.367919921875
439.551,0.338623046875
439.561,0.2469482421875
439.571,0.116455078125
439.606,-0.0102386474609375
439.616,-0.09393310546875
439.626,-0.11962890625
439.636,-0.11175537109375
439.646,-0.116455078125
439.656,-0.157958984375
439.666,-0.2164306640625
439.676,-0.266845703125
439.686,-0.32421875
439.696,-0.410400390625
439.706,-0.489990234375
439.716,-0.492431640625
439.726,-0.400146484375
439.736,-0.275634765625
439.746,-0.200927734375
439.756,-0.206787109375
439.766,-0.2578125
439.776,-0.296142578125
439.786,-0.294921875
439.796,-0.25927734375
439.799,-0.05657958984375
439.809,-0.1060791015625
439.819,-0.1309814453125
439.829,-0.1395263671875
439.839,-0.1475830078125
439.849,-0.1434326171875
439.859,-0.10546875
439.869,-0.03857421875
439.879,0.02252197265625
439.889,0.043853759765625
439.899,0.0263519287109375
439.909,0.00310134887695312
439.919,0.00620269775390625
439.929,0.038543701171875
439.939,0.07391357421875
439.949,0.0948486328125
439.958,0.11761474609375
439.968,0.1561279296875
439.978,0.1807861328125
439.988,0.149169921875
439.998,0.08148193359375
440.008,0.053924560546875
440.018,0.09576416015625
440.028,0.147705078125
440.038,0.1322021484375
440.048,0.03570556640625
440.058,-0.071533203125
440.068,-0.09222412109375
440.078,-0.00891876220703125
440.088,0.084716796875
440.098,0.09356689453125
440.108,0.0234832763671875
440.118,-0.0511474609375
440.128,-0.08807373046875
440.138,-0.12200927734375
440.148,-0.208984375
440.157,-0.339599609375
440.167,-0.43798828125
440.177,-0.458251953125
440.187,-0.444091796875
440.197,-0.46875
440.207,-0.5615234375
440.217,-0.69580078125
440.227,-0.80126953125
440.237,-0.81640625
440.247,-0.75341796875
440.257,-0.6806640625
440.267,-0.63232421875
440.277,-0.58642578125
440.287,-0.51318359375
440.297,-0.410400390625
440.307,-0.298828125
440.317,-0.21142578125
440.327,-0.1805419921875
440.337,-0.2071533203125
440.347,-0.257080078125
440.352,-0.453125
440.362,-0.50390625
440.372,-0.58642578125
440.382,-0.662109375
440.392,-0.6806640625
440.402,-0.62939453125
440.412,-0.544921875
440.422,-0.47314453125
440.432,-0.42529296875
440.442,-0.393310546875
440.452,-0.38818359375
440.462,-0.4208984375
440.472,-0.46435546875
440.482,-0.487060546875
440.492,-0.497314453125
440.502,-0.52294921875
440.509,-0.5712890625
440.519,-0.61767578125
440.529,-0.623046875
440.539,-0.5791015625
440.549,-0.529296875
440.559,-0.52880859375
440.569,-0.5966796875
440.579,-0.70166015625
440.589,-0.79296875
440.599,-0.84326171875
440.609,-0.85400390625
440.619,-0.83544921875
440.629,-0.79345703125
440.639,-0.72021484375
440.649,-0.60888671875
440.659,-0.48681640625
440.669,-0.400634765625
440.679,-0.386962890625
440.689,-0.451171875
440.699,-0.56298828125
440.708,-0.6826171875
440.718,-0.78955078125
440.728,-0.87939453125
440.738,-0.94189453125
440.748,-0.9609375
440.758,-0.935546875
440.768,-0.89306640625
440.778,-0.8623046875
440.788,-0.8544921875
440.798,-0.8662109375
440.808,-0.88330078125
440.818,-0.8935546875
440.828,-0.8974609375
440.838,-0.89794921875
440.848,-0.89453125
440.858,-0.888671875
440.868,-0.88818359375
440.878,-0.900390625
440.888,-0.93212890625
440.898,-0.99072265625
440.907,-1.0849609375
440.917,-1.20703125
440.927,-1.3349609375
440.937,-1.44140625
440.947,-1.5078125
440.957,-1.5263671875
440.967,-1.505859375
440.977,-1.458984375
440.987,-1.3818359375
440.997,-1.26171875
441.007,-1.1064453125
441.017,-0.94287109375
441.027,-0.8056640625
441.037,-0.716796875
441.047,-0.6748046875
441.057,-0.6669921875
441.067,-0.69189453125
441.077,-0.76025390625
441.087,-0.87548828125
441.097,-1.029296875
441.102,-1.798828125
441.112,-1.75
441.122,-1.6328125
441.132,-1.517578125
441.142,-1.4501953125
441.152,-1.4287109375
441.162,-1.4296875
441.172,-1.4384765625
441.182,-1.455078125
441.192,-1.4775390625
441.202,-1.4921875
441.212,-1.4736328125
441.222,-1.4072265625
441.232,-1.310546875
441.242,-1.2451171875
441.252,-1.2744140625
441.259,-1.4091796875
441.269,-1.603515625
441.279,-1.78515625
441.289,-1.8984375
441.299,-1.9384765625
441.309,-1.935546875
441.319,-1.923828125
441.329,-1.916015625
441.339,-1.92578125
441.349,-1.95703125
441.359,-1.986328125
441.369,-1.9775390625
441.379,-1.9208984375
441.389,-1.8330078125
441.399,-1.7421875
441.409,-1.6728515625
441.419,-1.6376953125
441.429,-1.6337890625
441.439,-1.650390625
441.449,-1.6708984375
441.458,-1.671875
441.468,-1.6376953125
441.478,-1.568359375
441.488,-1.4931640625
441.498,-1.4482421875
441.508,-1.4501953125
441.518,-1.4931640625
441.528,-1.580078125
441.538,-1.71875
441.548,-1.8994140625
441.558,-2.080078125
441.568,-2.2265625
441.578,-2.337890625
441.588,-2.423828125
441.598,-2.470703125
441.608,-2.453125
441.618,-2.353515625
441.628,-2.16796875
441.638,-1.916015625
441.648,-1.630859375
441.657,-1.3505859375
441.667,-1.1142578125
441.677,-0.9599609375
