Time,GPS_Speed
339.1,32.0938301086426
339.2,32.1013717651367
339.3,32.141429901123
339.4,32.3291778564453
339.5,32.5047264099121
339.6,32.5726432800293
339.7,32.6086540222168
339.8,32.6062545776367
339.9,32.5617752075195
340,32.5536727905273
340.1,32.4994926452637
340.2,32.4356460571289
340.3,32.3593215942383
340.4,32.2593460083008
340.5,32.3248176574707
340.6,32.1597366333008
340.7,32.0705299377441
340.8,32.1060829162598
340.9,32.0404891967773
341,31.9848461151123
341.1,31.9809169769287
341.2,31.9813861846924
341.3,31.9848880767822
341.4,32.008975982666
341.5,32.1058120727539
341.6,32.2514572143555
341.7,32.2747650146484
341.8,32.1882743835449
341.9,32.2525062561035
342,31.4916515350342
342.1,31.1654853820801
342.2,31.027400970459
342.3,31.0166511535645
342.4,31.0023994445801
342.5,30.6038379669189
342.6,30.7758388519287
342.7,30.9274978637695
342.8,30.8609485626221
342.9,30.7514495849609
343,30.8745937347412
343.1,31.0828876495361
343.2,31.2314014434814
343.3,31.2630462646484
343.4,31.2678775787354
343.5,31.4964694976807
343.6,31.6051731109619
343.7,31.7046985626221
343.8,31.8488368988037
343.9,32.0296516418457
344,32.0510940551758
344.1,32.217830657959
344.2,32.3518142700195
344.3,32.4146003723145
344.4,32.5163764953613
344.5,32.5259208679199
344.6,32.5185737609863
344.7,32.4896202087402
344.8,32.4694023132324
344.9,32.522346496582
345,32.2855758666992
345.1,32.2324409484863
345.2,32.2155532836914
345.3,32.1628952026367
345.4,32.0524864196777
345.5,31.7273731231689
345.6,31.1263999938965
345.7,30.3773536682129
345.8,29.5895690917969
345.9,29.0047283172607
346,28.1213302612305
346.1,27.5258255004883
346.2,26.864164352417
346.3,26.1271896362305
346.4,25.5977020263672
346.5,25.1973705291748
346.6,24.7310371398926
346.7,24.31081199646
346.8,23.9990463256836
346.9,23.7271099090576
347,23.3325576782227
347.1,22.9267730712891
347.2,22.4291172027588
347.3,21.8962898254395
347.4,21.5523052215576
347.5,21.1511154174805
347.6,20.9543781280518
347.7,20.7830028533936
347.8,20.6019134521484
347.9,20.4429054260254
348,20.3067359924316
348.1,20.3362197875977
348.2,20.490779876709
348.3,20.7745819091797
348.4,21.0574188232422
348.5,21.490234375
348.6,21.75758934021
348.7,21.9888305664062
348.8,22.2163906097412
348.9,22.4424686431885
349,22.7146739959717
349.1,22.944974899292
349.2,23.128625869751
349.3,23.2602653503418
349.4,23.3925457000732
349.5,23.6196804046631
349.6,23.7409420013428
349.7,23.9174270629883
349.8,24.1937217712402
349.9,24.4574642181396
350,25.0247230529785
350.1,25.4249668121338
350.2,25.8111305236816
350.3,26.2110042572021
350.4,26.5764827728271
350.5,26.9654846191406
350.6,27.2820930480957
350.7,27.5691471099854
350.8,27.8305358886719
350.9,28.0833225250244
351,28.2889518737793
351.1,28.3949279785156
351.2,28.4438552856445
351.3,28.332763671875
351.4,28.0151786804199
351.5,27.2671432495117
351.6,26.6549682617188
351.7,26.0086517333984
351.8,25.2623157501221
351.9,24.5018310546875
352,23.9524230957031
352.1,23.2707977294922
352.2,22.5144996643066
352.3,21.8484935760498
352.4,21.4810562133789
352.5,21.3534450531006
352.6,21.432767868042
352.7,21.4824981689453
352.8,21.4790687561035
352.9,21.5467853546143
353,21.8763389587402
353.1,21.9096965789795
353.2,21.8879413604736
353.3,21.9075241088867
353.4,21.9922275543213
353.5,22.311990737915
353.6,22.5836009979248
353.7,22.8854446411133
353.8,23.2379150390625
353.9,23.5725936889648
354,24.0276870727539
354.1,24.5330390930176
354.2,25.0202789306641
354.3,25.3487186431885
354.4,25.4377746582031
354.5,25.7611026763916
354.6,25.8208351135254
354.7,25.8811893463135
354.8,26.0447177886963
354.9,26.2618732452393
355,26.6087627410889
355.1,26.9082508087158
355.2,27.2217979431152
