Time,GPS_LonAcc
288.3,0.0868536159396172
288.4,0.0384855270385742
288.5,0.0123439189046621
288.6,0.042986024171114
288.7,0.0943287461996078
288.8,0.158781915903091
288.9,0.177217796444893
289,0.132082551717758
289.1,0.0577774047851562
289.2,-0.0183619484305382
289.3,-0.0709727182984352
289.4,-0.0799160003662109
289.5,-0.0681587904691696
289.6,-0.0505237951874733
289.7,-0.0449549481272697
289.8,-0.0784012898802757
289.9,-0.140409544110298
290,-0.13494598865509
290.1,-0.0651002749800682
290.2,0.0312621966004372
290.3,0.102897517383099
290.4,0.0841186344623566
290.5,0.0373952202498913
290.6,0.0313913151621819
290.7,0.0375897511839867
290.8,0.0470041856169701
290.9,0.0309484638273716
291,0.00645611668005586
291.1,-0.0106853451579809
291.2,-0.0212048795074224
291.3,-0.0261988062411547
291.4,-0.024069732055068
291.5,-0.00212373724207282
291.6,0.0223213117569685
291.7,0.0439916327595711
291.8,0.060494028031826
291.9,0.0684091746807098
292,0.0759233012795448
292.1,0.0820198357105255
292.2,0.0915522202849388
292.3,0.109481431543827
292.4,0.133491396903992
292.5,0.14839231967926
292.6,0.146312519907951
292.7,0.132740631699562
292.8,0.106243476271629
292.9,0.0980088487267494
293,0.0933404788374901
293.1,0.0826646611094475
293.2,0.0707893446087837
293.3,0.0641820505261421
293.4,0.0568665452301502
293.5,0.0492981225252151
293.6,0.0385515615344048
293.7,0.0230830274522305
293.8,0.00439453125
293.9,-0.00127442530356348
294,0.000931390793994069
294.1,-0.0145447282120585
294.2,-0.038864579051733
294.3,-0.0715471208095551
294.4,-0.0966415256261826
294.5,-0.126928955316544
294.6,-0.194356679916382
294.7,-0.308183461427689
294.8,-0.460193693637848
294.9,-0.589833796024323
295,-0.648548543453217
295.1,-0.671011865139008
295.2,-0.669263541698456
295.3,-0.65009069442749
295.4,-0.60913211107254
295.5,-0.55040717124939
295.6,-0.48032733798027
295.7,-0.415949136018753
295.8,-0.376521706581116
295.9,-0.382290750741959
296,-0.424371272325516
296.1,-0.460853219032288
296.2,-0.465725779533386
296.3,-0.433090895414352
296.4,-0.435721099376678
296.5,-0.507124722003937
296.6,-0.552884936332703
296.7,-0.535699129104614
296.8,-0.444606602191925
296.9,-0.345333874225616
297,-0.328431159257889
297.1,-0.288058280944824
297.2,-0.197602972388268
297.3,-0.0603486262261868
297.4,0.0685574039816856
297.5,0.191918224096298
297.6,0.262929767370224
297.7,0.276240468025208
297.8,0.249620676040649
297.9,0.256369799375534
298,0.294538497924805
298.1,0.342748880386353
298.2,0.37195011973381
298.3,0.347943812608719
298.4,0.183823108673096
298.5,-0.0931597799062729
298.6,-0.33374696969986
298.7,-0.455074071884155
298.8,-0.405597567558289
298.9,-0.185101121664047
299,0.0453121736645699
299.1,0.228202611207962
299.2,0.363679230213165
299.3,0.463964194059372
299.4,0.523175895214081
299.5,0.550843000411987
299.6,0.545106947422028
299.7,0.530728042125702
299.8,0.514150023460388
299.9,0.521130383014679
300,0.531237721443176
300.1,0.525674045085907
300.2,0.507828235626221
300.3,0.48608386516571
300.4,0.465604722499847
300.5,0.433156758546829
300.6,0.389538884162903
300.7,0.334716856479645
300.8,0.263786613941193
300.9,0.142834141850471
301,-0.0457962974905968
301.1,-0.203522980213165
301.2,-0.259603500366211
301.3,-0.178083181381226
301.4,-0.0427935607731342
301.5,-0.0723616927862167
301.6,-0.235706016421318
301.7,-0.458771347999573
301.8,-0.651967406272888
301.9,-0.715682744979858
302,-0.68754768371582
302.1,-0.612185657024384
302.2,-0.513230562210083
302.3,-0.400073766708374
302.4,-0.31623762845993
302.5,-0.280558377504349
302.6,-0.236698925495148
302.7,-0.189560011029243
302.8,-0.189195886254311
302.9,-0.25932052731514
303,-0.341449409723282
303.1,-0.309353142976761
303.2,-0.150744304060936
303.3,0.10530523955822
303.4,0.384115934371948
303.5,0.603166282176971
303.6,0.765437722206116
