Time,GPS_LatAcc
288.3,-0.0255402680486441
288.4,-0.085818700492382
288.5,-0.11317140609026
288.6,-0.0337747558951378
288.7,0.0694099739193916
288.8,0.170625597238541
288.9,0.191529914736748
289,0.168993711471558
289.1,0.153641164302826
289.2,0.167262643575668
289.3,0.219100937247276
289.4,0.294485479593277
289.5,0.445078700780869
289.6,0.655611634254456
289.7,0.878773748874664
289.8,1.04786515235901
289.9,1.17364835739136
290,1.30110728740692
290.1,1.4316817522049
290.2,1.54511570930481
290.3,1.6180819272995
290.4,1.63632142543793
290.5,1.66075766086578
290.6,1.70616388320923
290.7,1.77039730548859
290.8,1.86053669452667
290.9,1.94415605068207
291,1.9762898683548
291.1,1.95322048664093
291.2,1.88089835643768
291.3,1.79195356369019
291.4,1.73740530014038
291.5,1.75194299221039
291.6,1.79888617992401
291.7,1.83187091350555
291.8,1.80617666244507
291.9,1.7010737657547
292,1.6256275177002
292.1,1.55276381969452
292.2,1.47086811065674
292.3,1.37034106254578
292.4,1.2283331155777
292.5,1.04998576641083
292.6,0.917494297027588
292.7,0.789396524429321
292.8,0.649289727210999
292.9,0.490665137767792
293,0.332091331481934
293.1,0.202421009540558
293.2,0.12855027616024
293.3,0.124935790896416
293.4,0.152872860431671
293.5,0.182655245065689
293.6,0.216226905584335
293.7,0.267286360263824
293.8,0.348476320505142
293.9,0.453992456197739
294,0.538448452949524
294.1,0.637355327606201
294.2,0.782137036323547
294.3,1.00880289077759
294.4,1.287113904953
294.5,1.48321425914764
294.6,1.56983494758606
294.7,1.55964541435242
294.8,1.48523843288422
294.9,1.40104103088379
295,1.34619855880737
295.1,1.33335936069489
295.2,1.37819695472717
295.3,1.48374712467194
295.4,1.60222399234772
295.5,1.64370703697205
295.6,1.64268839359283
295.7,1.62491178512573
295.8,1.6114342212677
295.9,1.60150980949402
296,1.58056128025055
296.1,1.57289552688599
296.2,1.58955693244934
296.3,1.62686383724213
296.4,1.62607061862946
296.5,1.66296827793121
296.6,1.72449803352356
296.7,1.76198589801788
296.8,1.73146903514862
296.9,1.68689799308777
297,1.69828355312347
297.1,1.76129043102264
297.2,1.83688998222351
297.3,1.87540721893311
297.4,1.81581521034241
297.5,1.74721205234528
297.6,1.73132514953613
297.7,1.79336583614349
297.8,1.9270156621933
297.9,2.02649903297424
298,1.94161903858185
298.1,1.67525410652161
298.2,1.43702220916748
298.3,1.32284235954285
298.4,1.40097808837891
298.5,1.56032335758209
298.6,1.69978129863739
298.7,1.75034415721893
298.8,1.65721154212952
298.9,1.37523508071899
299,0.989896774291992
299.1,0.616640985012054
299.2,0.30379182100296
299.3,0.0809282436966896
299.4,-0.0256394818425179
299.5,-0.0493240840733051
299.6,-0.0363380685448647
299.7,-0.0203276518732309
299.8,-0.00624783430248499
299.9,0.0136709185317159
300,0.0631410256028175
300.1,0.118477165699005
300.2,0.149048522114754
300.3,0.12286913394928
300.4,0.000842011475469917
300.5,-0.204289630055428
300.6,-0.44210684299469
300.7,-0.678713083267212
300.8,-0.878354072570801
300.9,-0.977146029472351
301,-0.993427217006683
301.1,-0.997991919517517
301.2,-1.01973640918732
301.3,-1.06791687011719
301.4,-1.10013568401337
301.5,-1.02134954929352
301.6,-0.893622875213623
301.7,-0.800926983356476
301.8,-0.821825981140137
301.9,-0.990740478038788
302,-1.2035573720932
302.1,-1.3734644651413
302.2,-1.4821811914444
302.3,-1.51023507118225
302.4,-1.55281269550323
302.5,-1.6231153011322
302.6,-1.62232148647308
302.7,-1.53404355049133
302.8,-1.36495471000671
302.9,-1.17573475837708
303,-1.12731611728668
303.1,-1.21412289142609
303.2,-1.38576245307922
303.3,-1.5808972120285
303.4,-1.76293349266052
303.5,-1.94891798496246
303.6,-2.08655309677124
303.7,-2.1302056312561
303.8,-2.03613209724426
303.9,-1.73104906082153
304,-1.21138298511505
304.1,-0.62727278470993
304.2,-0.0684759840369225
304.3,0.392122000455856
304.4,0.696476757526398
304.5,0.81730979681015
304.6,0.807159185409546
304.7,0.797586739063263
304.8,0.854953765869141
304.9,0.975152134895325
305,1.09565031528473
305.1,1.11535310745239
305.2,1.09201729297638
305.3,1.02729880809784
305.4,0.956671893596649
305.5,0.889931738376617
305.6,0.817816615104675
305.7,0.714802801609039
305.8,0.548957884311676
305.9,0.26214462518692
306,-0.0941485241055489
306.1,-0.409367650747299
306.2,-0.644683182239532
306.3,-0.783545553684235
306.4,-0.825226724147797
306.5,-0.774999678134918
306.6,-0.671614766120911
306.7,-0.546228885650635
306.8,-0.435905575752258
306.9,-0.406096160411835
307,-0.480982631444931
307.1,-0.635804355144501
307.2,-0.839081585407257
307.3,-1.04372894763947
307.4,-1.14950978755951
307.5,-1.18232119083405
307.6,-1.21744680404663
307.7,-1.27372848987579
307.8,-1.36605000495911
307.9,-1.48413908481598
308,-1.57793998718262
308.1,-1.65195775032043
308.2,-1.69798457622528
308.3,-1.70999753475189
308.4,-1.69438636302948
308.5,-1.74692809581757
308.6,-1.85403859615326
308.7,-1.9663337469101
308.8,-2.02313089370728
308.9,-1.94224548339844
309,-1.81252014636993
309.1,-1.74237942695618
309.2,-1.7471832036972
309.3,-1.80600845813751
309.4,-1.83285057544708
309.5,-1.76799619197845
309.6,-1.68185460567474
309.7,-1.61991286277771
309.8,-1.61357057094574
309.9,-1.65875315666199
310,-1.73028588294983
310.1,-1.78656268119812
310.2,-1.8065220117569
310.3,-1.77577781677246
310.4,-1.68138360977173
310.5,-1.51654148101807
310.6,-1.3198504447937
310.7,-1.11645889282227
310.8,-0.914905071258545
