Time,ECEF_position_Y
408.266,950079.03
408.403,950080.59
408.516,950082.36
408.653,950084.26
408.766,950086.28
408.903,950088.43
409.016,950090.56
409.153,950092.64
409.266,950094.67
409.403,950096.62
409.516,950098.45
409.653,950100.14
409.766,950101.71
409.903,950103.17
410.016,950104.44
410.153,950105.58
410.266,950106.45
410.403,950107.2
410.516,950107.73
410.653,950108.01
410.766,950108.16
410.903,950108.1
411.016,950107.88
411.153,950107.65
411.266,950107.39
411.403,950107.23
411.516,950107.1
411.653,950107.09
411.766,950107.21
411.903,950107.51
412.016,950107.89
412.152,950108.62
412.266,950109.53
412.402,950110.68
412.516,950111.93
412.652,950113.47
412.766,950115.15
412.902,950117.05
413.016,950119.13
413.152,950121.33
413.266,950123.67
413.402,950126.27
413.516,950128.96
413.652,950131.83
413.766,950134.85
413.902,950137.95
414.016,950141.07
414.152,950144.23
414.266,950147.41
414.402,950150.56
414.516,950153.69
414.652,950156.76
414.766,950159.77
414.902,950162.73
415.016,950165.56
415.152,950168.37
415.266,950171.1
415.402,950173.76
415.516,950176.35
415.652,950178.81
415.766,950181.25
415.902,950183.64
416.016,950185.99
416.152,950188.27
416.266,950190.44
416.402,950192.47
416.516,950194.27
416.652,950195.93
416.766,950197.45
416.902,950198.83
417.016,950200.07
417.152,950201.09
417.266,950201.95
417.402,950202.53
417.516,950203.01
417.652,950203.3
417.766,950203.27
417.902,950203.07
418.016,950202.61
418.152,950202.13
418.266,950201.67
418.402,950200.99
418.516,950200.22
418.652,950199.21
418.766,950198.1
418.902,950196.88
419.016,950195.57
419.152,950194.07
419.266,950192.17
419.402,950190.44
419.516,950188.73
419.652,950187.15
419.766,950185.51
419.902,950183.99
420.016,950182.56
420.152,950181.25
420.266,950180.02
420.402,950178.86
420.516,950177.8
420.652,950176.82
420.766,950175.93
420.902,950175.09
421.016,950174.27
421.152,950173.35
421.266,950172.33
421.402,950171.23
421.516,950170.02
421.652,950168.69
421.766,950167.25
421.902,950165.67
422.016,950164
422.152,950162.23
422.266,950160.39
422.402,950158.48
422.516,950156.54
422.652,950154.57
422.766,950152.62
422.902,950150.69
423.016,950148.81
423.151,950147.15
423.266,950145.69
423.401,950144.32
423.516,950143.21
423.651,950142.25
423.766,950141.36
423.901,950140.54
424.016,950139.85
424.151,950139.26
424.266,950138.72
424.401,950138.39
424.516,950138.21
424.651,950138.2
424.766,950138.48
424.901,950139.02
425.016,950139.98
425.151,950141.18
425.266,950142.64
425.401,950144.45
425.516,950146.46
425.651,950148.82
425.766,950151.3
425.901,950154.01
426.016,950156.83
426.151,950159.83
426.266,950162.93
426.401,950166.12
426.516,950169.25
426.651,950172.27
426.766,950175.15
426.901,950177.93
427.016,950180.7
427.151,950183.28
427.266,950185.75
427.401,950188.02
427.516,950190.07
427.651,950191.95
427.766,950193.54
427.901,950194.88
428.016,950195.81
428.151,950196.62
428.266,950196.97
428.401,950197.05
428.516,950196.77
428.651,950196.29
428.766,950195.45
428.901,950194.44
429.016,950193.2
429.151,950191.76
429.266,950190.12
429.401,950188.41
429.516,950186.58
429.651,950184.63
429.766,950182.62
429.901,950180.54
430.016,950178.37
430.151,950176.18
430.266,950173.95
430.401,950171.69
430.516,950169.38
430.651,950167.04
430.766,950164.65
430.901,950162.24
431.016,950159.81
431.151,950157.31
431.266,950154.74
431.401,950152.1
431.516,950149.39
431.651,950146.58
431.766,950143.67
431.901,950140.69
432.016,950137.59
432.151,950134.43
432.266,950131.21
432.401,950127.9
432.516,950124.56
432.651,950121.22
432.766,950117.86
432.901,950114.58
433.016,950111.35
433.151,950108.12
433.266,950104.98
433.401,950101.83
433.516,950098.67
433.65,950095.45
433.766,950092.35
433.9,950089.23
434.016,950086.13
434.15,950083.1
434.266,950080.13
434.4,950077.24
434.516,950074.39
434.65,950071.61
434.766,950068.88
434.9,950066.19
435.016,950063.67
435.15,950061.32
435.266,950059.13
435.4,950057.08
435.516,950055.18
435.65,950053.51
435.766,950052.09
435.9,950050.91
436.016,950049.97
436.15,950049.28
436.266,950048.82
436.4,950048.55
436.516,950048.43
436.65,950048.57
436.766,950048.71
436.9,950048.95
437.016,950049.29
437.15,950049.63
437.266,950049.9
437.4,950050.19
437.516,950050.47
437.65,950050.73
437.766,950050.96
437.9,950051.18
438.016,950051.38
438.15,950051.59
438.266,950051.77
438.4,950051.94
438.516,950052.15
438.65,950052.33
438.766,950052.55
438.9,950052.75
439.016,950052.96
439.15,950053.17
439.266,950053.4
439.4,950053.59
