Time,ECEF_position_X
489.38,4412889.62
489.52,4412886.72
489.63,4412883.78
489.77,4412880.79
489.88,4412877.81
490.02,4412874.92
490.13,4412872.01
490.27,4412869.16
490.38,4412866.37
490.52,4412863.67
490.63,4412861.07
490.77,4412858.49
490.88,4412855.91
491.02,4412853.35
491.13,4412850.84
491.27,4412848.39
491.38,4412845.96
491.52,4412843.53
491.63,4412840.95
491.77,4412838.64
491.88,4412836.54
492.02,4412834.47
492.13,4412832.63
492.27,4412830.94
492.38,4412829.04
492.52,4412827.54
492.63,4412825.82
492.77,4412824.36
492.88,4412823
493.02,4412821.96
493.13,4412820.9
493.27,4412820.22
493.38,4412819.43
493.52,4412818.85
493.63,4412818.32
493.77,4412817.93
493.88,4412817.48
494.02,4412817.27
494.13,4412817.11
494.27,4412817
494.38,4412816.91
494.52,4412816.86
494.63,4412816.86
494.77,4412816.87
494.88,4412816.93
495.02,4412817.07
495.13,4412817.21
495.27,4412817.41
495.38,4412817.62
495.52,4412817.85
495.63,4412818.1
495.77,4412818.41
495.88,4412818.75
496.02,4412819.25
496.13,4412819.82
496.27,4412820.6
496.38,4412821.52
496.52,4412822.52
496.63,4412823.67
496.77,4412825.08
496.88,4412826.59
497.02,4412828.25
497.13,4412829.99
497.27,4412831.76
497.38,4412833.57
497.52,4412835.43
497.63,4412837.35
497.769,4412839.38
497.88,4412841.4
498.019,4412843.45
498.13,4412845.45
498.269,4412847.31
498.38,4412849.01
498.519,4412850.59
498.63,4412852.1
498.769,4412853.52
498.88,4412854.85
499.019,4412856.02
499.13,4412857.07
499.269,4412857.99
499.38,4412858.7
499.519,4412859.33
499.63,4412859.75
499.769,4412859.98
499.88,4412859.88
500.019,4412859.66
500.13,4412859.29
500.269,4412858.68
500.38,4412857.86
500.519,4412856.89
500.63,4412855.76
500.769,4412854.5
500.88,4412853.14
501.019,4412851.69
501.13,4412850.28
501.269,4412848.89
501.38,4412847.57
501.519,4412846.3
501.63,4412845.1
501.769,4412844.05
501.88,4412843.11
502.019,4412842.43
502.13,4412841.84
502.269,4412841.47
502.38,4412841.25
502.519,4412841.17
502.63,4412841.3
502.769,4412841.6
502.88,4412842.09
503.019,4412842.69
503.13,4412843.5
503.269,4412844.51
503.38,4412845.75
503.519,4412847.08
503.63,4412848.41
503.769,4412849.91
503.88,4412851.73
504.019,4412853.46
504.13,4412855.34
504.269,4412857.39
504.38,4412859.41
504.519,4412861.54
504.63,4412863.77
504.769,4412865.94
504.88,4412868.21
505.019,4412870.4
505.13,4412872.66
505.269,4412874.91
505.38,4412877.27
505.519,4412879.64
505.63,4412881.98
505.769,4412884.38
505.88,4412886.8
506.019,4412889.27
506.13,4412891.72
506.269,4412894.15
506.38,4412896.58
506.519,4412899.05
506.63,4412901.53
506.769,4412904.06
506.88,4412906.62
507.019,4412909.25
507.13,4412911.92
507.269,4412914.59
507.38,4412917.22
507.519,4412919.7
507.63,4412922.1
507.769,4412924.36
507.88,4412926.56
508.019,4412928.7
508.13,4412930.67
508.269,4412932.61
508.38,4412934.42
508.518,4412936.18
508.63,4412937.76
508.768,4412939.2
508.88,4412940.41
509.018,4412941.45
509.13,4412942.27
509.268,4412942.9
509.38,4412943.32
509.518,4412943.58
509.63,4412943.58
509.768,4412943.35
509.88,4412942.9
510.018,4412942.17
510.13,4412941.28
510.268,4412940.27
510.38,4412939.05
510.518,4412937.71
510.63,4412936.28
510.768,4412934.67
510.88,4412932.92
511.018,4412931.15
511.13,4412929.3
511.268,4412927.37
511.38,4412925.38
511.518,4412923.4
511.63,4412921.32
511.768,4412919.26
511.88,4412917.17
512.018,4412915.06
512.13,4412912.89
512.268,4412910.66
512.38,4412908.39
512.518,4412906.09
512.63,4412903.74
512.768,4412901.39
512.88,4412898.99
513.018,4412896.58
513.13,4412894.11
513.268,4412891.63
513.38,4412889.21
513.518,4412886.88
513.63,4412884.67
513.768,4412882.68
513.88,4412880.71
514.018,4412878.96
514.13,4412877.24
514.268,4412875.7
514.38,4412874.33
514.518,4412873.13
514.63,4412872.21
514.768,4412871.55
514.88,4412871.2
515.018,4412871.1
515.13,4412870.97
515.268,4412871.12
515.38,4412871.51
515.518,4412872.04
515.63,4412872.78
515.768,4412873.57
515.88,4412874.6
516.018,4412875.72
516.13,4412876.9
516.268,4412878.26
516.38,4412879.67
516.518,4412881.14
516.63,4412882.66
516.768,4412884.24
516.88,4412885.89
517.018,4412887.66
517.13,4412889.53
517.268,4412891.48
517.38,4412893.35
517.518,4412895.21
517.63,4412897
517.768,4412898.77
517.88,4412900.56
518.018,4412902.33
518.13,4412904.08
518.268,4412905.85
518.38,4412907.55
518.518,4412909.27
518.63,4412910.95
518.768,4412912.58
518.88,4412914.16
519.017,4412915.72
