Time,ECEF_position_Y
489.38,950053.96
489.52,950054.16
489.63,950054.35
489.77,950054.59
489.88,950054.75
490.02,950054.94
490.13,950055.13
490.27,950055.36
490.38,950055.62
490.52,950055.93
490.63,950056.31
490.77,950056.77
490.88,950057.36
491.02,950058.26
491.13,950059.36
491.27,950060.81
491.38,950062.48
491.52,950064.29
491.63,950066.32
491.77,950068.6
491.88,950071.16
492.02,950073.79
492.13,950076.69
492.27,950079.72
492.38,950082.63
492.52,950085.81
492.63,950088.95
492.77,950092.22
492.88,950095.57
493.02,950099.12
493.13,950102.67
493.27,950106.45
493.38,950110.12
493.52,950113.83
493.63,950117.56
493.77,950121.34
493.88,950125.07
494.02,950128.91
494.13,950132.72
494.27,950136.58
494.38,950140.44
494.52,950144.3
494.63,950148.18
494.77,950152.07
494.88,950155.95
495.02,950159.79
495.13,950163.6
495.27,950167.33
495.38,950170.94
495.52,950174.51
495.63,950178.03
495.77,950181.5
495.88,950184.91
496.02,950188.3
496.13,950191.53
496.27,950194.56
496.38,950197.4
496.52,950200.04
496.63,950202.56
496.77,950204.83
496.88,950206.96
497.02,950208.82
497.13,950210.46
497.27,950211.88
497.38,950213.04
497.52,950213.93
497.63,950214.57
497.769,950214.84
497.88,950215.09
498.019,950214.97
498.13,950214.56
498.269,950213.87
498.38,950212.87
498.519,950211.62
498.63,950210.18
498.769,950208.46
498.88,950206.53
499.019,950204.4
499.13,950202.11
499.269,950199.66
499.38,950197.08
499.519,950194.4
499.63,950191.64
499.769,950188.83
499.88,950185.98
500.019,950183.19
500.13,950180.43
500.269,950177.69
500.38,950175.05
500.519,950172.46
500.63,950169.95
500.769,950167.5
500.88,950165.11
501.019,950162.78
501.13,950160.4
501.269,950157.92
501.38,950155.35
501.519,950152.64
501.63,950149.81
501.769,950146.81
501.88,950143.69
502.019,950140.47
502.13,950137.16
502.269,950133.93
502.38,950130.76
502.519,950127.66
502.63,950124.63
502.769,950121.73
502.88,950118.92
503.019,950116.13
503.13,950113.4
503.269,950110.82
503.38,950108.51
503.519,950106.29
503.63,950104.23
503.769,950102.32
503.88,950100.86
504.019,950099.44
504.13,950098.4
504.269,950097.61
504.38,950097.25
504.519,950097.11
504.63,950097.24
504.769,950097.37
504.88,950097.49
505.019,950097.5
505.13,950097.58
505.269,950097.35
505.38,950097.02
505.519,950096.52
505.63,950095.87
505.769,950095.09
505.88,950094.11
506.019,950092.96
506.13,950091.7
506.269,950090.35
506.38,950088.83
506.519,950087.26
506.63,950085.69
506.769,950084.15
506.88,950082.71
507.019,950081.4
507.13,950080.22
507.269,950079.16
507.38,950078.23
507.519,950077.34
507.63,950076.54
507.769,950075.84
507.88,950075.3
508.019,950074.91
508.13,950074.77
508.269,950074.8
508.38,950075.03
508.518,950075.49
508.63,950076.13
508.768,950076.98
508.88,950078.05
509.018,950079.36
509.13,950080.89
509.268,950082.57
509.38,950084.43
509.518,950086.44
509.63,950088.54
509.768,950090.65
509.88,950092.8
510.018,950094.94
510.13,950097.02
510.268,950099
510.38,950100.9
510.518,950102.59
510.63,950104.13
510.768,950105.48
510.88,950106.61
511.018,950107.66
511.13,950108.51
511.268,950109.08
511.38,950109.58
511.518,950109.74
511.63,950109.93
511.768,950109.78
511.88,950109.49
512.018,950109.14
512.13,950108.83
512.268,950108.59
512.38,950108.46
512.518,950108.44
512.63,950108.55
512.768,950108.81
512.88,950109.15
513.018,950109.8
513.13,950110.61
513.268,950111.67
513.38,950112.92
513.518,950114.34
513.63,950116.01
513.768,950117.88
513.88,950119.98
514.018,950122.15
514.13,950124.49
514.268,950127.07
514.38,950129.78
514.518,950132.6
514.63,950135.53
514.768,950138.56
514.88,950141.73
515.018,950144.94
515.13,950148.11
515.268,950151.25
515.38,950154.36
515.518,950157.41
515.63,950160.42
515.768,950163.35
515.88,950166.21
516.018,950169
516.13,950171.74
516.268,950174.38
516.38,950177.03
516.518,950179.64
516.63,950182.22
516.768,950184.76
516.88,950187.24
517.018,950189.61
517.13,950191.87
517.268,950194.06
517.38,950196.11
517.518,950198.07
517.63,950199.9
517.768,950201.51
517.88,950202.91
518.018,950204.14
518.13,950205.2
518.268,950206.02
518.38,950206.59
518.518,950206.95
518.63,950207.09
518.768,950206.96
518.88,950206.56
519.017,950205.82
519.13,950204.89
519.267,950203.77
519.38,950202.44
519.517,950200.88
519.63,950199.09
519.767,950197.23
519.88,950195.29
520.017,950193.23
520.13,950191.12
520.267,950189.08
520.38,950187.03
520.517,950185.05
520.63,950183.16
520.767,950181.35
520.88,950179.7
521.017,950178.25
521.13,950176.9
521.267,950175.65
521.38,950174.55
521.517,950173.47
521.63,950172.29
521.767,950171.02
521.88,950169.65
522.017,950168.22
522.13,950166.64
522.267,950164.94
522.38,950163.14
522.517,950161.34
522.63,950159.48
522.767,950157.55
522.88,950155.57
523.017,950153.59
523.13,950151.56
523.267,950149.65
523.38,950147.77
523.517,950146.16
523.63,950144.69
523.767,950143.39
523.88,950142.31
524.017,950141.34
524.13,950140.53
524.267,950139.86
524.38,950139.42
524.517,950139.04
524.63,950138.69
524.767,950138.41
524.88,950138.23
525.017,950138.27
525.13,950138.55
525.267,950139.11
525.38,950139.95
525.517,950141.11
525.63,950142.51
525.767,950144.2
525.88,950146.16
526.017,950148.45
526.13,950150.87
526.267,950153.55
526.38,950156.29
526.517,950159.21
526.63,950162.24
526.767,950165.36
526.88,950168.56
527.017,950171.79
527.13,950174.85
527.267,950177.79
527.38,950180.58
527.517,950183.23
527.63,950185.71
527.767,950188
527.88,950190.07
528.017,950191.89
528.13,950193.37
528.267,950194.55
528.38,950195.47
528.517,950196.1
528.63,950196.41
528.767,950196.5
528.88,950196.16
529.017,950195.66
529.13,950194.78
529.267,950193.77
529.38,950192.45
529.517,950190.95
529.63,950188.96
529.766,950187.04
529.88,950184.97
530.016,950182.77
530.13,950180.52
530.266,950178.18
530.38,950175.81
530.516,950173.39
530.63,950170.96
530.766,950168.53
530.88,950166.07
531.016,950163.62
531.13,950161.12
531.266,950158.62
531.38,950156.06
531.516,950153.44
531.63,950150.71
531.766,950147.88
531.88,950144.93
532.016,950141.88
532.13,950138.76
532.266,950135.57
532.38,950132.27
532.516,950128.94
532.63,950125.54
