Time,ECEF_position_Y
532.766,950122.19
532.88,950118.79
533.016,950115.37
533.13,950112.04
533.266,950108.83
533.38,950105.66
533.516,950102.56
533.63,950099.41
533.766,950096.21
533.88,950093.03
534.016,950089.81
534.13,950086.63
534.266,950083.52
534.38,950080.48
534.516,950077.48
534.63,950074.5
534.766,950071.61
534.88,950068.83
535.016,950066.09
535.13,950063.44
535.266,950061.03
535.38,950058.77
535.516,950056.67
535.63,950054.76
535.766,950053.05
535.88,950051.61
536.016,950050.44
536.13,950049.52
536.266,950048.82
536.38,950048.37
536.516,950048.14
536.63,950048.1
536.766,950048.22
536.88,950048.37
537.016,950048.62
537.13,950048.95
537.266,950049.21
537.38,950049.52
537.516,950049.8
537.63,950050.09
537.766,950050.37
537.88,950050.63
538.016,950050.87
538.13,950051.1
538.266,950051.32
538.38,950051.54
538.516,950051.76
538.63,950051.94
538.766,950052.16
538.88,950052.36
539.016,950052.57
539.13,950052.76
539.266,950052.93
539.38,950053.12
