Time,ECEF_velocity_X
489.38,-23.06
489.52,-23.05
489.63,-23.19
489.77,-23.44
489.88,-23.51
490.02,-23.43
490.13,-23.36
490.27,-23.03
490.38,-22.66
490.52,-22.14
490.63,-21.84
490.77,-21.68
490.88,-21.32
491.02,-20.91
491.13,-20.55
491.27,-20.14
491.38,-19.77
491.52,-19.51
491.63,-19.44
491.77,-18.89
491.88,-18.33
492.02,-17.44
492.13,-16.47
492.27,-15.52
492.38,-14.79
492.52,-13.67
492.63,-12.93
492.77,-12.26
492.88,-11.34
493.02,-9.94
493.13,-9.16
493.27,-7.77
493.38,-6.52
493.52,-5.28
493.63,-4.28
493.77,-3.32
493.88,-2.75
494.02,-1.97
494.13,-1.47
494.27,-0.94
494.38,-0.62
494.52,-0.15
494.63,0.17
494.77,0.42
494.88,0.73
495.02,1.08
495.13,1.35
495.27,1.65
495.38,1.93
495.52,2.09
495.63,2.2
495.77,2.41
495.88,2.83
496.02,3.7
496.13,4.52
496.27,5.63
496.38,6.82
496.52,7.83
496.63,8.89
496.77,10.59
496.88,11.54
497.02,12.71
497.13,13.48
497.27,13.88
497.38,14.18
497.52,14.49
497.63,14.91
497.769,15.66
497.88,15.59
498.019,16.03
498.13,15.83
498.269,15.32
498.38,14.4
498.519,13.48
498.63,12.85
498.769,12.13
498.88,11.16
499.019,10.01
499.13,8.83
499.269,7.7
499.38,6.35
499.519,5.27
499.63,3.88
499.769,2.63
499.88,0.84
500.019,-0.84
500.13,-2.19
500.269,-3.66
500.38,-5.21
500.519,-6.51
500.63,-7.76
500.769,-8.92
500.88,-9.88
501.019,-10.8
501.13,-11.19
501.269,-11.14
501.38,-10.88
501.519,-10.39
501.63,-9.74
501.769,-8.78
501.88,-7.7
502.019,-6.34
502.13,-5.01
502.269,-3.6
502.38,-2.33
502.519,-1.15
502.63,0.29
502.769,1.57
502.88,3.05
503.019,4.68
503.13,6.18
503.269,7.6
503.38,8.86
503.519,10.1
503.63,11.03
503.769,12.09
503.88,13.26
504.019,14.12
504.13,14.59
504.269,15.33
504.38,15.63
