Time,ECEF_velocity_X
504.519,16.05
504.63,16.44
504.769,16.87
504.88,17.42
505.019,17.75
505.13,17.73
505.269,18.15
505.38,18.4
505.519,18.79
505.63,18.87
505.769,19.1
505.88,19.25
506.019,19.43
506.13,19.51
506.269,19.52
506.38,19.58
506.519,19.67
506.63,19.83
506.769,20.09
506.88,20.39
507.019,20.74
507.13,21.12
507.269,21.26
507.38,20.81
507.519,20.05
507.63,19.38
507.769,18.54
507.88,17.86
508.019,17.3
508.13,16.43
508.269,15.74
508.38,14.85
508.518,14
508.63,13.05
508.768,11.89
508.88,10.49
509.018,8.91
509.13,7.4
509.268,6.06
509.38,4.64
509.518,3.11
509.63,1.45
509.768,-0.48
509.88,-2.04
510.018,-3.97
510.13,-5.67
510.268,-7.08
510.38,-8.53
510.518,-9.93
510.63,-11.16
510.768,-12.14
510.88,-13.02
511.018,-13.53
511.13,-14.25
511.268,-14.75
511.38,-15.32
511.518,-15.43
511.63,-15.94
511.768,-16.05
511.88,-16.4
512.018,-16.71
512.13,-17.11
512.268,-17.59
512.38,-18.08
512.518,-18.41
512.63,-18.83
512.768,-19.08
512.88,-19.23
513.018,-19.6
513.13,-19.68
513.268,-19.75
513.38,-19.54
513.518,-18.99
513.63,-18.1
513.768,-16.91
513.88,-15.79
514.018,-14.65
514.13,-13.64
514.268,-12.43
514.38,-11.11
514.518,-9.76
514.63,-7.89
514.768,-6.14
514.88,-4.31
515.018,-2.56
515.13,-1.61
515.268,0.16
515.38,1.92
515.518,3.21
515.63,4.84
515.768,5.78
515.88,7.29
516.018,8.36
516.13,9.23
516.268,10.31
516.38,10.92
516.518,11.54
516.63,12.07
516.768,12.57
516.88,13.12
517.018,13.9
517.13,14.7
517.268,15.29
517.38,15.16
517.518,14.84
517.63,14.53
517.768,14.39
517.88,14.36
518.018,14.26
518.13,14.13
518.268,14.15
518.38,14.02
518.518,13.99
518.63,13.73
518.768,13.49
518.88,13.11
519.017,12.51
519.13,11.74
519.267,11.05
519.38,9.95
519.517,9.04
519.63,7.6
519.767,6.47
519.88,5.12
520.017,3.56
520.13,2.42
520.267,0.38
520.38,-1.08
520.517,-2.51
520.63,-3.97
520.767,-5.25
520.88,-6.79
521.017,-8.22
521.13,-9.32
521.267,-10.56
521.38,-11.61
521.517,-12.29
521.63,-12.66
521.767,-12.23
521.88,-11.05
522.017,-10.25
522.13,-8.9
522.267,-7.62
522.38,-5.7
522.517,-4.73
522.63,-2.69
522.767,-1.37
522.88,0.63
523.017,2.51
523.13,4.27
523.267,6.02
523.38,7.46
523.517,8.91
523.63,10.07
523.767,11.07
523.88,12.08
524.017,12.79
524.13,13.47
524.267,14.05
524.38,14.66
524.517,15.14
524.63,15.57
524.767,15.9
524.88,16.19
525.017,16.58
525.13,16.68
525.267,16.18
525.38,15.82
525.517,15.09
525.63,14.2
525.767,13.18
525.88,11.75
526.017,10.39
526.13,9.2
526.267,7.47
526.38,6.34
526.517,4.85
526.63,3.29
526.767,2.28
526.88,1.25
527.017,0.67
527.13,0.43
527.267,0.62
527.38,1.35
527.517,1.99
527.63,3.09
527.767,4.28
527.88,4.95
528.017,5.84
528.13,6.95
528.267,8.08
528.38,9.03
528.517,9.91
528.63,10.85
528.767,11.39
528.88,11.81
529.017,11.97
529.13,11.85
529.267,11.48
529.38,10.82
529.517,10.2
529.63,8.86
529.766,8.21
529.88,7.22
530.016,5.91
530.13,4.81
530.266,3.63
530.38,1.69
530.516,0.88
530.63,-0.39
530.766,-1.64
530.88,-2.82
531.016,-3.93
531.13,-4.75
531.266,-5.39
531.38,-5.88
531.516,-5.99
531.63,-5.94
531.766,-5.65
531.88,-5.15
532.016,-4.56
532.13,-3.71
532.266,-3.12
532.38,-1.88
532.516,-0.78
532.63,0.69
532.766,1.68
532.88,3.11
533.016,5.09
533.13,6.59
533.266,8.35
533.38,9.3
533.516,10.26
533.63,10.94
533.766,11.01
533.88,10.58
534.016,9.57
534.13,8.35
534.266,7.06
534.38,5.57
534.516,4.03
534.63,1.93
534.766,0.41
534.88,-1.73
535.016,-2.95
535.13,-4.43
535.266,-6.49
535.38,-8.1
535.516,-9.5
535.63,-10.88
535.766,-12.15
535.88,-13.39
536.016,-14.53
536.13,-15.46
536.266,-16.31
536.38,-17.02
536.516,-17.77
536.63,-18.3
536.766,-18.81
536.88,-19.07
537.016,-19.46
537.13,-19.69
537.266,-20.02
537.38,-20.19
537.516,-20.41
537.63,-20.67
537.766,-20.87
537.88,-21.12
538.016,-21.25
538.13,-21.41
538.266,-21.71
538.38,-21.76
538.516,-21.83
538.63,-22.14
538.766,-22.25
538.88,-22.36
539.016,-22.49
539.13,-22.63
539.266,-22.77
539.38,-22.94
