Time,ECEF_velocity_Z
489.38,22.29
489.52,22.25
489.63,22.34
489.77,22.51
489.88,22.6
490.02,22.52
490.13,22.45
490.27,22.05
490.38,21.62
490.52,21.04
490.63,20.74
490.77,20.54
490.88,20.03
491.02,19.27
491.13,18.58
491.27,17.73
491.38,16.95
491.52,16.35
491.63,15.77
491.77,14.84
491.88,13.95
492.02,12.77
492.13,11.5
492.27,10.41
492.38,9.55
492.52,8.29
492.63,7.3
492.77,6.54
492.88,5.49
493.02,4
493.13,3.14
493.27,1.71
493.38,0.33
493.52,-0.92
493.63,-1.98
493.77,-2.98
493.88,-3.65
494.02,-4.45
494.13,-4.92
494.27,-5.47
494.38,-5.82
494.52,-6.31
494.63,-6.67
494.77,-6.97
494.88,-7.29
495.02,-7.54
495.13,-7.76
495.27,-7.92
495.38,-8.04
495.52,-8.13
495.63,-8.14
495.77,-8.24
495.88,-8.55
496.02,-9.37
496.13,-9.98
496.27,-10.76
496.38,-11.64
496.52,-12.36
496.63,-13.19
496.77,-14.54
496.88,-15.21
497.02,-15.99
497.13,-16.36
497.27,-16.37
497.38,-16.25
497.52,-16.09
497.63,-16.08
497.769,-16.23
497.88,-15.87
498.019,-15.8
498.13,-15.1
498.269,-14.17
498.38,-12.78
498.519,-11.4
498.63,-10.4
498.769,-9.26
498.88,-7.86
499.019,-6.34
499.13,-4.83
499.269,-3.39
499.38,-1.78
499.519,-0.47
499.63,1.12
499.769,2.46
499.88,4.22
500.019,5.9
500.13,7.18
500.269,8.55
500.38,9.89
500.519,11.04
500.63,12.11
500.769,13.09
500.88,13.9
501.019,14.7
501.13,15.1
501.269,15.14
501.38,15.03
501.519,14.73
501.63,14.24
501.769,13.51
501.88,12.6
502.019,11.49
502.13,10.27
502.269,8.86
502.38,7.55
502.519,6.29
502.63,4.76
502.769,3.34
502.88,1.71
503.019,-0.09
503.13,-1.68
503.269,-3.31
503.38,-4.85
503.519,-6.31
503.63,-7.56
503.769,-8.91
503.88,-10.55
504.019,-11.76
504.13,-12.73
504.269,-13.8
504.38,-14.69
504.519,-15.5
504.63,-16.22
504.769,-16.83
504.88,-17.37
505.019,-17.67
505.13,-17.64
505.269,-17.75
505.38,-17.69
505.519,-17.8
505.63,-17.65
505.769,-17.65
505.88,-17.49
506.019,-17.33
506.13,-17.17
506.269,-17.01
506.38,-16.83
506.519,-16.77
506.63,-16.87
506.769,-17.14
506.88,-17.55
507.019,-18.05
507.13,-18.63
507.269,-18.98
507.38,-18.68
507.519,-18.06
507.63,-17.51
507.769,-16.88
507.88,-16.46
508.019,-16.14
508.13,-15.68
508.269,-15.3
508.38,-14.77
508.518,-14.23
508.63,-13.59
508.768,-12.74
508.88,-11.73
509.018,-10.49
509.13,-9.37
509.268,-8.36
509.38,-7.29
509.518,-6.03
509.63,-4.62
509.768,-2.8
509.88,-1.4
510.018,0.45
510.13,2.14
510.268,3.66
510.38,5.2
510.518,6.88
510.63,8.43
510.768,9.68
510.88,10.82
511.018,11.49
511.13,12.5
511.268,13.37
511.38,14.11
511.518,14.67
511.63,15.2
511.768,15.71
511.88,16.29
512.018,16.73
512.13,17.15
512.268,17.54
512.38,17.89
512.518,18.06
512.63,18.29
512.768,18.34
512.88,18.34
513.018,18.38
513.13,18.16
513.268,17.85
513.38,17.34
513.518,16.5
513.63,15.25
513.768,13.79
513.88,12.24
514.018,10.94
514.13,9.6
514.268,8.01
514.38,6.42
514.518,4.85
514.63,2.79
514.768,0.96
514.88,-0.97
515.018,-2.69
515.13,-3.63
515.268,-5.32
515.38,-6.97
515.518,-8.11
515.63,-9.62
515.768,-10.43
515.88,-11.78
516.018,-12.72
516.13,-13.5
516.268,-14.4
516.38,-14.96
516.518,-15.49
516.63,-15.98
516.768,-16.41
516.88,-16.87
517.018,-17.5
517.13,-18.09
517.268,-18.51
517.38,-18.19
517.518,-17.67
517.63,-17.22
517.768,-16.78
517.88,-16.41
518.018,-16.02
518.13,-15.6
518.268,-15.23
518.38,-14.77
518.518,-14.39
518.63,-13.79
518.768,-13.19
518.88,-12.39
519.017,-11.17
519.13,-10.06
519.267,-9.01
519.38,-7.55
519.517,-6.33
519.63,-4.54
519.767,-3.21
519.88,-1.64
520.017,0.06
520.13,1.31
520.267,3.24
520.38,4.67
520.517,6.01
520.63,7.33
520.767,8.41
520.88,9.72
521.017,10.86
521.13,11.7
521.267,12.71
521.38,13.51
521.517,14.05
521.63,14.5
521.767,14.19
521.88,13.17
522.017,12.5
522.13,11.44
522.267,10.36
522.38,8.71
522.517,7.8
522.63,5.92
522.767,4.68
522.88,2.78
523.017,1
523.13,-0.67
523.267,-2.52
523.38,-4.11
523.517,-5.83
523.63,-7.24
523.767,-8.5
523.88,-9.8
524.017,-10.73
524.13,-11.66
524.267,-12.46
524.38,-13.34
524.517,-13.98
524.63,-14.51
524.767,-14.96
524.88,-15.4
525.017,-16.09
525.13,-16.59
525.267,-16.65
525.38,-16.72
525.517,-16.46
525.63,-16.03
525.767,-15.46
525.88,-14.57
526.017,-13.7
526.13,-12.8
526.267,-11.47
526.38,-10.53
526.517,-9.26
526.63,-7.94
526.767,-7.15
526.88,-6.3
527.017,-5.81
527.13,-5.41
527.267,-5.43
527.38,-5.94
527.517,-6.37
527.63,-7.19
527.767,-8.04
527.88,-8.37
528.017,-8.91
528.13,-9.55
528.267,-10.17
528.38,-10.62
528.517,-11.02
528.63,-11.44
528.767,-11.45
528.88,-11.27
529.017,-10.99
529.13,-10.22
529.267,-9.54
529.38,-8.52
529.517,-7.54
529.63,-5.62
529.766,-4.77
529.88,-3.52
530.016,-2.06
530.13,-0.85
530.266,0.45
530.38,2.42
530.516,3.29
530.63,4.54
530.766,5.76
530.88,6.92
531.016,7.98
531.13,8.78
531.266,9.43
531.38,10.01
531.516,10.23
531.63,10.35
531.766,10.17
531.88,9.8
532.016,9.35
532.13,8.74
532.266,8.26
532.38,7.19
532.516,6.2
532.63,4.84
532.766,3.88
532.88,2.5
533.016,0.45
533.13,-1.13
533.266,-2.93
533.38,-3.93
533.516,-4.99
533.63,-5.58
533.766,-5.59
533.88,-5.16
534.016,-4.15
534.13,-2.98
534.266,-1.8
534.38,-0.43
534.516,1.04
534.63,3.03
534.766,4.42
534.88,6.35
535.016,7.42
535.13,8.65
535.266,10.32
535.38,11.61
535.516,12.71
535.63,13.78
535.766,14.77
535.88,15.6
536.016,16.32
536.13,16.83
536.266,17.27
536.38,17.53
536.516,17.82
536.63,17.98
536.766,18.11
536.88,18.2
537.016,18.42
537.13,18.58
537.266,18.96
537.38,19.13
537.516,19.4
537.63,19.68
537.766,19.87
537.88,20.15
538.016,20.29
538.13,20.45
538.266,20.76
538.38,20.82
538.516,20.91
538.63,21.23
538.766,21.3
538.88,21.42
539.016,21.52
539.13,21.67
539.266,21.79
539.38,21.94
