Time,GPS_LatAcc
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,0
3.9,0
4,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,0
4.7,0
4.8,-0.0114336237311363
4.9,-0.0277673713862896
5,0.0111515372991562
5.1,0.105878345668316
5.2,0.118631631135941
5.3,0.0770721957087517
5.4,0.0386668853461742
5.5,0.00752848107367754
5.6,-0.00758839398622513
5.7,-0.00706284120678902
5.8,-0.0405916534364223
5.9,-0.0396374985575676
6,-0.0304329544305801
6.1,-0.0277123861014843
6.2,-0.0404555909335613
6.3,-0.0742186605930328
6.4,-0.11336176097393
6.5,-0.125091820955276
6.6,-0.0976726040244102
6.7,-0.0666580647230148
6.8,-0.00652709556743503
6.9,0.0177954882383347
7,-0.0003840574354399
7.1,-0.0587096661329269
7.2,-0.104224875569344
7.3,-0.134824767708778
7.4,-0.137941852211952
7.5,-0.150449693202972
7.6,-0.191782563924789
7.7,-0.232985943555832
7.8,-0.179967254400253
7.9,-0.12279899418354
8,-0.0973222628235817
8.1,-0.108014784753323
8.2,-0.1109329611063
8.3,-0.0829228237271309
8.4,-0.0457758121192455
8.5,-0.0394167900085449
8.6,-0.102214924991131
8.7,-0.216698795557022
8.8,-0.250984609127045
8.9,-0.234363779425621
9,-0.189635470509529
9.1,-0.145956188440323
9.2,-0.149279311299324
9.3,-0.142012789845467
9.4,-0.161460056900978
9.5,-0.206693559885025
9.6,-0.28145444393158
9.7,-0.380493700504303
9.8,-0.433450698852539
9.9,-0.396356731653214
10,-0.339877426624298
10.1,-0.300792783498764
10.2,-0.302919507026672
10.3,-0.337183803319931
10.4,-0.330167919397354
10.5,-0.274442791938782
10.6,-0.168644577264786
10.7,-0.0380677692592144
10.8,0.0121497856453061
10.9,0.0247815772891045
11,0.0133667942136526
11.1,-0.0070237061008811
11.2,-0.0211500935256481
11.3,0.0150947868824005
11.4,0.0780394673347473
11.5,0.151681706309319
11.6,0.196247264742851
11.7,0.184583112597466
11.8,0.000712390174157917
11.9,-0.126515209674835
12,-0.163987308740616
12.1,-0.0980494394898415
12.2,0.0219530798494816
12.3,0.0126640275120735
12.4,-0.0850675627589226
12.5,-0.149154871702194
12.6,-0.126784101128578
12.7,-0.0617346204817295
12.8,0.0440656058490276
12.9,0.11041934043169
13,0.138738125562668
13.1,0.106683343648911
13.2,0.034466564655304
13.3,-0.0581613257527351
13.4,-0.0910642370581627
13.5,-0.0838108658790588
