Time,GPS_Latitude
135.4,45.0460961601707
135.5,45.0461227383544
135.6,45.046151187688
135.7,45.0461808801471
135.8,45.0462068490832
135.9,45.0462388231042
136,45.0462661666931
136.1,45.0462951704241
136.2,45.0463251343707
136.3,45.0463513201416
136.4,45.0463823328159
136.5,45.0464082236116
136.6,45.0464357249145
136.7,45.0464642023644
136.8,45.0464888514996
136.9,45.046517712134
137,45.0465418814628
137.1,45.0465668878136
137.2,45.0465919739598
137.3,45.0466133724251
137.4,45.0466378990384
137.5,45.0466587425245
137.6,45.04668007406
137.7,45.0467011077923
137.8,45.0467189190849
137.9,45.0467376974185
138,45.0467507181536
138.1,45.046762667113
138.2,45.0467732507228
138.3,45.0467811169509
138.4,45.0467904599346
138.5,45.0467982186385
138.6,45.0468052558084
138.7,45.0468111284409
138.8,45.0468156403208
138.9,45.0468146858189
139,45.0468143924127
139.1,45.0468132952055
139.2,45.0468103526532
139.3,45.046805933604
139.4,45.0468007257699
139.5,45.0467962668203
139.6,45.0467910854212
139.7,45.0467852208417
139.8,45.046779933939
139.9,45.0467732572536
140,45.0467672604507
140.1,45.0467607799613
140.2,45.0467539785034
140.3,45.0467479141712
140.4,45.0467406647193
140.5,45.0467342882582
140.6,45.0467273269433
140.7,45.0467197342236
140.8,45.0467125753483
140.9,45.0467034809532
141,45.046695305817
141.1,45.0466861372442
141.2,45.0466762110455
141.3,45.0466673970238
141.4,45.0466559922387
141.5,45.0466456191462
141.6,45.0466341857381
141.7,45.0466218787974
141.8,45.0466106607646
141.9,45.0465961642917
142,45.0465833076171
142.1,45.0465688724293
142.2,45.0465530228977
142.3,45.0465386092093
142.4,45.0465194078241
142.5,45.0465025759257
142.6,45.0464840653198
142.7,45.0464641092233
142.8,45.0464460715379
142.9,45.0464235235949
143,45.0464040501526
143.1,45.0463831701799
143.2,45.0463611311228
143.3,45.0463412610275
143.4,45.0463180757644
143.5,45.0462989665342
143.6,45.0462791490636
143.7,45.0462591991631
143.8,45.0462422847723
143.9,45.0462229892601
144,45.0462072698035
144.1,45.0461915393857
144.2,45.0461765218327
144.3,45.0461644338106
144.4,45.0461508929008
144.5,45.0461409033359
144.6,45.0461312816829
144.7,45.0461225266414
144.8,45.0461161479597
