Time,GPS_PosAccuracy
135.4,1.51858401298523
135.5,1.52613139152527
135.6,1.52999997138977
135.7,1.53248178958893
135.8,1.53978097438812
135.9,1.53999996185303
136,1.54613137245178
136.1,1.554159283638
136.2,1.55999994277954
136.3,1.55999994277954
136.4,1.55999994277954
136.5,1.55999994277954
136.6,1.56415927410126
136.7,1.57000005245209
136.8,1.57000005245209
136.9,1.57858407497406
137,1.58000004291534
137.1,1.58415925502777
137.2,1.5900000333786
137.3,1.5900000333786
137.4,1.59858405590057
137.5,1.60613143444061
137.6,1.61000001430511
137.7,1.61248171329498
137.8,1.61978101730347
137.9,1.62000000476837
138,1.62000000476837
138.1,1.62000000476837
138.2,1.6175183057785
138.3,1.61021900177002
138.4,1.61000001430511
138.5,1.61000001430511
138.6,1.61000001430511
138.7,1.61248171329498
138.8,1.61978101730347
138.9,1.6114159822464
139,1.61000001430511
139.1,1.61000001430511
139.2,1.61000001430511
139.3,1.61000001430511
139.4,1.61000001430511
139.5,1.61000001430511
139.6,1.6058406829834
139.7,1.60000002384186
139.8,1.60000002384186
139.9,1.60000002384186
140,1.60000002384186
140.1,1.60000002384186
140.2,1.60000002384186
140.3,1.60000002384186
140.4,1.5914158821106
140.5,1.5900000333786
140.6,1.5900000333786
140.7,1.5900000333786
140.8,1.5900000333786
140.9,1.5900000333786
141,1.58386862277985
141.1,1.58000004291534
141.2,1.58000004291534
141.3,1.58000004291534
141.4,1.58000004291534
141.5,1.58000004291534
141.6,1.57584071159363
141.7,1.57000005245209
141.8,1.57000005245209
141.9,1.57000005245209
142,1.57000005245209
142.1,1.57000005245209
142.2,1.57000005245209
142.3,1.57000005245209
142.4,1.57000005245209
142.5,1.57000005245209
142.6,1.57000005245209
142.7,1.57000005245209
142.8,1.57000005245209
142.9,1.57000005245209
143,1.57000005245209
143.1,1.57000005245209
143.2,1.57000005245209
143.3,1.57000005245209
143.4,1.57000005245209
143.5,1.57000005245209
143.6,1.57000005245209
143.7,1.57000005245209
143.8,1.57000005245209
143.9,1.57000005245209
144,1.57000005245209
144.1,1.57000005245209
144.2,1.57000005245209
144.3,1.57000005245209
144.4,1.57858407497406
144.5,1.58000004291534
144.6,1.58000004291534
144.7,1.58000004291534
144.8,1.58000004291534
144.9,1.58858406543732
145,1.5900000333786
145.1,1.5900000333786
145.2,1.59249997138977
145.3,1.59985291957855
145.4,1.60000002384186
145.5,1.60000002384186
145.6,1.60000002384186
145.7,1.60000002384186
145.8,1.60000002384186
145.9,1.60000002384186
146,1.60000002384186
146.1,1.60000002384186
146.2,1.60000002384186
146.3,1.60000002384186
146.4,1.60000002384186
146.5,1.60617649555206
146.6,1.61000001430511
146.7,1.61000001430511
146.8,1.61000001430511
146.9,1.61000001430511
147,1.61000001430511
147.1,1.61000001430511
147.2,1.60749995708466
147.3,1.60014700889587
147.4,1.60000002384186
147.5,1.60000002384186
147.6,1.59578943252563
147.7,1.5900000333786
147.8,1.5900000333786
147.9,1.5900000333786
148,1.5900000333786
148.1,1.5900000333786
148.2,1.5900000333786
148.3,1.5900000333786
148.4,1.5900000333786
148.5,1.5900000333786
148.6,1.5900000333786
148.7,1.5900000333786
148.8,1.5900000333786
148.9,1.5900000333786
149,1.5900000333786
149.1,1.5900000333786
149.2,1.59249997138977
149.3,1.59985291957855
149.4,1.60000002384186
149.5,1.60000002384186
149.6,1.60000002384186
149.7,1.60000002384186
149.8,1.60000002384186
149.9,1.60000002384186
150,1.60617649555206
150.1,1.61000001430511
150.2,1.61000001430511
150.3,1.61000001430511
150.4,1.61000001430511
150.5,1.61000001430511
150.6,1.61000001430511
150.7,1.61000001430511
150.8,1.61000001430511
150.9,1.60140347480774
151,1.60000002384186
151.1,1.60000002384186
151.2,1.60000002384186
151.3,1.60000002384186
151.4,1.60000002384186
151.5,1.60000002384186
151.6,1.60000002384186
151.7,1.60000002384186
151.8,1.60000002384186
151.9,1.60000002384186
152,1.59382355213165
152.1,1.5900000333786
152.2,1.5900000333786
152.3,1.5900000333786
152.4,1.5900000333786
152.5,1.5900000333786
152.6,1.5900000333786
152.7,1.5900000333786
152.8,1.5900000333786
152.9,1.5900000333786
153,1.5900000333786
153.1,1.5900000333786
