Time,GPS_Heading
135.4,11.281099319458
135.5,11.0472612380981
135.6,11.1087102890015
135.7,11.3504619598389
135.8,11.2955780029297
135.9,11.1861534118652
136,11.1324138641357
136.1,11.3160467147827
136.2,11.6572637557983
136.3,11.8086967468262
136.4,12.5937919616699
136.5,13.1171550750732
136.6,14.1250009536743
136.7,15.7686452865601
136.8,17.4686622619629
136.9,19.7348937988281
137,22.1247406005859
137.1,24.7103233337402
137.2,27.4179000854492
137.3,29.9780654907227
137.4,33.5415534973145
137.5,35.9103622436523
137.6,38.7569236755371
137.7,41.8558158874512
137.8,43.8876762390137
137.9,47.160587310791
138,51.4250373840332
138.1,55.9854927062988
138.2,60.4939231872559
138.3,64.6508407592773
138.4,67.8152465820312
138.5,69.7203063964844
138.6,72.047737121582
138.7,74.6873016357422
138.8,76.4958953857422
138.9,82.3933029174805
139,85.2525177001953
139.1,87.9627151489258
139.2,91.3378067016602
139.3,95.0102767944336
139.4,97.4471664428711
139.5,98.7760620117188
139.6,99.9732055664062
139.7,101.041389465332
139.8,101.701599121094
139.9,102.227027893066
140,102.648025512695
140.1,102.965667724609
140.2,103.199310302734
140.3,103.454292297363
140.4,103.466415405273
140.5,103.57177734375
140.6,103.833915710449
140.7,104.36922454834
140.8,105.133605957031
140.9,106.193420410156
141,107.243003845215
141.1,108.517356872559
141.2,109.83869934082
141.3,110.751136779785
141.4,112.54402923584
141.5,113.845733642578
141.6,115.039535522461
141.7,116.134780883789
141.8,117.058769226074
141.9,118.890922546387
142,120.696998596191
142.1,123.053756713867
142.2,125.902442932129
142.3,128.478042602539
142.4,132.419235229492
142.5,135.197250366211
142.6,138.478881835938
142.7,142.312225341797
142.8,145.611404418945
142.9,150.23762512207
143,153.863540649414
143.1,157.785171508789
143.2,162.285415649414
143.3,166.827438354492
143.4,170.507125854492
143.5,174.224502563477
143.6,28.552526473999
143.7,-177.247787475586
143.8,-172.729751586914
143.9,-166.832550048828
144,-162.922164916992
144.1,-158.465393066406
144.2,-153.208923339844
144.3,-148.442321777344
144.4,-142.091751098633
144.5,-135.871047973633
144.6,-129.719741821289
144.7,-123.651947021484
144.8,-117.668830871582
144.9,-111.130813598633
145,-107.024490356445
145.1,-102.356346130371
145.2,-97.124153137207
145.3,-92.9594573974609
145.4,-88.3312683105469
145.5,-84.778678894043
145.6,-81.2670669555664
145.7,-77.5310211181641
145.8,-73.7077560424805
145.9,-69.3481369018555
146,-65.9033889770508
146.1,-62.2843780517578
146.2,-58.6631011962891
146.3,-55.7747535705566
146.4,-52.7953796386719
146.5,-49.5905838012695
146.6,-46.3298072814941
146.7,-43.6450843811035
146.8,-42.1067581176758
146.9,-39.796688079834
147,-39.1348342895508
147.1,-38.9907035827637
147.2,-39.3408432006836
147.3,-40.2282562255859
147.4,-42.3258476257324
147.5,-44.5670547485352
147.6,-47.0206832885742
147.7,-49.6333503723145
147.8,-52.1556549072266
147.9,-55.143970489502
148,-57.9759101867676
148.1,-60.7070159912109
148.2,-63.2705459594727
148.3,-65.6543731689453
148.4,-68.881217956543
148.5,-71.4975128173828
148.6,-74.6157913208008
148.7,-78.2567977905273
148.8,-81.6054306030273
148.9,-85.8400650024414
149,-90.1587142944336
149.1,-94.4563598632812
149.2,-98.5918731689453
149.3,-102.483268737793
149.4,-108.312362670898
149.5,-113.041778564453
149.6,-117.665634155273
149.7,-121.689491271973
149.8,-124.314315795898
149.9,-127.933792114258
150,-130.874145507812
150.1,-132.928039550781
150.2,-134.461990356445
150.3,-136.570693969727
150.4,-137.272720336914
150.5,-138.304840087891
150.6,-139.935409545898
150.7,-141.990600585938
150.8,-143.755294799805
150.9,-145.344863891602
151,-148.385299682617
151.1,-151.033279418945
151.2,-153.351867675781
151.3,-156.438934326172
151.4,-159.250411987305
151.5,-162.18798828125
151.6,-165.026885986328
151.7,-167.398742675781
151.8,-169.124252319336
151.9,-171.399597167969
152,-172.240081787109
152.1,-172.532775878906
152.2,-172.384078979492
152.3,-171.951263427734
152.4,-170.746734619141
152.5,-169.195831298828
152.6,-167.879180908203
152.7,-166.557312011719
152.8,-164.600158691406
152.9,-162.552520751953
153,-161.079696655273
153.1,-160.09944152832
153.2,-159.734741210938
153.3,-159.760040283203
153.4,-159.818832397461
153.5,-159.971694946289
153.6,-159.966232299805
153.7,-159.852066040039
153.8,-159.897171020508
153.9,-160.025848388672
154,-159.877197265625
154.1,-159.567367553711
154.2,-159.344482421875
154.3,-159.517486572266
154.4,-160.025024414062
154.5,-160.622436523438
154.6,-161.39421081543
154.7,-162.265121459961
154.8,-162.995101928711
154.9,-163.492523193359
155,-164.408615112305
155.1,-165.355682373047
155.2,-166.765228271484
155.3,-169.177032470703
155.4,-172.784057617188
155.5,-175.654098510742
155.6,-27.8983592987061
155.7,175.582321166992
155.8,170.78271484375
155.9,164.566253662109
156,158.151489257812
156.1,151.353225708008
156.2,144.580093383789
156.3,138.559829711914
156.4,130.487609863281
156.5,123.420486450195
156.6,116.05345916748
156.7,108.87947845459
156.8,103.080917358398
156.9,96.9636077880859
157,92.3415298461914
157.1,87.0985565185547
157.2,81.4874496459961
157.3,76.9928665161133
157.4,71.6861572265625
157.5,67.901123046875
157.6,63.6081047058105
157.7,58.4818420410156
157.8,53.3532104492188
157.9,48.6915893554688
158,44.612117767334
158.1,40.5152893066406
158.2,36.4054794311523
158.3,32.5277633666992
158.4,28.9906940460205
158.5,26.1378479003906
158.6,23.2920398712158
158.7,20.5988445281982
158.8,18.4496822357178
158.9,15.6892070770264
159,13.1928987503052
159.1,11.1895742416382
159.2,9.88609409332275
159.3,9.04914569854736
159.4,8.48265838623047
159.5,8.00647354125977
159.6,7.52855777740479
159.7,7.27237129211426
159.8,7.48380088806152
159.9,8.49700927734375
160,10.1543769836426
160.1,12.102123260498
160.2,14.4706554412842
160.3,17.3141002655029
160.4,20.0383319854736
160.5,23.3854351043701
160.6,26.0733070373535
160.7,28.234655380249
160.8,30.9460258483887
160.9,34.5375175476074
161,38.3055648803711
161.1,42.5131034851074
161.2,46.647533416748
161.3,49.8166122436523
161.4,55.0124359130859
161.5,57.9950523376465
161.6,61.5812568664551
161.7,65.9925079345703
161.8,69.9262084960938
161.9,74.6931533813477
162,78.9923400878906
162.1,83.8902435302734
162.2,88.6636428833008
162.3,91.8024978637695
162.4,96.4079132080078
162.5,100.245796203613
162.6,104.382530212402
162.7,108.958755493164
162.8,113.48323059082
162.9,116.733139038086
163,119.353271484375
163.1,122.21004486084
163.2,125.177169799805
163.3,127.643028259277
163.4,130.848220825195
163.5,133.11083984375
163.6,135.301986694336
163.7,137.607543945312
163.8,139.914077758789
163.9,141.611587524414
164,143.307540893555
164.1,144.858764648438
164.2,146.445037841797
164.3,148.393524169922
164.4,150.356231689453
164.5,152.355911254883
164.6,153.978240966797
164.7,155.038452148438
164.8,155.784088134766
164.9,156.328399658203
165,156.808578491211
165.1,157.54931640625
165.2,158.676208496094
165.3,160.002380371094
165.4,161.43440246582
165.5,164.096115112305
165.6,166.751373291016
165.7,169.095306396484
165.8,171.320755004883
165.9,174.394989013672
166,177.662109375
166.1,28.2601852416992
166.2,-173.767929077148
166.3,-169.428085327148
166.4,-164.03742980957
166.5,-158.241119384766
166.6,-152.682586669922
166.7,-147.289672851562
166.8,-141.585800170898
166.9,-133.624099731445
167,-126.304840087891
167.1,-118.842361450195
167.2,-110.897857666016
167.3,-102.533180236816
167.4,-95.8525466918945
167.5,-90.5755996704102
167.6,-84.3104476928711
167.7,-77.7089538574219
167.8,-72.8918609619141
167.9,-65.5489730834961
168,-60.705394744873
168.1,-56.1117630004883
168.2,-51.2706069946289
168.3,-46.387882232666
168.4,-40.9269905090332
168.5,-36.9824142456055
168.6,-33.1867179870605
168.7,-29.5450687408447
168.8,-26.47412109375
168.9,-22.998384475708
169,-20.4311237335205
169.1,-18.9599647521973
169.2,-18.8198509216309
169.3,-19.471715927124
169.4,-21.6361122131348
169.5,-24.1684818267822
169.6,-27.1961460113525
169.7,-30.7094554901123
169.8,-34.3400955200195
169.9,-38.9009971618652
170,-43.2943077087402
170.1,-47.583812713623
170.2,-52.414249420166
170.3,-58.4342765808105
170.4,-63.8506393432617
170.5,-71.104606628418
170.6,-77.4919128417969
170.7,-82.8801651000977
170.8,-88.6909027099609
170.9,-95.4563751220703
171,-101.281135559082
171.1,-108.965240478516
171.2,-117.068511962891
171.3,-122.028327941895
171.4,-127.572387695312
171.5,-131.378143310547
171.6,-135.322448730469
171.7,-139.313873291016
171.8,-142.485137939453
171.9,-146.882904052734
172,-149.765716552734
172.1,-153.1201171875
172.2,-156.856658935547
172.3,-159.859481811523
172.4,-161.704574584961
172.5,-163.991409301758
172.6,-166.487426757812
172.7,-168.698989868164
172.8,-170.115600585938
172.9,-173.974700927734
173,47.6038513183594
173.1,177.445159912109
173.2,172.777191162109
173.3,168.436294555664
173.4,163.628784179688
173.5,159.10969543457
173.6,154.066223144531
173.7,148.960266113281
173.8,144.857620239258
173.9,140.742568969727
174,135.449081420898
174.1,131.142700195312
174.2,127.459686279297
174.3,122.634887695312
174.4,119.314056396484
174.5,115.717155456543
174.6,111.855445861816
174.7,108.62622833252
174.8,107.036773681641
174.9,106.446083068848
175,106.745429992676
175.1,108.011657714844
175.2,109.993614196777
175.3,111.81714630127
175.4,114.827095031738
175.5,117.944313049316
175.6,121.874481201172
175.7,126.394966125488
175.8,130.522979736328
175.9,134.708251953125
176,140.142364501953
176.1,145.785339355469
176.2,151.685470581055
176.3,158.141036987305
176.4,163.982971191406
176.5,170.135482788086
176.6,22.0857944488525
176.7,-175.086120605469
176.8,-168.164474487305
176.9,-160.198867797852
177,-154.018966674805
177.1,-147.661239624023
177.2,-140.887191772461
177.3,-134.325347900391
177.4,-129.244155883789
177.5,-122.584739685059
177.6,-116.547088623047
177.7,-111.339096069336
177.8,-106.023849487305
177.9,-100.956428527832
178,-96.4396896362305
178.1,-91.9741516113281
178.2,-87.5103988647461
178.3,-83.1507797241211
178.4,-78.8389053344727
