Time,GPS_Speed
135.4,31.9595546722412
135.5,32.0082702636719
135.6,32.086009979248
135.7,32.2002449035645
135.8,32.2245788574219
135.9,32.4961242675781
136,32.6050338745117
136.1,32.6690444946289
136.2,32.6790466308594
136.3,32.6115188598633
136.4,32.4861831665039
136.5,32.2043609619141
136.6,32.0374031066895
136.7,32.0345497131348
136.8,32.0342979431152
136.9,31.812967300415
137,31.7588329315186
137.1,31.6630325317383
137.2,31.5030307769775
137.3,31.3821697235107
137.4,31.3485050201416
137.5,31.4905605316162
137.6,31.6856708526611
137.7,31.8299598693848
137.8,31.8316040039062
137.9,31.5572376251221
138,31.4006061553955
138.1,31.1902141571045
138.2,30.7868957519531
138.3,30.1794090270996
138.4,29.6498775482178
138.5,29.3903942108154
138.6,29.2427062988281
138.7,29.2462177276611
138.8,29.4101085662842
138.9,30.3855247497559
139,30.1809825897217
139.1,29.9448719024658
139.2,30.0155162811279
139.3,30.2482738494873
139.4,30.3736610412598
139.5,30.4943466186523
139.6,30.6384582519531
139.7,30.795316696167
139.8,30.9250545501709
139.9,31.0323009490967
140,31.2174663543701
140.1,31.3829174041748
140.2,31.5060195922852
140.3,31.6228351593018
140.4,31.8099880218506
140.5,31.920337677002
140.6,32.0588989257812
140.7,32.2025108337402
140.8,32.2612380981445
140.9,32.0648727416992
141,31.4643287658691
141.1,30.8615913391113
141.2,30.3501853942871
141.3,29.8556365966797
141.4,29.116153717041
141.5,28.9987201690674
141.6,29.0717506408691
141.7,29.2291774749756
141.8,29.3960380554199
141.9,29.2330951690674
142,28.75634765625
142.1,28.2515525817871
142.2,27.7635669708252
142.3,27.2430171966553
142.4,27.0473575592041
142.5,26.7517509460449
142.6,26.3743114471436
142.7,25.9863548278809
142.8,25.7112445831299
142.9,25.328182220459
143,24.8902244567871
143.1,24.4615516662598
143.2,24.2001476287842
143.3,24.2216205596924
143.4,23.7674865722656
143.5,23.1250820159912
143.6,22.4641151428223
143.7,21.8632850646973
143.8,21.3474502563477
143.9,20.7318134307861
144,20.2324466705322
144.1,19.6748313903809
144.2,19.0833301544189
144.3,18.6033248901367
144.4,18.6125507354736
144.5,18.6165771484375
144.6,18.753734588623
144.7,19.0558795928955
144.8,19.3783988952637
144.9,19.7213268280029
145,19.991735458374
145.1,20.2641754150391
145.2,20.5800647735596
145.3,20.9467239379883
145.4,21.3014831542969
145.5,21.7114105224609
145.6,22.1452713012695
145.7,22.5498657226562
145.8,22.8695049285889
145.9,23.2688827514648
146,23.5369281768799
146.1,23.8407707214355
146.2,24.1678676605225
146.3,24.4115657806396
146.4,24.7194633483887
146.5,25.0651359558105
146.6,25.3880863189697
146.7,25.6675281524658
146.8,25.9249057769775
146.9,26.4782886505127
147,26.8474884033203
147.1,27.1713161468506
147.2,27.4612293243408
147.3,27.7045345306396
147.4,27.9891185760498
147.5,28.1888847351074
147.6,28.3233299255371
147.7,28.2396240234375
147.8,27.8355045318604
147.9,27.1452217102051
148,26.6173610687256
148.1,25.9708404541016
148.2,25.2489967346191
148.3,24.6978797912598
148.4,23.8913307189941
148.5,23.2359809875488
148.6,22.5084686279297
148.7,21.7131481170654
148.8,21.0005912780762
148.9,20.1781234741211
149,19.506233215332
149.1,18.8055152893066
149.2,18.1016960144043
149.3,17.5137004852295
149.4,17.2289867401123
149.5,16.9084587097168
149.6,16.6897964477539
149.7,16.6778316497803
149.8,16.8360576629639
149.9,17.2551307678223
150,17.52516746521
150.1,17.9769840240479
150.2,18.5164356231689
150.3,18.7819023132324
150.4,19.4541492462158
150.5,19.9431495666504
150.6,20.2851657867432
150.7,20.3732471466064
150.8,20.2007617950439
150.9,20.1729145050049
151,20.0949878692627
151.1,20.1263008117676
151.2,20.2864761352539
151.3,20.4458332061768
151.4,20.6151313781738
151.5,20.6924686431885
151.6,20.7746028900146
151.7,20.9982433319092
151.8,21.4495658874512
151.9,21.9367351531982
152,22.231164932251
152.1,22.6300640106201
152.2,23.1243495941162
152.3,23.5066013336182
152.4,23.9294109344482
152.5,24.3272438049316
152.6,24.5656890869141
152.7,24.6527919769287
152.8,24.7709503173828
152.9,25.3088779449463
153,25.6298446655273
153.1,25.9814682006836
153.2,26.3881435394287
153.3,26.7468872070312
153.4,27.1021461486816
153.5,27.4035682678223
153.6,27.5064964294434
153.7,27.2578620910645
153.8,26.7226657867432
153.9,26.0671901702881
154,25.3353481292725
154.1,24.5307807922363
154.2,23.9362831115723
154.3,23.8728923797607
154.4,23.1898994445801
154.5,22.5856018066406
154.6,21.8269824981689
154.7,20.9728336334229
154.8,20.2943630218506
154.9,19.9311447143555
155,19.3186988830566
155.1,18.6548118591309
155.2,17.9794940948486
155.3,17.287748336792
155.4,16.5537414550781
155.5,16.0056343078613
155.6,15.3588533401489
155.7,14.6559352874756
155.8,14.1263618469238
155.9,13.5777368545532
156,13.1989345550537
156.1,12.9984197616577
156.2,13.0355024337769
156.3,13.2390222549438
156.4,13.1338014602661
156.5,13.1245079040527
156.6,13.1849231719971
156.7,13.3342218399048
156.8,13.5533428192139
156.9,13.7889251708984
157,14.0745334625244
157.1,14.3583917617798
157.2,14.6815662384033
157.3,15.1037826538086
157.4,15.4221420288086
157.5,15.7619247436523
157.6,16.0640697479248
157.7,16.3231945037842
157.8,16.58349609375
157.9,17.043872833252
158,17.4082870483398
158.1,17.8138732910156
158.2,18.2540054321289
158.3,18.6403160095215
158.4,19.3515567779541
158.5,19.8249855041504
158.6,20.2924098968506
158.7,20.7893123626709
158.8,21.2627849578857
158.9,21.7822723388672
159,22.3476829528809
159.1,22.895788192749
159.2,23.3836536407471
159.3,23.8070449829102
159.4,24.3342456817627
159.5,24.7282257080078
159.6,25.1832618713379
159.7,25.6438980102539
159.8,25.9403762817383
159.9,26.3044204711914
160,26.6117630004883
160.1,26.8278331756592
160.2,26.9448890686035
160.3,27.0320644378662
160.4,27.0424194335938
160.5,27.1168403625488
160.6,26.9349269866943
160.7,26.486930847168
160.8,26.065279006958
160.9,25.6824569702148
161,25.2583694458008
161.1,24.6782569885254
161.2,24.1136608123779
161.3,23.8783874511719
161.4,23.4162635803223
