Time,GPS_Heading
82.3,11.5447788238525
82.4,11.5375728607178
82.5,11.6874847412109
82.6,11.8774738311768
82.7,11.9506130218506
82.8,11.6847257614136
82.9,11.739333152771
83,11.7344751358032
83.1,11.690354347229
83.2,11.8039512634277
83.3,12.38831615448
83.4,12.8818035125732
83.5,13.6743192672729
83.6,14.915732383728
83.7,16.4144668579102
83.8,17.6595306396484
83.9,19.7349491119385
84,22.4711723327637
84.1,25.6351890563965
84.2,28.6539134979248
84.3,33.0174140930176
84.4,35.234977722168
84.5,37.7269058227539
84.6,40.9466819763184
84.7,44.2533073425293
84.8,47.2215728759766
84.9,50.2482376098633
85,53.7291603088379
85.1,57.3312149047852
85.2,60.3082046508789
85.3,63.7702445983887
85.4,67.0189971923828
85.5,69.9276428222656
85.6,72.73876953125
85.7,75.9419021606445
85.8,79.3925323486328
85.9,81.7878494262695
86,84.1512069702148
86.1,86.6777191162109
86.2,89.1928176879883
86.3,92.2384643554688
86.4,94.543342590332
86.5,96.9035034179688
86.6,98.9233474731445
86.7,99.9013671875
86.8,101.266784667969
86.9,102.051811218262
87,102.747787475586
87.1,103.256187438965
87.2,103.358734130859
87.3,103.436637878418
87.4,103.525779724121
87.5,103.633415222168
87.6,103.784996032715
87.7,103.990127563477
87.8,104.505088806152
87.9,105.189353942871
88,106.143379211426
88.1,107.415046691895
88.2,108.842292785645
88.3,110.436302185059
88.4,112.685668945312
88.5,115.348808288574
88.6,118.136085510254
88.7,120.60343170166
88.8,122.433387756348
88.9,124.347297668457
89,126.868370056152
89.1,129.742691040039
89.2,132.155136108398
89.3,134.503524780273
89.4,136.794036865234
89.5,139.380569458008
89.6,142.242980957031
89.7,145.044952392578
89.8,147.717102050781
89.9,150.7607421875
90,153.736831665039
90.1,156.694030761719
90.2,159.883056640625
90.3,163.41325378418
90.4,166.762176513672
90.5,170.660202026367
90.6,174.695617675781
90.7,177.864791870117
90.8,-128.551467895508
90.9,-174.836288452148
91,-171.512725830078
91.1,-168.10075378418
91.2,-164.632720947266
91.3,-160.731796264648
91.4,-156.565567016602
91.5,-151.685882568359
91.6,-146.019546508789
91.7,-140.111206054688
91.8,-134.027481079102
91.9,-129.205947875977
92,-123.928009033203
92.1,-118.065063476562
92.2,-112.37907409668
92.3,-107.973365783691
92.4,-103.299446105957
92.5,-98.6077728271484
92.6,-94.1239318847656
92.7,-89.978874206543
92.8,-85.5842742919922
92.9,-81.2039413452148
93,-77.1882095336914
93.1,-73.390380859375
93.2,-69.3377532958984
93.3,-65.0044860839844
93.4,-62.1995048522949
93.5,-58.8914909362793
93.6,-55.1901702880859
93.7,-52.2014045715332
93.8,-48.7107353210449
93.9,-46.7594833374023
94,-45.2622833251953
94.1,-43.9728813171387
94.2,-42.7888603210449
94.3,-41.7988548278809
94.4,-41.2856903076172
94.5,-41.1162528991699
94.6,-41.4001884460449
94.7,-42.100830078125
94.8,-43.6228981018066
94.9,-45.2488555908203
95,-47.2032585144043
95.1,-49.3902893066406
95.2,-51.4602279663086
95.3,-54.2223472595215
95.4,-56.8598442077637
95.5,-59.3201026916504
95.6,-61.6033020019531
95.7,-63.8286590576172
95.8,-66.0110626220703
95.9,-68.127082824707
96,-70.7942581176758
96.1,-74.1468353271484
96.2,-77.7804336547852
96.3,-81.6207427978516
96.4,-85.5895843505859
96.5,-89.9946594238281
96.6,-94.2965774536133
96.7,-97.6401596069336
96.8,-101.95783996582
96.9,-106.832656860352
97,-112.030334472656
97.1,-117.104034423828
97.2,-121.537437438965
97.3,-126.427429199219
97.4,-131.554611206055
97.5,-136.446258544922
97.6,-141.392532348633
97.7,-146.959228515625
97.8,-151.624435424805
97.9,-156.77619934082
98,-161.228240966797
98.1,-165.111663818359
98.2,-169.362731933594
98.3,-172.968139648438
98.4,-175.238021850586
98.5,-176.43896484375
98.6,-176.529937744141
98.7,-175.976516723633
98.8,-174.540084838867
98.9,-172.690322875977
99,-170.134155273438
99.1,-167.025772094727
99.2,-164.020446777344
99.3,-161.447738647461
99.4,-159.923690795898
99.5,-158.306640625
99.6,-156.605239868164
99.7,-155.282989501953
99.8,-153.656753540039
99.9,-152.770599365234
100,-152.023406982422
100.1,-151.418655395508
100.2,-151.096633911133
100.3,-151.019348144531
100.4,-151.155685424805
100.5,-151.292221069336
100.6,-151.386352539062
100.7,-151.471664428711
100.8,-151.354888916016
100.9,-151.42448425293
101,-151.408813476562
101.1,-151.311767578125
101.2,-151.279006958008
101.3,-150.945388793945
101.4,-150.984420776367
101.5,-151.296340942383
101.6,-151.871398925781
101.7,-152.593383789062
101.8,-154.574798583984
101.9,-156.493560791016
102,-158.634689331055
102.1,-160.570037841797
102.2,-161.682022094727
102.3,-164.089096069336
102.4,-166.736190795898
102.5,-170.155853271484
102.6,-174.070129394531
102.7,-171.574783325195
102.8,128.221954345703
102.9,171.857376098633
103,166.892593383789
103.1,162.453338623047
103.2,158.666961669922
103.3,153.779510498047
103.4,148.793334960938
103.5,143.249923706055
103.6,137.050598144531
103.7,130.514587402344
103.8,122.594413757324
103.9,115.190574645996
104,108.000221252441
104.1,100.715705871582
104.2,93.1257400512695
104.3,89.6348114013672
104.4,83.3829650878906
104.5,77.4965209960938
104.6,72.5076522827148
104.7,67.6612930297852
104.8,62.6805763244629
104.9,58.0656204223633
105,52.7571411132812
