Time,GPS_SpdAccuracy
82.3,0.255862057209015
82.4,0.27880597114563
82.5,0.311551719903946
82.6,0.350149244070053
82.7,0.379999995231628
82.8,0.379999995231628
82.9,0.373731344938278
83,0.36137929558754
83.1,0.347462683916092
83.2,0.340000003576279
83.3,0.288275867700577
83.4,0.248656719923019
83.5,0.230000004172325
83.6,0.232537314295769
83.7,0.239999994635582
83.8,0.326206892728806
83.9,0.371343284845352
84,0.411551713943481
84.1,0.442537307739258
84.2,0.449999988079071
84.3,0.458620697259903
84.4,0.434925377368927
84.5,0.419999986886978
84.6,0.414925366640091
84.7,0.400000005960464
84.8,0.408620685338974
84.9,0.409999996423721
85,0.375517249107361
85.1,0.317313432693481
85.2,0.280000001192093
85.3,0.262758612632751
85.4,0.259999990463257
85.5,0.242758616805077
85.6,0.222537308931351
85.7,0.230000004172325
85.8,0.255862057209015
85.9,0.247462689876556
86,0.239999994635582
86.1,0.237462684512138
86.2,0.230000004172325
86.3,0.212758615612984
86.4,0.203731343150139
86.5,0.187068969011307
86.6,0.167462691664696
86.7,0.159999996423721
86.8,0.168620690703392
86.9,0.170000001788139
87,0.161379307508469
87.1,0.150000005960464
87.2,0.150000005960464
87.3,0.150000005960464
87.4,0.150000005960464
87.5,0.150000005960464
87.6,0.150000005960464
87.7,0.150000005960464
87.8,0.150000005960464
87.9,0.150000005960464
88,0.150000005960464
88.1,0.14746268093586
88.2,0.140000000596046
88.3,0.148620694875717
88.4,0.150000005960464
88.5,0.150000005960464
88.6,0.150000005960464
88.7,0.150000005960464
88.8,0.150000005960464
88.9,0.156268656253815
89,0.164310351014137
89.1,0.170000001788139
89.2,0.170000001788139
89.3,0.170000001788139
89.4,0.170000001788139
89.5,0.170000001788139
89.6,0.170000001788139
89.7,0.170000001788139
89.8,0.170000001788139
89.9,0.163731336593628
90,0.164310351014137
90.1,0.172537311911583
90.2,0.180000007152557
90.3,0.180000007152557
90.4,0.180000007152557
90.5,0.175689652562141
90.6,0.172537311911583
90.7,0.180000007152557
90.8,0.180000007152557
90.9,0.180000007152557
91,0.180000007152557
91.1,0.185074627399445
91.2,0.200000002980232
91.3,0.208620682358742
91.4,0.216268658638
91.5,0.215689659118652
91.6,0.212556391954422
91.7,0.219999998807907
91.8,0.219999998807907
91.9,0.226315796375275
92,0.230000004172325
92.1,0.230000004172325
92.2,0.229914531111717
92.3,0.22136752307415
92.4,0.219999998807907
92.5,0.219999998807907
92.6,0.219999998807907
92.7,0.22025640308857
92.8,0.245897442102432
92.9,0.25
93,0.232564106583595
93.1,0.209999993443489
93.2,0.209999993443489
93.3,0.209999993443489
93.4,0.203684210777283
93.5,0.204358980059624
93.6,0.209999993443489
93.7,0.209999993443489
93.8,0.209999993443489
93.9,0.191052630543709
94,0.180000007152557
94.1,0.174887225031853
94.2,0.159999996423721
94.3,0.159999996423721
94.4,0.159999996423721
94.5,0.159999996423721
94.6,0.159999996423721
94.7,0.160085469484329
94.8,0.168632477521896
94.9,0.170000001788139
95,0.165641024708748
95.1,0.159999996423721
95.2,0.159999996423721
95.3,0.159999996423721
