Time,GPS_Altitude
82.3,46.464225769043
82.4,46.4522438049316
82.5,46.4327812194824
82.6,46.4028053283691
82.7,46.3678894042969
82.8,46.2970428466797
82.9,46.2643241882324
83,46.2541885375977
83.1,46.258602142334
83.2,46.2615203857422
83.3,46.3430671691895
83.4,46.4237899780273
83.5,46.532642364502
83.6,46.6661720275879
83.7,46.7926902770996
83.8,46.9554901123047
83.9,47.042552947998
84,47.0689010620117
84.1,47.0670700073242
84.2,47.1003684997559
84.3,47.044376373291
84.4,47.0733833312988
84.5,47.0866813659668
84.6,47.059642791748
84.7,47.0162353515625
84.8,46.9921188354492
84.9,47.0136451721191
85,47.1127777099609
85.1,47.1673545837402
85.2,47.0016784667969
85.3,46.9020729064941
85.4,46.9720649719238
85.5,47.0986671447754
85.6,47.1803512573242
85.7,47.1276512145996
85.8,47.1653366088867
85.9,47.1786460876465
86,47.2922973632812
86.1,47.4619445800781
86.2,47.536491394043
86.3,47.5976753234863
86.4,47.5536422729492
86.5,47.5027885437012
86.6,47.4499778747559
86.7,47.3677024841309
86.8,47.3790092468262
86.9,47.3502616882324
87,47.3397789001465
87.1,47.3314933776855
87.2,47.2771949768066
87.3,47.2398681640625
87.4,47.1963500976562
87.5,47.1306686401367
87.6,47.0752258300781
87.7,47.0803756713867
87.8,47.0515251159668
87.9,47.0643424987793
88,47.0927047729492
88.1,47.1128540039062
88.2,47.1022796630859
88.3,47.0677032470703
88.4,47.0383758544922
88.5,46.9992218017578
88.6,46.9607086181641
88.7,46.9444808959961
88.8,46.9521789550781
88.9,46.9386978149414
89,46.9345664978027
89.1,46.9391860961914
89.2,46.9348182678223
89.3,46.9448394775391
89.4,46.9372406005859
89.5,46.9436721801758
89.6,46.9511604309082
89.7,46.9269638061523
89.8,46.9624633789062
89.9,46.9787902832031
90,46.9917602539062
90.1,47.0158653259277
90.2,47.0610008239746
90.3,47.1043739318848
90.4,47.124698638916
90.5,47.1444931030273
90.6,47.1607398986816
