Time,RPM
238.501,13756
238.53,13871
238.55,13961
238.57,13921
238.59,13868
238.61,13851
238.629,13825
238.649,13848
238.669,13874
238.689,13897
238.709,13886
238.729,13897
238.749,13913
238.769,13959
238.789,13932
238.809,6986
238.824,6946
238.844,6995
238.864,4037
238.884,3527
238.904,11182
238.93,8345
238.95,14010
238.97,11542
238.99,13871
239.01,11134
239.03,8426
239.05,7001
239.07,8347
239.09,11117
239.11,13900
239.129,13968
239.149,13907
239.169,13936
239.189,13982
239.209,8370
239.228,6956
239.248,8329
239.268,6945
239.288,11153
239.308,13884
239.327,14037
239.347,6993
239.367,6959
239.387,8351
239.407,8340
239.43,9263
239.45,10437
239.47,14002
239.49,7962
239.51,6960
239.529,8351
239.549,6941
239.569,14000
239.589,6943
239.609,6956
239.628,5951
239.648,8363
239.668,6934
239.688,11156
239.708,10497
239.719,9302
239.739,5968
239.759,13991
239.779,8294
239.799,8403
239.826,6966
239.846,14010
239.866,9937
239.886,10426
239.906,11164
239.921,9324
239.941,7054
239.961,3998
239.981,9300
240.001,6941
240.029,7943
240.049,11184
240.069,10421
240.089,11143
240.109,13923
240.123,10524
240.143,11582
240.163,13917
240.183,8392
240.203,8356
240.227,6936
240.247,11140
240.267,13964
240.287,13945
240.307,13915
240.33,13957
240.35,6947
240.37,13972
240.39,11588
240.41,13889
240.429,13860
240.449,13907
240.469,13898
240.489,13869
240.509,13836
240.529,13858
240.549,13827
240.569,13885
240.589,13926
240.609,13972
240.628,8339
240.648,13881
240.668,13836
240.688,13897
240.708,13976
240.727,6938
240.747,13951
240.767,11134
240.787,13935
240.807,13861
240.827,13825
240.847,13883
240.867,13955
240.887,6959
240.907,13928
240.926,13966
240.946,8330
240.966,13883
240.986,13848
241.006,13803
241.03,13843
241.05,13870
241.07,13816
241.09,13763
241.11,13708
241.13,13711
241.15,13729
241.17,13737
241.19,13726
241.21,13762
241.23,13727
241.25,13680
241.27,13699
241.29,13786
241.31,13851
241.33,13821
241.35,13795
241.37,13768
241.39,13729
241.41,13730
241.426,13864
241.446,13864
241.466,5595
241.486,13825
241.506,13720
241.53,13624
241.55,13647
241.57,13793
241.59,13840
241.61,13694
241.627,13731
241.647,13754
241.667,13810
241.687,13789
241.707,13778
241.727,13777
241.747,13810
241.767,13745
241.787,13704
241.807,13788
241.827,13909
241.847,13871
241.867,13780
241.887,13781
241.907,13710
241.927,13657
241.947,13614
241.967,13647
241.987,13737
242.007,13802
242.028,13776
242.048,13779
242.068,13785
242.088,13733
242.108,13773
242.128,13790
242.148,13948
242.168,6930
242.188,13839
242.208,13763
242.228,13715
242.248,13634
242.268,13623
242.288,13669
242.308,13815
242.328,11121
242.348,13908
242.368,13689
242.388,13688
242.408,13749
242.429,13714
242.449,13674
242.469,13638
242.489,13615
242.509,13613
242.53,13633
242.55,13779
242.57,13882
242.59,13791
242.61,13648
242.63,13648
242.65,13609
242.67,13657
242.69,13755
242.71,13812
242.726,13833
242.746,13749
242.766,13735
242.786,13759
242.806,13769
242.826,13939
242.846,8337
242.866,13795
242.886,13782
242.906,13788
242.926,13751
242.946,13864
242.966,13957
242.986,13909
243.006,13900
243.03,13860
243.05,13839
243.07,13912
243.09,8342
243.11,13943
243.129,13904
243.149,10501
243.169,13906
243.189,13936
243.209,13915
243.228,13985
243.248,8331
243.268,10493
243.288,6977
243.308,6976
243.327,9278
243.347,11114
243.367,13944
243.387,13911
243.407,8416
243.426,6961
243.446,13955
243.466,13943
243.486,11144
243.506,11167
243.529,8317
243.549,14028
243.569,7929
243.589,11129
243.609,9389
243.616,9333
243.636,3517
243.656,6950
243.676,8340
243.696,8362
243.727,13948
243.747,13911
243.767,13957
243.787,6940
243.807,6952
243.822,6944
243.842,8336
243.862,8357
243.882,8332
243.902,8333
243.926,13991
243.946,8308
243.966,8420
243.986,8335
244.006,10489
244.029,8304
244.049,8397
244.069,6931
244.089,14025
244.109,6995
244.128,5969
244.148,8367
244.168,14039
244.188,9945
244.208,11139
244.227,10462
244.247,6952
244.267,6952
244.287,6963
244.307,5962
244.33,8386
244.35,6976
244.37,6987
244.39,6971
244.41,6973
244.429,5965
244.449,6970
244.469,8358
244.489,6965
244.509,6970
244.52,6986
244.54,5975
244.56,6962
244.58,8352
244.6,13970
244.627,13985
244.647,11128
244.667,11139
244.687,13944
244.707,13986
244.726,9230
244.746,11203
244.766,8375
244.786,10479
244.806,8323
244.83,13994
244.85,13925
244.87,14040
244.89,6944
244.91,14000
244.924,6957
244.944,6947
244.964,6931
244.984,11211
245.004,11129
245.028,13697
245.048,13455
245.068,13227
245.088,12729
245.108,12259
245.127,11848
245.147,11892
245.167,12239
245.187,12310
245.207,12078
245.227,11812
245.247,11624
245.267,11640
245.287,11692
245.307,11786
245.329,11858
245.349,11761
245.369,11595
245.389,11526
245.409,11466
245.428,11481
245.448,11503
245.468,11466
245.488,11410
245.508,11315
245.528,11246
245.548,11144
245.568,11108
245.588,11098
245.608,11114
245.63,10999
245.65,10900
245.67,10885
245.69,10855
245.71,10831
245.73,10739
245.75,10703
245.77,10750
245.79,10779
245.81,10850
245.83,10781
245.85,10753
245.87,10739
245.89,10653
245.91,10637
245.926,10556
245.946,10449
245.966,10521
245.986,10648
246.006,10611
246.028,10445
246.048,10302
246.068,10197
246.088,10198
246.108,10336
246.128,10321
246.148,10268
246.168,10207
246.188,10191
246.208,10179
246.228,10139
246.248,10118
246.268,10064
246.288,10009
246.308,9936
246.33,9906
246.35,9866
246.37,9865
246.39,9883
246.41,9880
246.427,9852
246.447,9616
246.467,9666
246.487,9612
246.507,9500
246.527,9520
246.547,9539
246.567,9523
246.587,9422
246.607,9413
246.629,9403
246.649,9400
246.669,9377
246.689,9350
246.709,9315
246.725,9264
246.745,9284
246.765,9245
246.785,9188
246.805,8977
246.83,9201
246.85,9134
246.87,9062
246.89,9030
246.91,9052
246.929,9090
246.949,8991
246.969,8970
246.989,8916
247.009,8921
247.029,9067
247.049,9311
247.069,9363
247.089,9238
247.109,9200
247.126,9242
247.146,9301
247.166,9412
247.186,9520
247.206,9532
247.228,9482
247.248,9389
247.268,9398
247.288,9431
247.308,9395
247.33,9370
247.35,9484
247.37,9572
247.39,9569
247.41,9525
247.424,9534
247.444,9593
247.464,9608
247.484,9567
247.504,9573
247.53,9666
247.55,9936
247.57,9964
247.59,9825
247.61,9846
247.628,9774
247.648,9779
247.668,9905
247.688,10037
247.708,10112
247.73,10051
247.75,9962
247.77,9866
247.79,9869
247.81,9878
247.827,9939
247.847,9964
247.867,10137
247.887,10310
247.907,10351
247.927,10249
247.947,10172
247.967,10207
247.987,10298
248.007,10394
