Time,AccelerometerY
238.502,-0.189208984375
238.512,-0.155517578125
238.522,-0.1119384765625
238.53,-0.08392333984375
238.54,-0.0986328125
238.55,-0.15966796875
238.56,-0.23388671875
238.57,-0.277099609375
238.58,-0.269287109375
238.59,-0.2244873046875
238.6,-0.165771484375
238.61,-0.0968017578125
238.62,-0.013916015625
238.63,0.07421875
238.64,0.1546630859375
238.65,0.2249755859375
238.66,0.287353515625
238.67,0.33251953125
238.68,0.3349609375
238.69,0.2744140625
238.7,0.1646728515625
238.71,0.0557861328125
238.72,-0.00109004974365234
238.729,0.000276327133178711
238.739,0.0099945068359375
238.749,-0.02899169921875
238.759,-0.116455078125
238.769,-0.200927734375
238.779,-0.248291015625
238.789,-0.2685546875
238.799,-0.279296875
238.809,-0.27392578125
238.819,-0.2373046875
238.829,-0.1800537109375
238.839,-0.142333984375
238.849,-0.1461181640625
238.859,-0.1641845703125
238.869,-0.1475830078125
238.879,-0.07635498046875
238.889,0.010833740234375
238.899,0.046539306640625
238.909,0.0094757080078125
238.919,-0.053375244140625
238.924,-0.1253662109375
238.934,-0.07916259765625
238.944,-0.042877197265625
238.954,-0.05322265625
238.964,-0.07568359375
238.974,-0.0751953125
238.984,-0.0731201171875
238.994,-0.1038818359375
239.004,-0.157958984375
239.014,-0.1839599609375
239.024,-0.14404296875
239.034,-0.060028076171875
239.044,0.0108642578125
239.054,0.0362548828125
239.064,0.0233612060546875
239.074,-0.01318359375
239.082,-0.06988525390625
239.092,-0.1475830078125
239.102,-0.2333984375
239.112,-0.285400390625
239.122,-0.26123046875
239.132,-0.1805419921875
239.142,-0.1275634765625
239.152,-0.159912109375
239.162,-0.244384765625
239.172,-0.30419921875
239.182,-0.30419921875
239.192,-0.26708984375
239.202,-0.230224609375
239.212,-0.204833984375
239.222,-0.17822265625
239.232,-0.138916015625
239.242,-0.1021728515625
239.252,-0.09771728515625
239.262,-0.1298828125
239.272,-0.17333984375
239.28,-0.2066650390625
239.29,-0.2264404296875
239.3,-0.24365234375
239.31,-0.27392578125
239.32,-0.314453125
239.33,-0.333251953125
239.34,-0.3056640625
239.35,-0.25244140625
239.36,-0.222412109375
239.37,-0.2451171875
239.38,-0.298583984375
239.39,-0.327880859375
239.4,-0.306396484375
239.41,-0.2685546875
239.42,-0.262939453125
239.43,-0.295166015625
239.44,-0.33203125
239.45,-0.355224609375
239.46,-0.388427734375
239.47,-0.451171875
239.479,-0.51220703125
239.489,-0.5224609375
239.499,-0.47900390625
239.509,-0.4296875
239.519,-0.41357421875
239.529,-0.41064453125
239.539,-0.384521484375
239.549,-0.346923828125
239.559,-0.3388671875
239.569,-0.385009765625
239.579,-0.477294921875
239.589,-0.58447265625
239.599,-0.6708984375
239.609,-0.71240234375
239.619,-0.705078125
239.629,-0.66845703125
239.639,-0.61962890625
