Time,AccelerometerZ
0.227,-0.40478515625
0.237,-0.406005859375
0.247,-0.4140625
0.257,-0.43896484375
0.267,-0.488525390625
0.277,-0.55908203125
0.287,-0.63525390625
0.297,-0.703125
0.307,-0.755859375
0.317,-0.79638671875
0.327,-0.833984375
0.337,-0.87451171875
0.347,-0.91552734375
0.357,-0.95068359375
0.367,-0.9755859375
0.377,-0.98974609375
0.387,-0.9951171875
0.397,-0.99658203125
0.407,-0.9990234375
0.417,-1.0009765625
0.427,-0.99462890625
0.437,-0.97021484375
0.447,-0.93017578125
0.457,-0.888671875
0.467,-0.86181640625
0.477,-0.8603515625
0.487,-0.88330078125
0.497,-0.9150390625
0.507,-0.93017578125
0.517,-0.91943359375
0.527,-0.8974609375
0.537,-0.88330078125
0.547,-0.88916015625
0.557,-0.9130859375
0.567,-0.9423828125
0.577,-0.9541015625
0.587,-0.9375
0.597,-0.90380859375
0.607,-0.86962890625
0.617,-0.8447265625
0.621,-0.87109375
0.631,-0.869140625
0.641,-0.8720703125
0.651,-0.8896484375
0.661,-0.92822265625
0.671,-0.974609375
0.681,-1.0078125
0.691,-1.0185546875
0.701,-1
0.711,-0.9482421875
0.721,-0.8818359375
0.731,-0.828125
0.741,-0.8056640625
0.751,-0.82177734375
0.761,-0.87353515625
0.771,-0.94580078125
0.779,-1.0166015625
0.789,-1.076171875
0.799,-1.1220703125
0.809,-1.1533203125
0.819,-1.173828125
0.829,-1.1845703125
0.839,-1.171875
0.849,-1.134765625
0.859,-1.1005859375
0.869,-1.0859375
0.879,-1.080078125
0.889,-1.0654296875
0.899,-1.03515625
0.909,-1.0068359375
0.919,-1.0146484375
0.929,-1.0673828125
0.939,-1.1494140625
0.949,-1.2763671875
0.959,-1.443359375
0.969,-1.609375
0.978,-1.7373046875
0.988,-1.8017578125
0.998,-1.7802734375
1.008,-1.6748046875
1.018,-1.5009765625
1.028,-1.2705078125
1.038,-0.99609375
1.048,-0.7119140625
1.058,-0.466552734375
1.068,-0.29736328125
1.078,-0.2298583984375
1.088,-0.261962890625
1.098,-0.344482421875
1.108,-0.421875
1.118,-0.48046875
1.128,-0.5185546875
1.138,-0.5205078125
1.148,-0.497802734375
1.158,-0.494873046875
1.168,-0.537109375
1.177,-0.62158203125
1.187,-0.73779296875
1.197,-0.84619140625
1.207,-0.8974609375
1.217,-0.89501953125
1.227,-0.86279296875
1.237,-0.80078125
1.247,-0.72265625
1.257,-0.65234375
1.267,-0.60205078125
1.277,-0.5791015625
1.287,-0.58349609375
1.297,-0.62109375
1.307,-0.7001953125
1.317,-0.80029296875
1.327,-0.87890625
1.337,-0.9169921875
1.347,-0.90771484375
1.357,-0.84521484375
1.367,-0.73486328125
1.372,-0.109375
1.382,-0.0802001953125
1.392,-0.08355712890625
1.402,-0.1427001953125
1.412,-0.257080078125
1.422,-0.402099609375
1.432,-0.568359375
1.442,-0.7568359375
1.452,-0.9423828125
1.462,-1.0849609375
1.472,-1.1708984375
1.482,-1.21875
1.492,-1.2470703125
1.502,-1.2666015625
1.512,-1.29296875
1.522,-1.3359375
1.529,-1.373046875
1.539,-1.375
1.549,-1.3427734375
1.559,-1.291015625
1.569,-1.2119140625
1.579,-1.087890625
1.589,-0.92626953125
1.599,-0.7578125
1.609,-0.6123046875
1.619,-0.498779296875
1.629,-0.403564453125
1.639,-0.322265625
1.649,-0.281005859375
1.659,-0.31982421875
1.669,-0.4462890625
1.679,-0.62939453125
1.689,-0.8291015625
1.699,-1.0009765625
1.709,-1.0986328125
1.719,-1.1083984375
1.728,-1.046875
1.738,-0.92529296875
1.748,-0.7685546875
1.758,-0.63671875
1.768,-0.58935546875
1.778,-0.6396484375
1.788,-0.75439453125
1.798,-0.896484375
1.808,-1.03515625
1.818,-1.14453125
1.828,-1.205078125
1.838,-1.2138671875
1.848,-1.18359375
1.858,-1.134765625
