Time,ITOW
82.316,558628625
82.45,558628750
82.566,558628875
82.7,558629000
82.816,558629125
82.95,558629250
83.066,558629375
83.2,558629500
83.316,558629625
83.45,558629750
83.566,558629875
83.7,558630000
83.816,558630125
83.95,558630250
84.066,558630375
84.2,558630500
84.316,558630625
84.45,558630750
84.566,558630875
84.7,558631000
84.816,558631125
84.95,558631250
85.066,558631375
85.2,558631500
85.316,558631625
85.45,558631750
85.566,558631875
85.7,558632000
85.816,558632125
85.95,558632250
86.066,558632375
86.2,558632500
86.316,558632625
86.45,558632750
86.566,558632875
86.7,558633000
86.816,558633125
86.95,558633250
87.066,558633375
87.2,558633500
87.316,558633625
87.45,558633750
87.566,558633875
87.7,558634000
87.816,558634125
87.95,558634250
88.066,558634375
88.2,558634500
88.316,558634625
88.45,558634750
88.566,558634875
88.7,558635000
88.816,558635125
88.95,558635250
89.066,558635375
89.2,558635500
89.316,558635625
89.45,558635750
89.566,558635875
89.7,558636000
89.816,558636125
89.95,558636250
90.066,558636375
90.2,558636500
90.316,558636625
90.45,558636750
90.566,558636875
90.7,558637000
90.816,558637125
90.95,558637250
91.066,558637375
91.2,558637500
91.316,558637625
91.45,558637750
91.566,558637875
91.699,558638000
91.816,558638125
91.949,558638250
92.066,558638375
92.199,558638500
92.316,558638625
92.449,558638750
92.566,558638875
92.699,558639000
92.816,558639125
92.949,558639250
93.066,558639375
93.199,558639500
93.316,558639625
93.449,558639750
93.566,558639875
93.699,558640000
93.816,558640125
93.949,558640250
94.066,558640375
94.199,558640500
94.316,558640625
94.449,558640750
94.566,558640875
94.699,558641000
94.816,558641125
94.949,558641250
95.066,558641375
95.199,558641500
95.316,558641625
95.449,558641750
95.566,558641875
95.699,558642000
95.816,558642125
95.949,558642250
96.066,558642375
96.199,558642500
96.316,558642625
96.449,558642750
96.566,558642875
96.699,558643000
96.816,558643125
96.949,558643250
97.066,558643375
97.199,558643500
97.316,558643625
97.449,558643750
97.566,558643875
97.699,558644000
97.816,558644125
97.949,558644250
98.066,558644375
98.199,558644500
98.316,558644625
98.449,558644750
98.566,558644875
98.699,558645000
98.816,558645125
98.949,558645250
99.066,558645375
99.199,558645500
99.316,558645625
99.449,558645750
99.566,558645875
99.699,558646000
99.816,558646125
99.949,558646250
100.066,558646375
100.199,558646500
100.316,558646625
100.449,558646750
100.566,558646875
100.699,558647000
100.816,558647125
100.949,558647250
101.066,558647375
101.199,558647500
101.316,558647625
101.449,558647750
101.566,558647875
101.699,558648000
101.816,558648125
101.949,558648250
102.066,558648375
102.199,558648500
102.316,558648625
102.448,558648750
102.566,558648875
102.698,558649000
102.816,558649125
102.948,558649250
103.066,558649375
103.198,558649500
103.316,558649625
103.448,558649750
103.566,558649875
103.698,558650000
103.816,558650125
103.948,558650250
104.066,558650375
104.198,558650500
104.316,558650625
104.448,558650750
104.566,558650875
104.698,558651000
104.816,558651125
104.948,558651250
105.066,558651375
105.198,558651500
105.316,558651625
105.448,558651750
105.566,558651875
105.698,558652000
105.816,558652125
105.948,558652250
106.066,558652375
106.198,558652500
106.316,558652625
106.448,558652750
106.566,558652875
106.698,558653000
106.816,558653125
106.948,558653250
107.066,558653375
107.198,558653500
107.316,558653625
107.448,558653750
107.566,558653875
107.698,558654000
107.816,558654125
107.948,558654250
108.066,558654375
108.198,558654500
108.316,558654625
108.448,558654750
108.566,558654875
108.698,558655000
108.816,558655125
108.948,558655250
109.066,558655375
109.198,558655500
109.316,558655625
109.448,558655750
109.566,558655875
109.698,558656000
109.816,558656125
109.948,558656250
110.066,558656375
110.198,558656500
110.316,558656625
110.448,558656750
110.566,558656875
110.698,558657000
110.816,558657125
110.948,558657250
111.066,558657375
111.198,558657500
111.316,558657625
111.448,558657750
111.566,558657875
111.698,558658000
111.816,558658125
111.948,558658250
112.066,558658375
112.198,558658500
112.316,558658625
112.448,558658750
112.566,558658875
112.698,558659000
112.816,558659125
112.947,558659250
113.066,558659375
113.197,558659500
113.316,558659625
113.447,558659750
113.566,558659875
113.697,558660000
113.816,558660125
113.947,558660250
114.066,558660375
114.197,558660500
114.316,558660625
114.447,558660750
114.566,558660875
114.697,558661000
114.816,558661125
114.947,558661250
115.066,558661375
115.197,558661500
115.316,558661625
115.447,558661750
115.566,558661875
115.697,558662000
115.816,558662125
115.947,558662250
116.066,558662375
116.197,558662500
116.316,558662625
116.447,558662750
116.566,558662875
116.697,558663000
116.816,558663125
116.947,558663250
117.066,558663375
117.197,558663500
117.316,558663625
117.447,558663750
117.566,558663875
117.697,558664000
117.816,558664125
117.947,558664250
118.066,558664375
118.197,558664500
118.316,558664625
118.447,558664750
118.566,558664875
118.697,558665000
118.816,558665125
118.947,558665250
119.066,558665375
119.197,558665500
119.316,558665625
119.447,558665750
119.566,558665875
119.697,558666000
119.816,558666125
119.947,558666250
120.066,558666375
120.197,558666500
120.316,558666625
120.555,558666875
120.666,558667000
120.805,558667125
120.916,558667250
121.055,558667375
121.166,558667500
121.305,558667625
121.416,558667750
121.555,558667875
121.666,558668000
121.805,558668125
121.916,558668250
122.055,558668375
122.166,558668500
122.305,558668625
122.416,558668750
122.555,558668875
122.666,558669000
122.805,558669125
122.916,558669250
123.055,558669375
123.166,558669500
123.305,558669625
123.416,558669750
123.555,558669875
123.666,558670000
123.804,558670125
123.916,558670250
124.054,558670375
124.166,558670500
124.304,558670625
124.416,558670750
124.554,558670875
124.666,558671000
124.804,558671125
124.916,558671250
125.054,558671375
125.166,558671500
125.304,558671625
125.416,558671750
125.554,558671875
125.666,558672000
125.804,558672125
125.916,558672250
126.054,558672375
126.166,558672500
126.304,558672625
126.416,558672750
126.554,558672875
126.666,558673000
126.804,558673125
126.916,558673250
127.054,558673375
127.166,558673500
