Time,Week_N
82.316,1880
82.45,1880
82.566,1880
82.7,1880
82.816,1880
82.95,1880
83.066,1880
83.2,1880
83.316,1880
83.45,1880
83.566,1880
83.7,1880
83.816,1880
83.95,1880
84.066,1880
84.2,1880
84.316,1880
84.45,1880
84.566,1880
84.7,1880
84.816,1880
84.95,1880
85.066,1880
85.2,1880
85.316,1880
85.45,1880
85.566,1880
85.7,1880
85.816,1880
85.95,1880
86.066,1880
86.2,1880
86.316,1880
86.45,1880
86.566,1880
86.7,1880
86.816,1880
86.95,1880
87.066,1880
87.2,1880
87.316,1880
87.45,1880
87.566,1880
87.7,1880
87.816,1880
87.95,1880
88.066,1880
88.2,1880
88.316,1880
88.45,1880
88.566,1880
88.7,1880
88.816,1880
88.95,1880
89.066,1880
89.2,1880
89.316,1880
89.45,1880
89.566,1880
89.7,1880
89.816,1880
89.95,1880
90.066,1880
90.2,1880
90.316,1880
90.45,1880
90.566,1880
90.7,1880
90.816,1880
90.95,1880
91.066,1880
91.2,1880
91.316,1880
91.45,1880
91.566,1880
91.699,1880
91.816,1880
91.949,1880
92.066,1880
92.199,1880
92.316,1880
92.449,1880
92.566,1880
92.699,1880
92.816,1880
92.949,1880
93.066,1880
93.199,1880
93.316,1880
93.449,1880
93.566,1880
93.699,1880
93.816,1880
93.949,1880
94.066,1880
94.199,1880
94.316,1880
94.449,1880
94.566,1880
94.699,1880
94.816,1880
94.949,1880
95.066,1880
95.199,1880
95.316,1880
95.449,1880
95.566,1880
95.699,1880
95.816,1880
95.949,1880
96.066,1880
96.199,1880
96.316,1880
96.449,1880
96.566,1880
96.699,1880
96.816,1880
96.949,1880
97.066,1880
97.199,1880
97.316,1880
97.449,1880
97.566,1880
97.699,1880
97.816,1880
97.949,1880
98.066,1880
98.199,1880
98.316,1880
98.449,1880
98.566,1880
98.699,1880
98.816,1880
98.949,1880
99.066,1880
99.199,1880
99.316,1880
99.449,1880
99.566,1880
99.699,1880
99.816,1880
99.949,1880
100.066,1880
100.199,1880
100.316,1880
100.449,1880
100.566,1880
100.699,1880
100.816,1880
100.949,1880
101.066,1880
101.199,1880
101.316,1880
101.449,1880
101.566,1880
101.699,1880
101.816,1880
101.949,1880
102.066,1880
102.199,1880
102.316,1880
102.448,1880
102.566,1880
102.698,1880
102.816,1880
102.948,1880
103.066,1880
103.198,1880
103.316,1880
103.448,1880
103.566,1880
103.698,1880
103.816,1880
103.948,1880
104.066,1880
104.198,1880
104.316,1880
104.448,1880
104.566,1880
104.698,1880
104.816,1880
104.948,1880
105.066,1880
105.198,1880
105.316,1880
105.448,1880
105.566,1880
105.698,1880
105.816,1880
105.948,1880
106.066,1880
106.198,1880
106.316,1880
106.448,1880
106.566,1880
106.698,1880
106.816,1880
106.948,1880
107.066,1880
107.198,1880
107.316,1880
107.448,1880
107.566,1880
107.698,1880
107.816,1880
107.948,1880
108.066,1880
108.198,1880
108.316,1880
108.448,1880
108.566,1880
108.698,1880
108.816,1880
108.948,1880
109.066,1880
109.198,1880
109.316,1880
109.448,1880
109.566,1880
109.698,1880
109.816,1880
109.948,1880
110.066,1880
110.198,1880
110.316,1880
110.448,1880
110.566,1880
110.698,1880
110.816,1880
110.948,1880
111.066,1880
111.198,1880
111.316,1880
111.448,1880
111.566,1880
111.698,1880
