Time,ITOW
339.159,558885500
339.266,558885625
339.409,558885750
339.516,558885875
339.659,558886000
339.766,558886125
339.909,558886250
340.016,558886375
340.159,558886500
340.266,558886625
340.409,558886750
340.516,558886875
340.659,558887000
340.766,558887125
340.909,558887250
341.016,558887375
341.159,558887500
341.266,558887625
341.409,558887750
341.516,558887875
341.659,558888000
341.766,558888125
341.909,558888250
342.016,558888375
342.159,558888500
342.266,558888625
342.409,558888750
342.516,558888875
342.659,558889000
342.766,558889125
342.909,558889250
343.016,558889375
343.159,558889500
343.266,558889625
343.409,558889750
343.516,558889875
343.659,558890000
343.766,558890125
343.909,558890250
344.016,558890375
344.159,558890500
344.266,558890625
344.409,558890750
344.516,558890875
344.659,558891000
344.766,558891125
344.909,558891250
345.016,558891375
345.159,558891500
345.266,558891625
345.409,558891750
345.516,558891875
345.659,558892000
345.766,558892125
345.909,558892250
346.016,558892375
346.159,558892500
346.266,558892625
346.409,558892750
346.516,558892875
346.659,558893000
346.766,558893125
346.909,558893250
347.016,558893375
347.159,558893500
347.266,558893625
347.409,558893750
347.516,558893875
347.659,558894000
347.766,558894125
347.909,558894250
348.016,558894375
348.158,558894500
348.266,558894625
348.408,558894750
348.516,558894875
348.658,558895000
348.766,558895125
348.908,558895250
349.016,558895375
349.158,558895500
349.266,558895625
349.408,558895750
349.516,558895875
349.658,558896000
349.766,558896125
349.908,558896250
350.016,558896375
350.158,558896500
350.266,558896625
350.408,558896750
350.516,558896875
350.658,558897000
350.766,558897125
350.908,558897250
351.016,558897375
351.158,558897500
351.266,558897625
351.408,558897750
351.516,558897875
351.658,558898000
351.766,558898125
351.908,558898250
352.016,558898375
352.158,558898500
352.266,558898625
352.408,558898750
352.516,558898875
352.658,558899000
352.766,558899125
352.908,558899250
353.016,558899375
353.158,558899500
353.266,558899625
353.408,558899750
353.516,558899875
353.658,558900000
353.766,558900125
353.908,558900250
354.016,558900375
354.158,558900500
354.266,558900625
354.408,558900750
354.516,558900875
354.658,558901000
354.766,558901125
354.908,558901250
355.016,558901375
355.158,558901500
355.266,558901625
355.408,558901750
355.516,558901875
355.658,558902000
355.766,558902125
355.908,558902250
356.016,558902375
356.158,558902500
356.266,558902625
356.408,558902750
356.516,558902875
356.658,558903000
356.783,558903125
356.908,558903250
357.016,558903375
357.158,558903500
357.266,558903625
357.408,558903750
357.516,558903875
357.658,558904000
357.783,558904125
357.908,558904250
358.016,558904375
358.158,558904500
358.266,558904625
358.408,558904750
358.516,558904875
358.658,558905000
358.766,558905125
358.907,558905250
359.016,558905375
359.157,558905500
359.266,558905625
359.407,558905750
359.516,558905875
359.657,558906000
359.782,558906125
359.907,558906250
360.016,558906375
360.157,558906500
360.266,558906625
360.407,558906750
360.516,558906875
360.657,558907000
360.766,558907125
360.907,558907250
361.016,558907375
361.157,558907500
361.266,558907625
361.407,558907750
361.516,558907875
361.657,558908000
361.766,558908125
361.907,558908250
362.016,558908375
362.157,558908500
362.266,558908625
362.407,558908750
362.516,558908875
362.657,558909000
362.782,558909125
362.907,558909250
363.016,558909375
363.157,558909500
363.266,558909625
363.407,558909750
363.516,558909875
363.657,558910000
363.782,558910125
363.907,558910250
364.016,558910375
364.157,558910500
364.266,558910625
364.407,558910750
364.516,558910875
364.657,558911000
364.782,558911125
364.907,558911250
365.016,558911375
365.157,558911500
365.266,558911625
365.407,558911750
365.516,558911875
365.657,558912000
365.766,558912125
365.907,558912250
366.016,558912375
366.157,558912500
366.266,558912625
366.407,558912750
366.516,558912875
366.657,558913000
366.766,558913125
366.907,558913250
367.016,558913375
367.157,558913500
367.266,558913625
367.407,558913750
367.516,558913875
367.657,558914000
367.782,558914125
367.907,558914250
368.016,558914375
368.157,558914500
368.266,558914625
368.407,558914750
368.516,558914875
368.657,558915000
368.766,558915125
368.907,558915250
369.016,558915375
369.157,558915500
369.266,558915625
369.407,558915750
369.516,558915875
369.656,558916000
369.766,558916125
369.906,558916250
370.016,558916375
370.156,558916500
370.266,558916625
370.406,558916750
370.516,558916875
370.656,558917000
370.781,558917125
370.906,558917250
371.016,558917375
371.156,558917500
371.266,558917625
371.406,558917750
371.516,558917875
371.656,558918000
371.781,558918125
371.906,558918250
372.016,558918375
372.156,558918500
372.266,558918625
372.406,558918750
372.516,558918875
372.656,558919000
372.766,558919125
372.906,558919250
373.016,558919375
373.156,558919500
373.266,558919625
373.406,558919750
373.516,558919875
373.656,558920000
373.781,558920125
373.906,558920250
374.016,558920375
374.156,558920500
374.266,558920625
374.406,558920750
374.516,558920875
374.656,558921000
374.766,558921125
374.906,558921250
375.016,558921375
375.156,558921500
375.266,558921625
375.406,558921750
375.516,558921875
375.656,558922000
375.766,558922125
375.906,558922250
376.016,558922375
376.156,558922500
376.266,558922625
376.406,558922750
376.516,558922875
376.656,558923000
376.766,558923125
376.906,558923250
377.016,558923375
377.156,558923500
377.266,558923625
377.406,558923750
377.516,558923875
377.656,558924000
377.781,558924125
377.906,558924250
378.016,558924375
378.156,558924500
378.266,558924625
378.406,558924750
378.516,558924875
378.656,558925000
378.766,558925125
378.906,558925250
379.016,558925375
379.156,558925500
379.266,558925625
379.406,558925750
379.516,558925875
379.656,558926000
379.781,558926125
379.906,558926250
380.016,558926375
380.156,558926500
380.266,558926625
380.405,558926750
380.516,558926875
380.655,558927000
380.766,558927125
380.905,558927250
381.016,558927375
381.155,558927500
381.266,558927625
381.405,558927750
381.516,558927875
381.655,558928000
381.766,558928125
381.905,558928250
382.016,558928375
382.155,558928500
382.266,558928625
382.405,558928750
382.516,558928875
