Time,ITOW
382.655,558929000
382.766,558929125
382.905,558929250
383.016,558929375
383.155,558929500
383.266,558929625
383.405,558929750
383.516,558929875
383.655,558930000
383.766,558930125
383.905,558930250
384.016,558930375
384.155,558930500
384.266,558930625
384.405,558930750
384.516,558930875
384.655,558931000
384.766,558931125
384.905,558931250
385.016,558931375
385.155,558931500
385.266,558931625
385.405,558931750
385.516,558931875
385.655,558932000
385.766,558932125
385.905,558932250
386.016,558932375
386.155,558932500
386.266,558932625
386.405,558932750
386.516,558932875
386.655,558933000
386.766,558933125
386.905,558933250
387.016,558933375
387.155,558933500
387.266,558933625
387.405,558933750
387.516,558933875
387.655,558934000
387.766,558934125
387.905,558934250
388.016,558934375
388.155,558934500
388.266,558934625
388.405,558934750
388.516,558934875
388.655,558935000
388.766,558935125
