Time,Int_Batt_Voltage
135.939,3.9760000705719
136.989,3.9760000705719
138.039,3.9760000705719
139.089,3.97800016403198
140.139,3.9760000705719
141.189,3.97800016403198
142.239,3.9760000705719
143.289,3.9760000705719
144.339,3.9760000705719
145.389,3.9740002155304
146.439,3.9760000705719
147.489,3.9740002155304
148.539,3.9760000705719
149.589,3.9760000705719
150.639,3.9760000705719
151.689,3.9760000705719
152.739,3.9760000705719
153.789,3.96400022506714
154.839,3.96600008010864
155.889,3.96600008010864
156.939,3.96200013160706
157.989,3.96400022506714
159.039,3.96400022506714
160.089,3.96200013160706
161.139,3.96400022506714
162.189,3.96200013160706
163.239,3.96400022506714
164.289,3.96200013160706
165.339,3.96200013160706
166.389,3.96200013160706
167.439,3.96400022506714
168.489,3.96000027656555
169.539,3.96000027656555
170.589,3.96000027656555
171.639,3.96200013160706
172.689,3.96200013160706
173.739,3.95400023460388
174.789,3.95600008964539
175.839,3.95600008964539
176.889,3.95600008964539
177.939,3.95600008964539
178.989,3.95400023460388
180.039,3.95600008964539
181.089,3.95600008964539
182.139,3.95400023460388
183.189,3.9520001411438
184.239,3.95600008964539
185.289,3.95400023460388
186.339,3.95400023460388
187.389,3.95400023460388
